purchase,age,hair_color,US_region,validation,promotion_ord,gender_ord,residence_ord
0,41,Brown,Southeast,0,1,0,1
0,42,Brown,Northeast,0,0,1,1
0,48,Brown,Northwest,0,0,0,0
0,32,Blond,Northeast,0,0,0,0
0,38,Brown,Southeast,0,0,0,0
0,36,Brown,Southeast,0,0,0,1
0,53,Blond,Northwest,0,0,0,1
0,34,Brown,Southeast,0,0,1,0
0,59,Brown,Southeast,1,1,1,1
0,28,Brown,Northeast,1,1,1,1
1,23,Blond,Northeast,0,0,0,1
0,51,Blond,Northwest,0,1,0,1
0,32,Blond,Southwest,0,1,0,0
1,50,Brown,Northeast,1,0,0,0
0,23,Red,Southwest,1,0,0,1
0,28,Black,Northeast,0,1,0,1
0,35,Blond,Southeast,0,0,1,1
0,41,Brown,Southeast,0,0,0,0
0,26,Blond,Northwest,1,0,0,1
0,26,Brown,Northwest,0,1,0,1
0,21,Black,Southeast,1,0,0,0
0,25,Brown,Southwest,0,0,1,1
0,33,Red,Northwest,0,0,0,1
0,48,Black,Southwest,0,0,0,0
0,32,Brown,Northwest,0,0,0,0
0,24,Black,Southwest,0,0,0,0
0,44,Blond,Northeast,0,0,0,1
0,29,Brown,Northeast,0,1,1,1
0,25,Brown,Northeast,1,1,0,0
0,35,Brown,Northwest,1,1,0,1
0,59,Blond,Southeast,0,1,1,1
0,40,Black,Northeast,0,0,1,1
0,44,Blond,Northeast,0,0,0,0
0,44,Brown,Northeast,0,0,1,1
0,42,Blond,Northeast,0,0,1,1
0,45,Black,Northeast,1,0,0,1
0,22,Blond,Southeast,0,1,1,1
0,49,Brown,Northeast,1,0,1,1
0,51,Blond,Southwest,1,0,1,1
0,22,Blond,Northwest,0,1,1,1
0,51,Blond,Southeast,0,0,1,0
0,56,Brown,Southeast,0,1,1,0
0,38,Brown,Northeast,1,1,0,0
0,22,Blond,Southwest,0,1,0,0
0,56,Black,Southeast,0,0,1,1
0,56,Brown,Northeast,1,1,0,1
0,42,Blond,Southeast,0,0,1,1
0,27,Brown,Northeast,0,1,1,1
0,24,Black,Southwest,0,0,1,1
0,33,Blond,Northwest,0,0,1,1
0,40,Blond,Northwest,0,0,0,1
0,50,Black,Southwest,0,1,0,0
0,50,Brown,Northeast,1,0,0,1
0,21,Brown,Northwest,1,1,0,0
0,45,Blond,Northwest,0,0,1,1
0,50,Blond,Northwest,0,0,1,1
0,52,Black,Southeast,0,1,0,1
0,28,Brown,Southeast,0,1,0,1
0,38,Black,Southeast,0,1,0,0
0,59,Black,Southwest,1,0,1,1
0,35,Blond,Northwest,0,1,0,1
0,32,Blond,Northwest,1,0,0,0
0,58,Blond,Northeast,0,0,1,1
0,57,Brown,Northwest,0,1,0,1
0,31,Black,Southeast,0,0,0,1
0,40,Brown,Northwest,0,1,1,1
0,55,Brown,Northwest,0,0,1,1
0,22,Brown,Northwest,0,1,0,0
0,44,Blond,Northeast,0,1,0,0
0,39,Brown,Northwest,0,0,0,1
0,33,Brown,Northeast,0,1,0,1
0,52,Blond,Southwest,1,1,0,1
0,60,Brown,Southeast,1,1,0,1
0,57,Blond,Northeast,0,1,1,1
0,21,Blond,Southwest,0,0,0,0
0,41,Black,Southeast,0,1,0,1
0,34,Brown,Southwest,0,1,0,1
0,39,Blond,Southwest,0,0,1,0
0,39,Blond,Northeast,1,0,0,1
0,39,Brown,Southeast,0,0,1,0
0,45,Black,Northeast,0,1,1,0
0,44,Blond,Northeast,0,0,0,1
0,47,Brown,Southeast,0,1,0,1
0,24,Black,Southwest,0,1,0,1
0,24,Brown,Southwest,0,0,0,1
0,51,Brown,Southwest,0,1,0,1
0,34,Black,Northwest,0,1,1,1
0,50,Blond,Northwest,0,1,1,1
0,21,Red,Northwest,0,0,0,1
0,28,Blond,Southwest,0,1,1,0
0,46,Brown,Southwest,1,0,0,1
0,36,Blond,Southeast,0,1,0,1
0,48,Black,Southwest,0,0,1,0
0,60,Black,Northeast,0,0,1,1
0,57,Blond,Northwest,0,0,0,1
0,60,Blond,Southeast,0,1,0,1
0,46,Blond,Northwest,0,1,1,0
0,60,Brown,Southeast,0,1,1,1
0,30,Blond,Southwest,0,1,0,1
0,57,Brown,Southwest,0,1,1,1
0,23,Blond,Northeast,0,0,0,1
0,36,Blond,Southeast,1,1,0,1
0,21,Black,Southwest,0,0,0,0
0,42,Blond,Northwest,1,0,1,1
0,38,Black,Southwest,0,0,1,1
0,22,Black,Southeast,1,0,0,0
0,40,Brown,Northeast,1,0,1,1
0,54,Brown,Northwest,0,1,1,0
0,59,Red,Northeast,1,1,0,1
0,50,Red,Southeast,1,1,1,1
0,29,Blond,Northeast,0,0,1,1
0,21,Brown,Northwest,0,0,0,0
0,38,Blond,Southeast,0,0,0,1
0,38,Black,Southwest,0,0,0,1
0,45,Brown,Southwest,1,0,0,1
0,25,Brown,Northeast,0,1,1,0
0,47,Blond,Northwest,1,1,1,1
0,25,Brown,Northeast,0,0,0,1
0,32,Brown,Northeast,0,1,1,1
0,55,Red,Northwest,1,0,1,1
0,22,Black,Southeast,0,0,1,1
0,23,Blond,Southwest,0,1,0,1
0,28,Blond,Southwest,0,0,0,1
0,57,Black,Northwest,0,0,0,1
0,55,Blond,Northwest,1,0,1,0
0,38,Blond,Southwest,1,0,0,0
0,24,Blond,Northwest,1,0,1,1
0,30,Brown,Northwest,0,1,0,0
0,54,Blond,Southwest,1,0,1,0
0,38,Blond,Northwest,0,0,0,0
0,44,Brown,Northeast,0,1,0,0
0,28,Brown,Northwest,1,1,0,1
0,22,Brown,Northwest,0,0,0,0
0,40,Blond,Northwest,0,1,0,1
0,57,Blond,Southwest,0,1,0,1
0,59,Blond,Northwest,0,0,0,1
0,48,Black,Southeast,1,1,0,1
0,36,Brown,Southwest,0,0,1,1
0,48,Blond,Northwest,0,0,0,1
0,38,Blond,Southeast,0,0,1,1
0,27,Brown,Northeast,1,0,1,0
0,31,Black,Northeast,0,1,0,0
0,25,Black,Southeast,0,0,1,1
0,51,Brown,Northeast,1,0,0,0
0,21,Blond,Southeast,0,0,0,1
0,55,Blond,Northwest,1,0,1,1
0,58,Blond,Northeast,0,1,0,1
0,39,Brown,Southwest,0,0,0,0
0,33,Blond,Southwest,1,1,1,0
0,38,Blond,Southeast,0,0,0,1
0,25,Blond,Northeast,0,1,0,1
0,38,Brown,Northwest,1,1,0,1
0,24,Blond,Southeast,1,1,1,1
0,22,Brown,Southeast,0,1,0,1
0,50,Brown,Southeast,0,1,1,0
0,58,Black,Southwest,0,0,1,1
0,47,Brown,Northeast,0,1,0,0
0,56,Red,Southeast,1,1,0,0
0,36,Brown,Southwest,0,1,0,1
0,30,Black,Northeast,0,1,1,0
0,22,Blond,Southwest,0,0,1,0
0,21,Blond,Northeast,0,0,0,1
0,21,Blond,Southwest,0,0,1,0
0,50,Blond,Northeast,0,1,1,1
0,47,Brown,Southwest,1,0,1,0
0,45,Brown,Southwest,0,1,1,1
0,51,Brown,Northwest,0,1,0,0
0,35,Blond,Northwest,0,1,0,0
0,27,Brown,Southeast,0,0,0,0
0,40,Blond,Northeast,1,0,1,1
0,27,Brown,Northwest,0,1,0,1
0,51,Brown,Southwest,1,0,1,1
0,50,Blond,Northwest,0,1,0,0
0,27,Blond,Northeast,0,1,0,0
0,42,Brown,Southeast,1,1,0,1
0,31,Blond,Northeast,0,1,0,0
0,36,Black,Southeast,0,1,0,0
0,54,Blond,Southwest,0,0,0,1
0,24,Brown,Southwest,1,1,0,1
0,58,Brown,Southeast,0,1,1,1
0,58,Blond,Southwest,0,1,0,0
0,21,Brown,Southwest,0,0,0,0
0,49,Brown,Northwest,0,1,0,1
0,29,Blond,Southwest,1,0,0,1
0,59,Black,Northeast,1,0,0,1
0,30,Blond,Northeast,1,1,0,1
0,41,Black,Northwest,1,1,0,1
0,23,Red,Northeast,1,0,0,1
0,25,Blond,Northeast,0,0,0,1
0,32,Brown,Southwest,1,0,0,1
0,37,Brown,Southwest,0,0,0,0
0,29,Brown,Northeast,0,0,0,0
0,31,Blond,Southwest,0,1,0,0
0,34,Red,Northwest,1,0,1,1
0,47,Black,Northwest,1,0,0,1
0,42,Red,Northwest,0,0,1,0
0,43,Brown,Northeast,1,1,0,1
0,22,Blond,Northeast,1,0,0,0
0,29,Blond,Northwest,0,0,1,1
0,41,Brown,Northeast,0,1,0,0
0,58,Brown,Southwest,0,1,0,1
0,54,Brown,Southeast,0,1,0,1
0,39,Blond,Southeast,1,0,0,0
0,35,Blond,Southwest,0,1,0,1
0,47,Brown,Northeast,1,1,0,0
0,60,Brown,Northwest,1,1,1,1
0,32,Blond,Northeast,1,1,0,1
0,42,Red,Northeast,1,0,1,1
0,46,Brown,Southwest,0,0,0,1
0,37,Brown,Northeast,0,1,0,1
0,59,Red,Southeast,1,0,0,1
0,28,Brown,Southeast,0,0,0,0
0,32,Brown,Southwest,1,0,0,1
0,56,Blond,Southeast,1,1,1,1
0,54,Blond,Northeast,0,0,0,1
0,45,Brown,Southeast,1,1,0,0
0,38,Blond,Northeast,0,0,0,1
0,35,Blond,Southwest,0,0,1,1
0,48,Brown,Southeast,1,0,0,1
0,50,Black,Southeast,1,1,1,0
0,29,Brown,Southwest,1,0,0,1
0,38,Blond,Southwest,0,0,0,1
0,57,Brown,Southeast,0,1,0,1
0,32,Black,Northeast,1,1,1,1
0,24,Blond,Northeast,0,0,1,1
0,36,Red,Northeast,0,1,1,1
0,30,Blond,Southwest,0,0,0,1
0,46,Black,Northwest,0,1,1,1
0,29,Brown,Northwest,0,0,1,0
0,37,Blond,Northwest,0,0,0,0
0,29,Blond,Northeast,0,0,0,1
0,22,Blond,Southwest,0,0,1,1
0,45,Blond,Southwest,0,0,0,1
0,27,Brown,Northwest,1,0,1,1
0,33,Brown,Northeast,1,1,0,1
0,43,Brown,Northeast,0,1,0,1
0,33,Red,Northeast,0,1,1,1
0,24,Brown,Northeast,0,1,0,1
0,52,Black,Southwest,1,1,0,1
0,34,Brown,Southwest,1,0,1,1
0,25,Black,Southwest,1,0,0,0
0,39,Black,Northeast,0,1,0,1
0,41,Brown,Northeast,0,1,0,0
0,23,Black,Southwest,0,1,0,1
0,25,Blond,Southeast,0,1,0,1
0,48,Brown,Northeast,1,0,1,1
0,42,Brown,Northwest,1,0,0,1
0,46,Blond,Northeast,0,1,0,1
0,32,Blond,Southwest,0,0,1,1
0,51,Blond,Northeast,0,0,1,1
0,54,Brown,Southwest,0,0,1,0
0,49,Black,Southwest,0,0,0,0
0,45,Blond,Southeast,0,0,1,1
0,39,Brown,Southwest,1,1,0,1
0,43,Blond,Northeast,0,1,1,0
0,31,Black,Southeast,0,1,0,1
0,48,Black,Southwest,0,0,0,1
0,49,Blond,Southeast,0,1,0,1
0,26,Brown,Northeast,0,0,0,1
0,51,Black,Northeast,0,1,0,1
0,24,Brown,Northeast,0,1,1,1
0,28,Black,Southwest,0,1,1,1
0,36,Brown,Southwest,0,1,1,0
0,30,Blond,Southeast,0,0,0,1
0,45,Blond,Northeast,0,1,0,0
0,49,Brown,Northeast,0,0,1,1
0,35,Red,Southwest,1,0,0,1
0,33,Blond,Northwest,0,1,1,1
0,29,Black,Southeast,1,1,0,1
0,31,Black,Southwest,0,0,0,1
0,40,Black,Northwest,0,1,0,1
0,31,Brown,Northeast,0,0,1,0
0,44,Blond,Southwest,0,0,1,1
0,52,Blond,Northeast,1,0,1,1
0,26,Black,Northeast,0,1,0,0
1,35,Blond,Southwest,0,1,1,1
0,37,Blond,Northeast,1,0,1,1
0,37,Red,Northeast,0,1,1,0
0,35,Brown,Southeast,1,0,0,0
0,38,Blond,Northeast,1,0,0,0
0,42,Brown,Southwest,0,1,0,1
0,28,Brown,Southwest,0,0,0,0
1,37,Blond,Southwest,0,1,1,1
0,37,Brown,Southeast,0,0,0,1
0,54,Black,Northeast,0,1,1,0
0,24,Brown,Southwest,1,0,0,1
0,35,Blond,Northwest,0,0,0,1
0,45,Blond,Northwest,0,0,0,1
0,32,Black,Northwest,0,0,0,1
0,22,Red,Northwest,0,0,0,1
0,52,Red,Southwest,0,0,0,0
0,36,Blond,Northeast,0,1,0,0
0,21,Blond,Northeast,0,0,0,1
0,55,Brown,Southeast,0,1,0,1
0,60,Brown,Northwest,1,1,1,0
0,36,Brown,Southeast,0,1,0,1
0,26,Blond,Northeast,0,0,1,1
0,36,Blond,Northwest,0,0,0,1
0,52,Brown,Southeast,1,0,1,1
0,31,Red,Southeast,0,0,0,1
0,43,Blond,Southwest,1,0,0,1
0,39,Blond,Southwest,1,0,0,1
0,46,Brown,Northeast,1,0,0,1
0,37,Black,Southeast,0,1,0,1
0,47,Black,Southwest,1,0,0,1
0,60,Brown,Southeast,0,0,0,1
0,21,Brown,Southwest,1,1,1,0
0,51,Blond,Southwest,1,0,0,1
0,35,Blond,Southeast,1,0,0,1
0,54,Black,Southwest,0,0,0,1
0,23,Blond,Northeast,1,1,1,1
0,51,Black,Southwest,1,1,1,1
0,28,Blond,Northwest,0,0,1,1
0,56,Blond,Northwest,0,1,0,1
0,49,Blond,Southwest,0,0,1,0
0,54,Brown,Southeast,1,0,0,1
0,21,Blond,Northeast,0,0,1,0
0,40,Blond,Southwest,0,0,0,1
0,56,Brown,Southwest,0,0,0,0
0,51,Brown,Northwest,0,0,0,1
0,52,Blond,Northeast,1,0,1,1
0,30,Black,Northeast,0,0,0,0
0,24,Brown,Northwest,1,0,0,0
0,52,Blond,Northeast,1,1,0,1
0,43,Brown,Southwest,1,1,0,1
0,53,Blond,Southeast,0,1,1,1
0,52,Blond,Southwest,1,1,1,1
0,56,Blond,Northwest,0,0,0,0
0,41,Brown,Northeast,1,1,0,1
0,36,Brown,Southeast,0,1,0,1
0,52,Blond,Northwest,0,1,1,0
0,39,Brown,Northeast,0,0,0,0
0,28,Black,Northwest,0,0,1,0
0,51,Blond,Southeast,1,0,1,0
0,36,Brown,Southeast,0,0,0,1
0,32,Blond,Northeast,0,1,0,1
0,40,Blond,Northwest,0,0,0,1
0,49,Blond,Northwest,0,0,0,1
0,24,Blond,Northeast,0,1,0,1
0,41,Brown,Northeast,0,1,0,1
0,46,Black,Northwest,0,1,0,0
0,35,Blond,Southwest,0,0,0,0
0,33,Blond,Northwest,0,0,1,1
0,34,Black,Northwest,0,1,0,1
0,43,Blond,Southeast,0,1,1,1
0,43,Black,Northeast,0,0,1,1
0,23,Brown,Northwest,1,0,1,0
0,47,Brown,Northeast,0,0,0,0
0,49,Blond,Northeast,1,0,1,1
0,36,Blond,Northeast,0,1,0,1
0,27,Black,Northwest,0,0,1,1
0,43,Blond,Southeast,0,1,1,1
0,39,Black,Northeast,0,1,0,0
0,45,Brown,Southwest,1,0,1,1
0,33,Brown,Southwest,1,0,0,1
0,48,Blond,Southwest,0,0,0,1
0,47,Blond,Southeast,1,1,0,1
0,24,Brown,Southeast,0,0,0,1
0,59,Red,Southwest,0,0,1,0
0,23,Brown,Northeast,0,1,1,0
0,42,Brown,Southwest,0,1,0,0
0,49,Brown,Northwest,0,1,1,1
0,49,Brown,Southeast,0,1,1,0
0,45,Brown,Northeast,0,1,1,0
0,46,Brown,Northwest,1,0,0,1
0,32,Black,Northwest,0,1,0,0
0,31,Blond,Southeast,1,0,0,1
0,46,Brown,Southwest,0,0,0,1
0,44,Blond,Northwest,1,0,0,1
0,29,Blond,Northwest,0,0,0,1
0,53,Blond,Northeast,0,1,0,1
0,54,Brown,Southeast,0,0,1,1
0,60,Brown,Northwest,0,1,1,1
0,58,Blond,Northeast,0,0,0,0
0,57,Black,Southeast,0,0,0,1
0,52,Black,Southeast,1,0,0,1
0,25,Black,Southwest,0,0,0,1
0,60,Brown,Northeast,0,1,0,0
0,27,Brown,Southwest,0,0,0,1
0,59,Blond,Northeast,0,1,0,1
0,57,Blond,Southwest,1,0,0,1
0,25,Brown,Southwest,0,0,0,1
0,52,Blond,Northeast,0,0,0,1
0,43,Brown,Northeast,0,0,0,0
0,60,Brown,Northwest,0,1,0,1
0,22,Brown,Southeast,0,0,0,1
0,28,Blond,Southwest,0,1,0,1
0,51,Blond,Southeast,0,0,0,1
0,54,Blond,Northeast,1,1,0,1
0,29,Brown,Northwest,0,1,1,1
0,50,Brown,Northwest,0,0,1,1
0,43,Brown,Northwest,0,1,0,1
0,56,Blond,Southwest,0,1,0,1
1,49,Brown,Southwest,0,1,0,0
0,53,Black,Northwest,0,1,1,1
0,37,Brown,Southwest,0,1,0,0
0,35,Brown,Southwest,0,1,0,1
0,50,Brown,Northwest,0,0,1,1
0,55,Brown,Southeast,1,0,0,0
0,23,Blond,Northeast,0,1,0,1
0,50,Blond,Northwest,0,1,0,0
0,41,Black,Northwest,0,1,0,1
0,46,Black,Northwest,1,0,0,1
0,54,Black,Southeast,0,0,1,1
0,53,Brown,Southwest,1,1,1,1
0,57,Brown,Southeast,1,0,1,1
0,31,Red,Northeast,0,0,0,0
0,49,Black,Northeast,0,0,0,0
0,41,Brown,Northwest,1,0,0,1
0,26,Black,Southwest,1,0,0,1
0,28,Brown,Southeast,1,0,0,1
0,58,Blond,Northeast,0,0,0,1
0,51,Black,Northeast,0,1,0,1
0,54,Brown,Northeast,0,1,0,0
0,27,Brown,Northwest,0,1,0,1
0,39,Brown,Southwest,0,1,0,1
0,40,Brown,Southeast,0,0,1,1
0,58,Blond,Northwest,1,1,1,1
0,49,Brown,Northeast,0,0,0,1
0,28,Blond,Northwest,1,0,0,0
0,55,Brown,Southeast,0,1,0,1
0,36,Brown,Southeast,1,0,1,1
0,36,Blond,Southeast,0,0,0,1
0,56,Brown,Northwest,1,0,0,0
0,41,Blond,Southeast,1,0,0,1
0,38,Blond,Southeast,0,1,0,1
0,42,Blond,Northeast,1,0,1,0
0,55,Black,Northeast,0,1,0,1
0,23,Black,Northwest,1,0,1,0
0,39,Blond,Southwest,0,0,1,0
0,33,Brown,Northwest,0,1,0,1
0,60,Blond,Northwest,0,1,0,1
0,49,Blond,Southwest,1,1,0,1
0,27,Red,Southeast,1,1,0,1
0,59,Blond,Southwest,0,0,0,1
0,55,Brown,Northwest,0,1,0,0
0,26,Blond,Northwest,0,0,0,0
0,58,Blond,Northeast,0,1,0,0
0,41,Brown,Northeast,0,1,0,1
0,45,Brown,Northwest,0,0,0,1
0,52,Black,Northwest,0,0,1,1
0,55,Black,Southwest,0,0,0,1
0,37,Brown,Southeast,0,1,0,1
0,29,Blond,Northwest,0,0,1,0
0,49,Brown,Southeast,0,1,0,0
0,22,Brown,Southeast,1,1,0,0
0,48,Blond,Northeast,0,1,0,1
0,22,Blond,Southeast,0,1,0,1
0,59,Blond,Southwest,0,0,0,1
0,28,Blond,Southwest,1,1,0,1
0,29,Brown,Southwest,0,1,1,1
0,22,Blond,Southeast,1,1,0,1
0,51,Brown,Northeast,0,1,1,0
0,53,Blond,Northwest,1,1,0,0
0,40,Brown,Northwest,1,0,0,0
0,30,Blond,Southeast,0,0,0,1
0,36,Black,Northwest,0,0,0,0
0,50,Blond,Northwest,1,1,1,1
0,38,Brown,Northeast,0,1,0,1
0,30,Blond,Northwest,0,1,1,0
0,49,Brown,Southwest,1,0,1,1
0,46,Black,Northeast,0,0,0,1
0,32,Brown,Northwest,0,1,0,1
0,35,Brown,Northwest,1,0,0,1
0,56,Black,Northeast,0,0,0,1
0,27,Red,Southeast,0,1,0,1
0,43,Blond,Northwest,0,0,0,1
0,31,Brown,Northwest,0,0,1,1
0,50,Black,Northwest,0,1,1,0
0,22,Blond,Southwest,1,0,1,1
0,22,Blond,Northwest,0,1,0,1
0,24,Blond,Southwest,1,1,0,0
0,25,Brown,Southwest,0,0,1,0
0,31,Blond,Southwest,0,1,0,1
0,45,Brown,Southwest,1,1,0,1
0,50,Red,Northwest,0,1,0,0
0,60,Brown,Northeast,0,1,0,1
0,21,Brown,Northwest,0,0,0,1
0,43,Blond,Southwest,0,1,1,1
0,56,Red,Southeast,1,0,1,1
1,53,Blond,Southwest,0,0,0,1
0,56,Brown,Northeast,0,0,0,1
0,59,Brown,Southeast,0,1,0,1
0,39,Blond,Northwest,0,0,1,1
0,56,Brown,Southwest,0,1,0,0
0,54,Blond,Northwest,0,1,1,1
0,34,Blond,Northwest,0,1,1,1
0,42,Blond,Northeast,0,0,0,0
0,55,Black,Southeast,0,1,0,1
0,35,Blond,Southeast,0,1,1,1
0,55,Blond,Northeast,1,1,0,1
0,50,Brown,Southeast,0,1,0,1
0,26,Blond,Northwest,1,0,1,0
0,22,Brown,Southeast,1,1,0,1
0,49,Blond,Southwest,1,0,1,1
0,48,Blond,Southeast,0,1,0,1
0,41,Brown,Northeast,1,1,0,1
0,59,Brown,Southwest,1,1,0,0
0,31,Blond,Southeast,0,1,0,0
0,46,Black,Southwest,1,0,1,1
0,44,Brown,Northeast,0,0,0,0
0,55,Blond,Southeast,1,0,1,1
0,36,Brown,Southeast,1,0,0,1
0,52,Red,Southwest,0,0,0,1
0,53,Brown,Southwest,1,0,0,1
0,32,Brown,Southeast,0,1,1,1
0,25,Blond,Southeast,0,1,1,1
0,32,Red,Southeast,0,0,1,0
0,54,Brown,Southwest,0,0,1,1
0,51,Brown,Northwest,0,1,0,1
0,45,Brown,Southwest,1,1,0,1
0,21,Black,Northeast,0,1,0,1
0,58,Brown,Northeast,0,1,1,1
0,39,Blond,Southwest,0,0,0,1
0,58,Blond,Southwest,0,1,0,0
0,43,Black,Southwest,1,0,0,1
0,47,Blond,Northwest,1,0,1,1
0,31,Red,Southeast,0,1,1,0
0,30,Blond,Northwest,0,0,1,0
0,28,Brown,Southwest,0,1,0,1
0,24,Blond,Southwest,0,0,0,1
0,34,Brown,Northeast,0,0,0,1
0,46,Brown,Southwest,0,0,0,0
0,34,Red,Southeast,0,0,0,1
0,21,Black,Northeast,0,1,0,0
0,58,Black,Southwest,0,1,1,1
0,34,Brown,Northeast,0,0,0,0
0,50,Brown,Northwest,0,1,0,1
0,22,Brown,Northwest,1,0,0,1
0,23,Brown,Northeast,1,0,0,1
0,42,Blond,Northwest,0,0,1,0
0,34,Black,Southwest,0,1,0,1
0,49,Brown,Southeast,0,1,0,1
0,26,Brown,Southwest,0,1,0,0
0,32,Black,Southeast,1,0,0,1
0,39,Blond,Northwest,1,1,0,1
0,22,Brown,Southwest,1,1,0,1
0,54,Brown,Northeast,0,1,0,1
0,49,Black,Southwest,1,1,0,1
0,50,Black,Northwest,0,0,1,0
0,57,Brown,Southeast,1,0,0,0
0,39,Blond,Northeast,1,0,0,1
0,31,Black,Southwest,0,1,0,1
0,44,Brown,Southwest,0,0,1,1
0,54,Brown,Southwest,1,0,0,1
0,22,Brown,Northwest,0,1,0,1
0,29,Brown,Northeast,0,1,0,1
0,57,Brown,Northwest,0,0,1,1
0,25,Red,Northwest,0,1,1,0
0,58,Brown,Northwest,1,0,1,0
0,44,Brown,Southeast,0,1,0,1
0,49,Brown,Southeast,0,0,1,1
0,46,Brown,Northeast,0,1,1,1
0,27,Brown,Southwest,0,0,0,1
0,49,Blond,Northwest,0,0,0,0
0,31,Blond,Northwest,1,0,0,1
0,25,Brown,Southwest,0,1,0,1
0,59,Brown,Northeast,1,0,0,1
0,50,Blond,Southeast,0,0,0,1
0,50,Blond,Southeast,0,0,1,1
0,58,Blond,Northwest,0,1,0,0
0,45,Brown,Southeast,0,1,0,1
0,27,Brown,Southeast,0,0,0,0
0,58,Blond,Southwest,0,0,1,1
0,42,Black,Northeast,0,1,1,1
0,48,Black,Northeast,0,1,0,1
0,47,Brown,Southeast,1,0,1,1
0,31,Brown,Southeast,0,1,0,0
0,34,Brown,Northeast,1,1,0,1
0,47,Blond,Southeast,1,0,1,1
0,49,Blond,Northwest,1,0,0,0
0,34,Brown,Southwest,0,1,1,1
0,23,Black,Southeast,0,1,1,1
0,60,Brown,Northwest,1,1,0,1
0,28,Red,Southeast,0,1,0,1
0,58,Black,Southwest,0,0,1,1
0,54,Brown,Southwest,1,1,0,1
0,28,Blond,Northwest,1,0,0,1
0,22,Blond,Southwest,0,0,0,1
0,53,Brown,Northwest,0,1,1,0
0,21,Red,Southeast,1,0,1,1
0,57,Brown,Northwest,0,0,1,0
0,29,Brown,Southwest,0,0,0,1
0,33,Red,Northwest,0,0,0,1
0,38,Brown,Southeast,0,0,1,0
0,31,Blond,Northwest,0,0,0,1
0,21,Brown,Southwest,0,0,1,1
0,21,Blond,Southwest,0,0,0,1
0,35,Blond,Northwest,0,0,0,1
0,25,Black,Northeast,0,0,0,0
0,55,Black,Northeast,0,1,0,1
0,51,Brown,Northeast,0,0,1,1
0,35,Blond,Northwest,0,0,0,0
0,33,Black,Northwest,0,0,1,1
0,49,Black,Northeast,0,1,1,1
0,27,Blond,Southeast,1,0,0,1
0,38,Blond,Northwest,0,1,1,0
0,47,Black,Northeast,0,1,1,0
0,48,Red,Southwest,0,0,1,1
0,39,Blond,Southwest,1,0,0,1
0,59,Blond,Northwest,1,0,0,0
0,35,Black,Northwest,1,1,0,1
0,27,Red,Southwest,0,1,1,1
0,46,Blond,Southwest,1,1,0,1
0,60,Blond,Northeast,1,0,1,1
0,31,Brown,Northeast,0,1,1,1
0,38,Brown,Southwest,1,0,1,1
0,59,Blond,Southeast,0,0,0,1
0,25,Blond,Northeast,0,0,0,1
0,41,Brown,Northwest,0,1,0,1
0,46,Blond,Northwest,0,0,0,0
0,57,Blond,Northeast,0,1,1,0
0,30,Brown,Northeast,0,1,0,1
0,37,Blond,Southwest,0,0,0,1
0,42,Blond,Northwest,1,0,0,1
0,60,Black,Northeast,0,1,0,1
0,55,Blond,Southeast,0,1,0,1
0,60,Black,Southwest,0,1,1,1
0,36,Brown,Southeast,1,1,0,1
0,44,Red,Southeast,0,0,1,1
0,49,Blond,Southwest,0,1,0,1
0,59,Blond,Southeast,0,0,1,1
0,40,Brown,Northwest,1,1,0,1
0,24,Blond,Northwest,1,0,0,1
0,35,Blond,Southwest,0,1,0,1
0,36,Black,Northwest,1,1,1,0
0,36,Blond,Northwest,0,0,0,0
0,59,Blond,Southeast,0,1,0,0
0,29,Black,Southwest,1,0,1,1
0,45,Red,Northwest,0,0,1,0
0,40,Blond,Northwest,0,0,0,0
0,42,Black,Northeast,0,1,0,1
0,28,Blond,Northeast,0,0,0,1
0,30,Brown,Northeast,1,1,0,0
0,37,Red,Southwest,1,0,1,0
0,50,Brown,Northwest,0,0,0,1
0,56,Brown,Northwest,0,1,0,1
0,51,Brown,Northeast,0,1,0,1
0,30,Blond,Northeast,1,1,1,1
0,57,Blond,Southeast,1,0,1,1
0,45,Blond,Southwest,1,1,0,1
0,50,Blond,Northeast,1,0,0,1
0,22,Red,Northeast,1,1,1,0
0,37,Blond,Northeast,1,1,1,1
0,44,Brown,Southwest,0,1,1,1
0,23,Brown,Southeast,1,0,0,1
0,55,Red,Northwest,1,0,0,0
0,23,Black,Northeast,0,0,0,1
0,37,Blond,Northeast,0,1,0,1
0,53,Brown,Southeast,0,1,0,0
0,60,Brown,Northeast,0,1,0,0
0,29,Black,Southeast,0,0,1,1
0,47,Brown,Southeast,0,1,0,1
0,26,Brown,Southwest,0,0,0,1
0,30,Blond,Southwest,0,0,0,1
0,30,Blond,Southwest,0,0,1,1
0,49,Blond,Northwest,0,0,0,1
0,57,Blond,Southwest,0,0,0,1
0,58,Blond,Southeast,1,0,0,1
0,27,Blond,Southeast,1,1,1,1
0,45,Blond,Northwest,0,1,1,1
0,47,Black,Northwest,0,0,1,1
0,56,Blond,Northwest,1,0,0,0
0,22,Brown,Southwest,0,0,1,0
0,30,Blond,Northwest,0,1,0,0
0,32,Brown,Southwest,0,0,0,1
0,54,Red,Southeast,0,1,0,0
0,33,Brown,Northwest,0,0,0,1
0,30,Brown,Southeast,0,1,0,1
0,35,Brown,Southwest,0,1,1,1
0,22,Brown,Southeast,1,1,0,1
0,35,Brown,Northeast,1,0,0,1
