date,configuration,customer_postcode,store_postcode,retail_price,screen_size_in_inches,battery_life_in_hours,ram_in_gb,processor_speeds_in_ghz,integrated_wireless?,hd_size_in_gb,bundled_applications?,OS X Customer,OS Y Customer,OS X Store,OS Y Store,customer_store_distance
1/6/2008 19:33,149,N1 0PN,E2 0RY,450,15,5,1,1.5,Yes,120,Yes,531523,183469,535652,182961,4160.13281
1/6/2008 19:47,156,E14 0BB,SE8 3JD,360,15,5,1,1.5,No,80,No,538189,180731,537175,177885,3021.243453
1/6/2008 19:51,156,E1 4XG,SE1 2BN,360,15,5,1,1.5,No,80,No,535214,182051,534057,179682,2636.438886
1/6/2008 20:06,72,EC2M 7NX,SE1 2BN,515,15,4,2,2.0,Yes,300,No,533076,181583,534057,179682,2139.196578
1/6/2008 20:12,205,SE10 8RT,E2 0RY,480,15,5,2,1.5,No,120,Yes,538307,177164,535652,182961,6376.067283
1/6/2008 20:13,364,W1H 4LQ,SW1V 4QQ,515,15,6,2,2.0,No,80,No,527356,181537,528924,178440,3471.315745
1/6/2008 20:19,202,N5 2LL,N17 6QA,370,15,5,2,1.5,No,40,No,531921,186234,533788,189994,4198.010124
1/6/2008 20:20,151,WC1X 9NB,NW5 2QH,510,15,5,1,1.5,Yes,300,Yes,530646,182751,529248,185213,2831.227296
1/6/2008 20:32,21,E1 0ND,E2 0RY,455,15,4,1,2.0,Yes,120,Yes,536058,181238,535652,182961,1770.187843
1/6/2008 20:37,301,E13 9AR,SE8 3JD,510,15,6,1,1.5,No,120,Yes,541238,183958,537175,177885,7306.798068
1/6/2008 20:49,53,SW1H 9BP,SE1 2BN,480,15,4,2,1.5,Yes,120,Yes,529771,179582,534057,179682,4287.16643
1/6/2008 20:51,158,SW1A 2DD,SW1V 4QQ,380,15,5,1,1.5,No,120,No,530075,180339,528924,178440,2220.585959
1/6/2008 20:53,340,W1T 2EQ,SW1P 3AU,510,15,6,2,1.5,Yes,80,No,529603,181702,529902,179641,2082.575809
1/6/2008 20:56,49,EC4R 9AY,SW1P 3AU,420,15,4,2,1.5,Yes,40,Yes,532984,180906,529902,179641,3331.508517
1/6/2008 21:08,318,EC1A 9JU,SW1P 3AU,485,15,6,1,2.0,No,120,No,531775,181646,529902,179641,2743.748166
1/6/2008 21:13,195,E1 6LZ,E2 0RY,480,15,5,2,1.5,Yes,80,Yes,533711,181868,535652,182961,2227.583893
1/6/2008 21:15,211,E2 9BU,E2 0RY,505,15,5,2,2.0,Yes,80,Yes,534828,183400,535652,182961,933.6471496
1/6/2008 21:17,304,E1W 2PN,SE1 2BN,520,15,6,1,1.5,No,300,No,534601,180050,534057,179682,656.7800241
1/6/2008 21:36,213,EC1V 4JP,NW5 2QH,525,15,5,2,2.0,Yes,120,Yes,531634,182177,529248,185213,3861.384726
1/6/2008 21:55,295,SW1A 2DD,SW1V 4QQ,590,15,6,1,1.5,Yes,300,Yes,530075,180339,528924,178440,2220.585959
1/6/2008 21:58,348,SE23 1JB,CR7 8LE,490,15,6,2,1.5,No,80,No,536658,173336,532714,168302,6395.020876
1/6/2008 22:00,72,E15 4PT,E7 8NW,515,15,4,2,2.0,Yes,300,No,539195,183977,541428,184515,2296.896384
1/6/2008 22:14,361,W1S 2AT,NW5 2QH,525,15,6,2,2.0,No,40,Yes,529001,180921,529248,185213,4299.101418
1/6/2008 22:14,70,EC3R 8BU,SW1P 3AU,455,15,4,2,2.0,Yes,120,No,533055,180692,529902,179641,3323.553821
1/6/2008 22:15,339,W1U 5JN,SW1V 4QQ,560,15,6,2,1.5,Yes,80,Yes,528304,181907,528924,178440,3522.00071
1/6/2008 22:22,347,SW1X 8HT,W10 6HQ,540,15,6,2,1.5,No,80,Yes,528125,179306,524190,181567,4538.319733
1/6/2008 22:35,345,SE1 9UD,SE1 2BN,500,15,6,2,1.5,No,40,Yes,531618,180538,534057,179682,2584.851446
1/6/2008 22:41,308,EC3A 7BH,SW1P 3AU,485,15,6,1,2.0,Yes,80,No,533247,181385,529902,179641,3772.341581
1/6/2008 22:46,292,WC2H 8LE,SW1V 4QQ,460,15,6,1,1.5,Yes,80,No,530012,181278,528924,178440,3039.405863
1/6/2008 22:49,198,SE24 0JT,SW1V 4QQ,450,15,5,2,1.5,Yes,120,No,531932,174371,528924,178440,5060.121046
1/6/2008 22:55,292,N1 6EB,E2 0RY,460,15,6,1,1.5,Yes,80,No,532902,182695,535652,182961,2762.834776
1/6/2008 22:58,341,SE15 3QQ,SW1P 3AU,580,15,6,2,1.5,Yes,120,Yes,534883,175819,529902,179641,6278.37917
1/6/2008 23:00,152,WC2H 9NY,SE1 2BN,460,15,5,1,1.5,Yes,300,No,530045,180918,534057,179682,4198.07575
1/6/2008 23:05,299,EC1N 8QS,NW5 2QH,490,15,6,1,1.5,No,80,Yes,531451,181830,529248,185213,4037.065518
1/6/2008 23:10,351,WC2H 9EP,SE1 2BN,620,15,6,2,1.5,No,300,Yes,530046,181032,534057,179682,4232.094162
1/6/2008 23:27,21,SW4 7EX,SW12 9HD,455,15,4,1,2.0,Yes,120,Yes,529925,175086,528739,173080,2330.371644
1/6/2008 23:31,357,SW19 4RQ,SW12 9HD,605,15,6,2,2.0,Yes,120,Yes,523309,170629,528739,173080,5957.541523
1/6/2008 23:34,167,TW10 6RN,SW18 1NN,535,15,5,1,2.0,Yes,300,Yes,518337,173960,525155,175180,6926.292226
1/6/2008 23:35,351,W2 5AH,W10 6HQ,620,15,6,2,1.5,No,300,Yes,525371,181147,524190,181567,1253.459612
1/6/2008 23:39,312,TW1 3AW,W4 3PH,565,15,6,1,2.0,Yes,300,No,516617,173615,519585,177640,5000.964807
1/6/2008 23:40,308,E14 8BP,SE1 2BN,485,15,6,1,2.0,Yes,80,No,536620,180692,534057,179682,2754.826492
1/6/2008 23:41,64,SE1 0LH,SW1P 3AU,470,15,4,2,1.5,No,300,No,531942,180037,529902,179641,2078.079883
1/6/2008 23:41,23,N7 6PN,N17 6QA,515,15,4,1,2.0,Yes,300,Yes,530640,185871,533788,189994,5187.391734
1/6/2008 23:47,25,N5 2NN,E2 0RY,375,15,4,1,2.0,No,40,Yes,532488,185096,535652,182961,3816.951794
1/6/2008 23:49,347,EC4V 6AA,SE1 2BN,540,15,6,2,1.5,No,80,Yes,531615,181136,534057,179682,2842.09078
1/6/2008 23:54,315,W1P 9LG,SW1V 4QQ,515,15,6,1,2.0,No,80,Yes,529425,182049,528924,178440,3643.608376
1/6/2008 23:57,346,NW3 7HE,W10 6HQ,450,15,6,2,1.5,No,40,No,526009,187031,524190,181567,5758.824272
1/7/2008 0:04,168,SE26 4QB,SW12 9HD,485,15,5,1,2.0,Yes,300,No,535310,171554,528739,173080,6745.86666
1/7/2008 0:06,307,SE8 4RT,SE1 2BN,535,15,6,1,2.0,Yes,80,Yes,537213,177174,534057,179682,4031.178488
1/7/2008 0:09,219,SE1 8HA,SW1P 3AU,485,15,5,2,2.0,No,80,Yes,531615,179949,529902,179641,1740.46919
1/7/2008 0:13,362,N1 9AP,SW1P 3AU,475,15,6,2,2.0,No,40,No,530270,183166,529902,179641,3544.157022
1/7/2008 0:15,224,SE25 6EA,SE8 3JD,515,15,5,2,2.0,No,300,No,533938,168354,537175,177885,10065.69074
1/7/2008 0:18,293,EC2A 2ER,SW1P 3AU,530,15,6,1,1.5,Yes,120,Yes,532961,181912,529902,179641,3809.845404
1/7/2008 0:25,347,W1J 6PT,SW1P 3AU,540,15,6,2,1.5,No,80,Yes,528907,180727,529902,179641,1472.895448
1/7/2008 0:49,213,KT2 6LQ,KT2 5AU,525,15,5,2,2.0,Yes,120,Yes,518659,169663,517917,170243,941.7876618
1/7/2008 0:53,350,EC3R 8BU,E2 0RY,510,15,6,2,1.5,No,120,No,533055,180692,535652,182961,3448.589567
1/7/2008 1:11,51,KT1 2UW,SW18 1NN,460,15,4,2,1.5,Yes,80,Yes,518648,169011,525155,175180,8966.471435
1/7/2008 1:14,291,EC3M 7HR,E2 0RY,510,15,6,1,1.5,Yes,80,Yes,533096,180975,535652,182961,3236.870711
1/7/2008 1:20,215,EC1A 9PT,SE1 2BN,585,15,5,2,2.0,Yes,300,Yes,531732,181700,534057,179682,3078.627779
1/7/2008 1:23,156,WC2E 7BN,SW1V 4QQ,360,15,5,1,1.5,No,80,No,530473,180945,528924,178440,2945.237851
1/7/2008 1:30,299,SE7 8SU,SE8 3JD,490,15,6,1,1.5,No,80,Yes,541149,178482,537175,177885,4018.592415
1/7/2008 1:30,167,SE19 1RX,SW12 9HD,535,15,5,1,2.0,Yes,300,Yes,533506,170705,528739,173080,5325.872135
1/7/2008 1:55,315,WC1H 0JZ,NW5 2QH,515,15,6,1,2.0,No,80,Yes,530026,182144,529248,185213,3166.077226
1/7/2008 1:56,62,CR0 1NA,SW18 1NN,410,15,4,2,1.5,No,120,No,532306,165280,525155,175180,12212.56734
1/7/2008 2:02,167,WC1H 9DW,NW5 2QH,535,15,5,1,2.0,Yes,300,Yes,530184,182764,529248,185213,2621.773636
1/7/2008 2:07,66,SE16 2HB,SE8 3JD,395,15,4,2,2.0,Yes,40,No,534742,178789,537175,177885,2595.516326
1/7/2008 2:08,202,WC2B 5TB,SW1P 3AU,370,15,5,2,1.5,No,40,No,530455,181187,529902,179641,1641.927221
1/7/2008 2:11,354,N16 0LA,E2 0RY,495,15,6,2,2.0,Yes,40,No,533246,186570,535652,182961,4337.478184
1/7/2008 2:43,11,W1T 1NQ,SW1V 4QQ,390,15,4,1,1.5,No,80,Yes,529475,181563,528924,178440,3171.234775
1/7/2008 3:07,152,SE27 9QY,SE8 3JD,460,15,5,1,1.5,Yes,300,No,533035,171570,537175,177885,7551.081048
1/7/2008 3:13,159,SE15 3NX,SE1 2BN,490,15,5,1,1.5,No,300,Yes,534483,175739,534057,179682,3965.945663
1/7/2008 3:15,173,E2 0EA,E2 0RY,455,15,5,1,2.0,No,120,Yes,534817,182689,535652,182961,878.1850602
1/7/2008 3:35,297,SE14 6TJ,SE8 3JD,450,15,6,1,1.5,No,40,Yes,537118,176948,537175,177885,938.7321237
1/7/2008 3:41,16,E6 1LA,SE8 3JD,420,15,4,1,1.5,No,300,No,542477,183565,537175,177885,7770.045302
1/7/2008 3:46,219,W1D 3SU,NW5 2QH,485,15,5,2,2.0,No,80,Yes,529614,181198,529248,185213,4031.64743
1/7/2008 3:48,298,SE1 2TF,SW1P 3AU,400,15,6,1,1.5,No,40,No,533102,180143,529902,179641,3239.136305
1/7/2008 3:48,208,SE17 2SB,SW1V 4QQ,490,15,5,2,1.5,No,300,No,532650,178446,528924,178440,3726.004831
1/7/2008 3:50,292,W1W 6DS,SW1V 4QQ,460,15,6,1,1.5,Yes,80,No,529126,181692,528924,178440,3258.267638
1/7/2008 3:52,3,E3 5SN,SE8 3JD,410,15,4,1,1.5,Yes,80,Yes,535902,183266,537175,177885,5529.528913
1/7/2008 3:56,8,W1T 1TA,NW5 2QH,440,15,4,1,1.5,Yes,300,No,529444,181683,529248,185213,3535.437172
1/7/2008 4:04,352,SW1V 3AS,SE1 2BN,570,15,6,2,1.5,No,300,No,529618,178286,534057,179682,4653.336115
1/7/2008 4:11,80,W1W 7JB,SW1V 4QQ,495,15,4,2,2.0,No,300,No,529107,181473,528924,178440,3038.515756
1/7/2008 4:18,342,SE1 2LX,E2 0RY,530,15,6,2,1.5,Yes,120,No,533720,180029,535652,182961,3511.302892
1/7/2008 4:34,51,SE11 4DJ,SW1P 3AU,460,15,4,2,1.5,Yes,80,Yes,531469,178134,529902,179641,2174.060257
1/7/2008 4:37,203,EC2A 4RD,SE1 2BN,460,15,5,2,1.5,No,80,Yes,533154,182403,534057,179682,2866.923438
1/7/2008 4:44,31,W2 1HB,W10 6HQ,495,15,4,1,2.0,No,300,Yes,526556,181417,524190,181567,2370.750092
1/7/2008 4:46,10,SW3 2DY,SW1V 4QQ,300,15,4,1,1.5,No,40,No,527238,178835,528924,178440,1731.652679
1/7/2008 4:47,64,EC4Y 1DG,SW1P 3AU,470,15,4,2,1.5,No,300,No,531563,181154,529902,179641,2246.795496
1/7/2008 4:51,72,WC1N 2PB,SW1P 3AU,515,15,4,2,2.0,Yes,300,No,530769,182111,529902,179641,2617.745022
1/7/2008 4:55,31,W6 9TA,W4 3PH,495,15,4,1,2.0,No,300,Yes,522526,178325,519585,177640,3019.719523
1/7/2008 5:01,301,EC1V 0DX,SE1 2BN,510,15,6,1,1.5,No,120,Yes,531813,182196,534057,179682,3369.826702
1/7/2008 5:10,152,W6 9TA,SW18 1NN,460,15,5,1,1.5,Yes,300,No,522526,178325,525155,175180,4099.105512
1/7/2008 5:14,316,WC1N 3NB,NW5 2QH,465,15,6,1,2.0,No,80,No,530613,182019,529248,185213,3473.450878
1/7/2008 5:16,310,W1H 4HX,W10 6HQ,505,15,6,1,2.0,Yes,120,No,527470,181663,524190,181567,3281.404577
1/7/2008 5:28,296,E14 4BB,SE1 2BN,540,15,6,1,1.5,Yes,300,No,537395,180408,534057,179682,3416.038641
1/7/2008 5:28,299,W1F 0QA,SW1V 4QQ,490,15,6,1,1.5,No,80,Yes,529509,181083,528924,178440,2706.967676
1/7/2008 5:42,209,TW10 7AA,KT2 5AU,465,15,5,2,2.0,Yes,40,Yes,518128,173308,517917,170243,3072.254221
1/7/2008 5:46,3,E2 0EA,SE8 3JD,410,15,4,1,1.5,Yes,80,Yes,534817,182689,537175,177885,5351.502593
1/7/2008 5:55,207,CR0 6BR,SW12 9HD,540,15,5,2,1.5,No,300,Yes,533129,166074,528739,173080,8267.776968
1/7/2008 5:56,305,E8 1EN,N17 6QA,495,15,6,1,2.0,Yes,40,Yes,534915,184816,533788,189994,5299.227585
1/7/2008 6:04,21,N1 6EB,E2 0RY,455,15,4,1,2.0,Yes,120,Yes,532902,182695,535652,182961,2762.834776
1/7/2008 6:09,16,SE5 8RS,SE1 2BN,420,15,4,1,1.5,No,300,No,532566,176473,534057,179682,3538.468878
1/7/2008 6:30,159,N19 4HZ,NW5 2QH,490,15,5,1,1.5,No,300,Yes,530314,186708,529248,185213,1836.132076
1/7/2008 6:39,289,SW8 3JW,SW18 1NN,470,15,6,1,1.5,Yes,40,Yes,528601,175790,525155,175180,3499.573688
1/7/2008 7:06,64,SW8 1RB,SW1P 3AU,470,15,4,2,1.5,No,300,No,530298,177435,529902,179641,2241.261252
1/7/2008 7:11,64,SE3 0QJ,E2 0RY,470,15,4,2,1.5,No,300,No,539267,176221,535652,182961,7648.256337
1/7/2008 7:11,363,WC2E 9JH,SE1 2BN,565,15,6,2,2.0,No,80,Yes,530379,181133,534057,179682,3953.869624
1/7/2008 7:16,295,W1J 5RG,SW1V 4QQ,590,15,6,1,1.5,Yes,300,Yes,528606,180599,528924,178440,2182.293518
1/7/2008 7:19,313,E14 4PH,E2 0RY,475,15,6,1,2.0,No,40,Yes,537374,180252,535652,182961,3209.978972
1/7/2008 7:21,71,W8 7SR,SW1V 4QQ,565,15,4,2,2.0,Yes,300,Yes,525174,180337,528924,178440,4202.512225
1/7/2008 7:22,319,E1 6LZ,SE1 2BN,595,15,6,1,2.0,No,300,Yes,533711,181868,534057,179682,2213.213049
1/7/2008 7:27,7,W1P 3RE,SW1P 3AU,490,15,4,1,1.5,Yes,300,Yes,529331,181375,529902,179641,1825.594972
1/7/2008 7:28,350,SW9 8DR,SW12 9HD,510,15,6,2,1.5,No,120,No,530785,175339,528739,173080,3047.8184
1/7/2008 7:29,149,N1 0RW,SW1P 3AU,450,15,5,1,1.5,Yes,120,Yes,531386,183349,529902,179641,3993.935403
1/7/2008 7:36,55,SW4 0LN,SW1V 4QQ,540,15,4,2,1.5,Yes,300,Yes,529063,175760,528924,178440,2683.602243
1/7/2008 7:37,353,W1W 7AX,SW1P 3AU,545,15,6,2,2.0,Yes,40,Yes,529055,181630,529902,179641,2161.834869
1/7/2008 7:50,173,W1F 9SF,NW5 2QH,455,15,5,1,2.0,No,120,Yes,529343,180944,529248,185213,4270.056908
1/7/2008 7:51,342,EC1R 0EG,SE1 2BN,530,15,6,2,1.5,Yes,120,No,531547,182175,534057,179682,3537.675649
1/7/2008 8:06,360,WC2A 2HF,SW1P 3AU,615,15,6,2,2.0,Yes,300,No,530750,181208,529902,179641,1781.738758
1/7/2008 8:10,216,WC1N 3ES,SW1V 4QQ,535,15,5,2,2.0,Yes,300,No,530712,181998,528924,178440,3981.997991
1/7/2008 8:11,70,E14 8DU,E2 0RY,455,15,4,2,2.0,Yes,120,No,536010,180916,535652,182961,2076.099468
1/7/2008 8:18,352,W7 3TX,KT2 5AU,570,15,6,2,1.5,No,300,No,515348,179990,517917,170243,10079.86954
1/7/2008 8:22,7,E2 0RY,E2 0RY,490,15,4,1,1.5,Yes,300,Yes,535652,182961,535652,182961,0.0
1/7/2008 8:24,293,TW9 3AP,SW18 1NN,530,15,6,1,1.5,Yes,120,Yes,519102,177648,525155,175180,6536.806024
1/7/2008 8:26,58,SE6 4RE,CR7 8LE,350,15,4,2,1.5,No,40,No,537385,173593,532714,168302,7057.827003
1/7/2008 8:29,215,N7 9EF,NW5 2QH,585,15,5,2,2.0,Yes,300,Yes,530330,185003,529248,185213,1102.190546
1/7/2008 8:33,301,N7 0SF,N17 6QA,510,15,6,1,1.5,No,120,Yes,530302,185708,533788,189994,5524.671212
1/7/2008 8:41,77,W1P 3RE,SW1P 3AU,485,15,4,2,2.0,No,120,Yes,529331,181375,529902,179641,1825.594972
1/7/2008 8:46,362,WC1E 7DH,SW1P 3AU,475,15,6,2,2.0,No,40,No,529703,181758,529902,179641,2126.332523
1/7/2008 8:48,165,EC1M 4DE,NW5 2QH,475,15,5,1,2.0,Yes,120,Yes,531669,182060,529248,185213,3975.254709
1/7/2008 8:56,309,E1 7HP,SW1P 3AU,555,15,6,1,2.0,Yes,120,Yes,533439,181667,529902,179641,4076.155664
1/7/2008 8:58,165,W1T 1QY,SW1V 4QQ,475,15,5,1,2.0,Yes,120,Yes,529605,181534,528924,178440,3168.058869
1/7/2008 8:58,219,E1 7EX,SW1P 3AU,485,15,5,2,2.0,No,80,Yes,533646,181398,529902,179641,4135.768973
1/7/2008 9:00,208,EC1R 3AN,SW1P 3AU,490,15,5,2,1.5,No,300,No,531431,182157,529902,179641,2944.163209
1/7/2008 9:04,167,NW1 6XE,SW1P 3AU,535,15,5,1,2.0,Yes,300,Yes,527847,182144,529902,179641,3238.523429
1/7/2008 9:07,61,SW17 9NG,CR7 8LE,460,15,4,2,1.5,No,120,Yes,527640,171230,532714,168302,5858.213038
1/7/2008 9:12,316,NW6 7JR,N3 1DH,465,15,6,1,2.0,No,80,No,524885,184280,525109,190628,6351.950881
1/7/2008 9:14,71,SE26 6RS,CR7 8LE,565,15,4,2,2.0,Yes,300,Yes,534066,172177,532714,168302,4104.086866
1/7/2008 9:15,15,E2 9LY,E2 0RY,470,15,4,1,1.5,No,300,Yes,535219,183149,535652,182961,472.0519039
1/7/2008 9:19,320,SW4 0LN,SW18 1NN,545,15,6,1,2.0,No,300,No,529063,175760,525155,175180,3950.805487
1/7/2008 9:21,313,W1T 4EY,NW5 2QH,475,15,6,1,2.0,No,40,Yes,529382,181965,529248,185213,3250.762987
1/7/2008 9:22,355,W1W 5EA,SW1V 4QQ,585,15,6,2,2.0,Yes,80,Yes,528846,181998,528924,178440,3558.854872
1/7/2008 9:24,168,EC4M 7DE,SE1 2BN,485,15,5,1,2.0,Yes,300,No,531815,181170,534057,179682,2690.856369
1/7/2008 9:30,366,KT4 7NY,SW18 1NN,535,15,6,2,2.0,No,120,No,521892,166332,525155,175180,9430.496965
1/7/2008 9:30,56,N1 9HS,NW5 2QH,490,15,4,2,1.5,Yes,300,No,531190,183162,529248,185213,2824.529164
1/7/2008 9:42,212,W2 1HB,W10 6HQ,455,15,5,2,2.0,Yes,80,No,526556,181417,524190,181567,2370.750092
1/7/2008 9:43,352,SW7 4SS,SW1V 4QQ,570,15,6,2,1.5,No,300,No,526296,178821,528924,178440,2655.474534
1/7/2008 9:44,216,SE11 4DJ,SW1V 4QQ,535,15,5,2,2.0,Yes,300,No,531469,178134,528924,178440,2563.330061
1/7/2008 9:51,200,E15 4NL,E7 8NW,510,15,5,2,1.5,Yes,300,No,539302,184866,541428,184515,2154.780035
1/7/2008 9:53,337,WC1N 3NB,NW5 2QH,520,15,6,2,1.5,Yes,40,Yes,530613,182019,529248,185213,3473.450878
1/7/2008 10:05,166,EC1R 3BL,NW5 2QH,425,15,5,1,2.0,Yes,120,No,531359,182185,529248,185213,3691.219988
1/7/2008 10:13,302,W11 1PY,W10 6HQ,460,15,6,1,1.5,No,120,No,524367,181248,524190,181567,364.8150216
1/7/2008 10:30,79,W1T 3ET,SW1V 4QQ,545,15,4,2,2.0,No,300,Yes,529461,181427,528924,178440,3034.886818
1/7/2008 10:31,159,SE10 8RT,E2 0RY,490,15,5,1,1.5,No,300,Yes,538307,177164,535652,182961,6376.067283
1/7/2008 10:32,60,E15 4BQ,SE8 3JD,390,15,4,2,1.5,No,80,No,538979,184356,537175,177885,6717.756843
1/7/2008 10:32,72,SE1 9NL,SW1P 3AU,515,15,4,2,2.0,Yes,300,No,531301,180367,529902,179641,1576.158939
1/7/2008 10:32,171,SW6 3JS,W4 3PH,435,15,5,1,2.0,No,80,Yes,524425,175862,519585,177640,5156.247085
1/7/2008 10:46,294,SE1 1NP,SE1 2BN,480,15,6,1,1.5,Yes,120,No,532585,180024,534057,179682,1511.207464
1/7/2008 10:50,146,W1G 7EQ,SW1V 4QQ,340,15,5,1,1.5,Yes,40,No,528714,181753,528924,178440,3319.648927
1/7/2008 10:50,318,WC2R 0HS,SE1 2BN,485,15,6,1,2.0,No,120,No,530565,180820,534057,179682,3672.752102
1/7/2008 10:55,339,W11 2RP,SW1P 3AU,560,15,6,2,1.5,Yes,80,Yes,525199,181141,529902,179641,4936.416615
1/7/2008 11:11,78,W1B 5PX,NW5 2QH,435,15,4,2,2.0,No,120,No,529207,180969,529248,185213,4244.19804
1/7/2008 11:19,294,SE19 1RX,SE8 3JD,480,15,6,1,1.5,Yes,120,No,533506,170705,537175,177885,8063.123526
1/7/2008 11:34,168,SE1 4HL,SE1 2BN,485,15,5,1,2.0,Yes,300,No,533333,179040,534057,179682,967.6466297
1/7/2008 11:36,54,SW15 1JN,W4 3PH,430,15,4,2,1.5,Yes,120,No,523931,175760,519585,177640,4735.199679
1/7/2008 11:37,292,EC1A 9PT,SW1P 3AU,460,15,6,1,1.5,Yes,80,No,531732,181700,529902,179641,2754.701617
1/7/2008 11:37,7,SE25 6EA,SE8 3JD,490,15,4,1,1.5,Yes,300,Yes,533938,168354,537175,177885,10065.69074
1/7/2008 11:44,291,EC4M 9EH,E2 0RY,510,15,6,1,1.5,Yes,80,Yes,532350,181093,535652,182961,3793.761722
1/7/2008 11:54,338,WC2E 9JH,SW1P 3AU,470,15,6,2,1.5,Yes,40,No,530379,181133,529902,179641,1566.394906
1/7/2008 12:07,59,W1T 1UT,SW1P 3AU,440,15,4,2,1.5,No,80,Yes,529661,181387,529902,179641,1762.554113
1/7/2008 12:11,366,E14 9NS,SE8 3JD,535,15,6,2,2.0,No,120,No,538388,180046,537175,177885,2478.162626
1/7/2008 12:16,65,E7 8NW,SE8 3JD,445,15,4,2,2.0,Yes,40,Yes,541428,184515,537175,177885,7876.859082
1/7/2008 12:17,1,N5 2AB,NW5 2QH,370,15,4,1,1.5,Yes,40,Yes,531951,185568,529248,185213,2726.212391
1/7/2008 12:26,65,WC2N 5PH,SE1 2BN,445,15,4,2,2.0,Yes,40,Yes,530214,180386,534057,179682,3906.950857
1/7/2008 12:26,295,WC2E 8BT,SE1 2BN,590,15,6,1,1.5,Yes,300,Yes,530295,181012,534057,179682,3990.180948
1/7/2008 12:28,56,CR0 6PU,SE8 3JD,490,15,4,2,1.5,Yes,300,No,533582,166248,537175,177885,12179.05653
1/7/2008 12:35,307,WC2N 5PH,SE1 2BN,535,15,6,1,2.0,Yes,80,Yes,530214,180386,534057,179682,3906.950857
1/7/2008 12:39,67,N1 0RW,SW1P 3AU,485,15,4,2,2.0,Yes,80,Yes,531386,183349,529902,179641,3993.935403
1/7/2008 12:57,207,E3 2DA,E2 0RY,540,15,5,2,1.5,No,300,Yes,536716,182749,535652,182961,1084.914743
1/7/2008 12:59,304,SE20 8RZ,SW12 9HD,520,15,6,1,1.5,No,300,No,534952,170567,528739,173080,6701.980155
1/7/2008 13:21,75,W7 3TX,KT2 5AU,465,15,4,2,2.0,No,80,Yes,515348,179990,517917,170243,10079.86954
1/7/2008 13:28,173,SE17 3EW,SE1 2BN,455,15,5,1,2.0,No,120,Yes,532040,178015,534057,179682,2616.711295
1/7/2008 13:45,348,SW12 8NX,SW12 9HD,490,15,6,2,1.5,No,80,No,528131,173966,528739,173080,1074.551069
1/7/2008 13:50,156,E8 1EJ,N17 6QA,360,15,5,1,1.5,No,80,No,534934,184806,533788,189994,5313.065029
1/7/2008 13:55,356,EC1N 8PQ,NW5 2QH,535,15,6,2,2.0,Yes,80,No,531333,181722,529248,185213,4066.239786
1/7/2008 14:00,171,EC4A 1EP,SW1V 4QQ,435,15,5,1,2.0,No,80,Yes,531277,181434,528924,178440,3807.971245
1/7/2008 14:00,364,SE15 3QQ,SE8 3JD,515,15,6,2,2.0,No,80,No,534883,175819,537175,177885,3085.712235
1/7/2008 14:11,354,WC1N 3ES,NW5 2QH,495,15,6,2,2.0,Yes,40,No,530712,181998,529248,185213,3532.636551
1/7/2008 14:15,173,EC1Y 8JH,SE1 2BN,455,15,5,1,2.0,No,120,Yes,532407,182113,534057,179682,2938.070966
1/7/2008 14:17,70,SE1 1NH,SW1P 3AU,455,15,4,2,2.0,Yes,120,No,532627,180096,529902,179641,2762.725104
1/7/2008 14:21,58,SE11 4EA,SW1V 4QQ,350,15,4,2,1.5,No,40,No,531407,178270,528924,178440,2488.812769
1/7/2008 14:25,15,W2 3QH,W10 6HQ,470,15,4,1,1.5,No,300,Yes,526473,180866,524190,181567,2388.198065
1/7/2008 14:28,218,NW1 1BX,SW1P 3AU,395,15,5,2,2.0,No,40,No,529575,182877,529902,179641,3252.479823
1/7/2008 14:49,223,N1 0RW,SW1P 3AU,565,15,5,2,2.0,No,300,Yes,531386,183349,529902,179641,3993.935403
1/7/2008 14:56,347,EC1N 7TR,SW1P 3AU,540,15,6,2,1.5,No,80,Yes,531253,181949,529902,179641,2674.334497
1/7/2008 14:57,155,SE1 9EF,SW1P 3AU,410,15,5,1,1.5,No,80,Yes,532449,180395,529902,179641,2656.261471
1/7/2008 14:57,65,SW3 4PL,SW18 1NN,445,15,4,2,2.0,Yes,40,Yes,527433,178201,525155,175180,3783.612692
1/7/2008 15:02,289,SE4 1TF,E2 0RY,470,15,6,1,1.5,Yes,40,Yes,536707,176090,535652,182961,6951.522567
1/7/2008 15:03,15,N1 1ER,SW1P 3AU,470,15,4,1,1.5,No,300,Yes,531310,184106,529902,179641,4681.739954
1/7/2008 15:06,154,TW1 3AW,W4 3PH,320,15,5,1,1.5,No,40,No,516617,173615,519585,177640,5000.964807
1/7/2008 15:06,291,W10 6HQ,SW1P 3AU,510,15,6,1,1.5,Yes,80,Yes,524190,181567,529902,179641,6027.969807
1/7/2008 15:19,75,KT7 0JP,W4 3PH,465,15,4,2,2.0,No,80,Yes,515121,166026,519585,177640,12442.35878
1/7/2008 15:19,163,EC2A 2ER,SE1 2BN,455,15,5,1,2.0,Yes,80,Yes,532961,181912,534057,179682,2484.776851
1/7/2008 15:21,173,NW6 2BY,NW5 2QH,455,15,5,1,2.0,No,120,Yes,524950,184270,529248,185213,4400.233289
1/7/2008 15:26,213,EC1V 9NU,SE1 2BN,525,15,5,2,2.0,Yes,120,Yes,532658,182636,534057,179682,3268.534381
