member_id,SEC,FEH,MT,SEX,AGE,EDU,HS,CHILD,CS,affluence_index,num_of_brands,brand_runs,total_volume,number_of_trans,value,trans_per_brand_runs,Vol/Tran,avg_price,Pur Vol No Promo - %,Pur Vol Promo 6 %,Pur Vol Other Promo %,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15
1050210,2,1,15,2,4,5,3,4,1,15,6,20,10625,44,2190.00,2.20,241.48,20.61,1,0,0,0.065882353,0,0,0.028235294,0.324705882,0.014117647,0,0.035294118,0.531764706,0.84,0.16,0,0,0.108235294,0.143529412,0.084705882,0,0.056470588,0.009411765,0.014117647,0,0.583529412,0,0
1054110,3,3,17,2,2,4,8,2,2,14,4,20,25400,40,1950.50,2.00,635.00,7.68,0.940944882,0.059055118,0,0.18503937,0.372047244,0,0,0,0,0.023622047,0,0.419291339,0,0.415354331,0.372047244,0.212598425,0.592519685,0.011811024,0.023622047,0,0,0,0,0,0,0.372047244,0
1054270,4,3,10,2,2,4,2,4,2,5,2,5,9000,30,579.50,6.00,300.00,6.44,1,0,0,0,0.9,0,0,0,0,0,0,0.1,0.1,0,0.9,0,0,0,0.033333333,0,0.066666667,0,0,0,0,0.9,0
1054310,3,3,10,2,4,4,3,4,1,13,4,17,9300,31,1477.50,1.82,300.00,15.89,1,0,0,0.043010753,0,0.024193548,0,0,0,0,0.096774194,0.836021505,0.698924731,0.301075269,0,0,0.051075269,0.913978495,0,0.024193548,0,0.010752688,0,0,0,0,0
1055060,4,3,10,2,2,5,2,4,1,18,5,24,10550,48,1498.00,2.00,219.79,14.20,0.971563981,0,0.028436019,0.132701422,0,0.007109005,0,0.028436019,0,0,0.063981043,0.767772512,0.222748815,0.763033175,0,0.014218009,0.22985782,0.618483412,0,0.014218009,0,0,0,0.073459716,0.028436019,0,0.035545024
1055160,4,3,10,2,2,5,6,3,1,17,5,20,13075,45,1435.50,2.25,290.56,10.98,0.931166348,0.045889101,0.022944551,0.038240918,0,0,0.022944551,0,0,0.351816444,0.011472275,0.575525813,0.086042065,0.768642447,0.015296367,0.13001912,0.191204589,0.390057361,0.403441683,0,0,0,0,0,0,0.015296367,0
1055260,4,3,10,2,2,4,7,3,2,5,3,5,20125,25,1216.00,5.00,805.00,6.04,1,0,0,0,0.931677019,0,0,0,0,0,0.003726708,0.064596273,0.008695652,0.059627329,0.931677019,0,0,0.063354037,0,0,0.004968944,0,0,0,0,0.931677019,0
1055330,3,3,10,2,2,6,5,2,1,6,8,32,12300,57,1367.50,1.78,215.79,11.12,1,0,0,0.308943089,0,0.006097561,0.268292683,0.006097561,0.006097561,0.056910569,0.012195122,0.335365854,0.054878049,0.910569106,0.016260163,0.018292683,0.691056911,0.203252033,0.06300813,0.030487805,0,0,0.006097561,0,0.006097561,0,0
1057150,4,3,10,2,4,1,8,2,2,7,2,4,5375,10,388.50,2.50,537.50,7.23,0.962790698,0,0.037209302,0,0.669767442,0,0,0,0,0,0,0.330232558,0.093023256,0.139534884,0.76744186,0,0,0.139534884,0,0,0.093023256,0,0,0,0,0.76744186,0
1057280,2,3,10,2,3,5,4,4,1,40,2,10,11300,34,1166.50,3.40,332.35,10.32,0.973451327,0,0.026548673,0,0,0,0,0,0,0.761061947,0,0.238938053,0.092920354,0.907079646,0,0,0.053097345,0,0.853982301,0.026548673,0.053097345,0,0,0,0,0,0.013274336
1057410,4,3,10,2,3,3,8,3,0,2,3,17,13950,31,1290.50,1.82,450.00,9.25,1,0,0,0.17921147,0.322580645,0,0,0,0,0,0,0.498207885,0.005376344,0.657706093,0.322580645,0.014336918,0.23655914,0.440860215,0,0,0,0,0,0,0,0.322580645,0
1057500,3,3,4,2,3,4,5,2,1,10,3,12,16100,27,1549.00,2.25,596.30,9.62,0.906832298,0,0.093167702,0.291925466,0.288819876,0,0,0,0,0,0,0.419254658,0,0.711180124,0.288819876,0,0.440993789,0.037267081,0.195652174,0,0,0,0,0,0,0.288819876,0.037267081
1057510,4,3,10,2,3,4,8,2,1,13,3,10,24560,46,1951.00,4.60,533.91,7.94,0.975570033,0,0.024429967,0.13029316,0.342019544,0,0,0,0,0,0,0.527687296,0.175081433,0.157166124,0.342019544,0.325732899,0.482899023,0,0,0,0.175081433,0,0,0,0,0.342019544,0
1057550,4,3,17,2,3,3,9,3,0,7,4,24,16225,33,1488.00,1.38,491.67,9.17,0.741140216,0.234206471,0.024653313,0.024653313,0.110939908,0.046224961,0,0,0,0,0,0.818181818,0.17257319,0.697996918,0.110939908,0.018489985,0.722650231,0,0.050847458,0.069337442,0,0,0,0,0,0.110939908,0.046224961
1057580,4,3,10,2,2,3,5,2,2,11,3,21,11775,35,1058.50,1.67,336.43,8.99,0.949044586,0.050955414,0,0.118895966,0.063694268,0,0,0,0,0,0,0.817409766,0.269639066,0.195329087,0.13163482,0.403397028,0.547770701,0.025477707,0.082802548,0,0.186836518,0,0,0,0,0.13163482,0.025477707
1057800,4,3,8,2,2,4,5,4,1,15,5,23,16975,44,1649.00,1.91,385.80,9.71,0.898379971,0.101620029,0,0.035346097,0,0.008836524,0.035346097,0,0.035346097,0,0,0.885125184,0.06185567,0.702503682,0.017673049,0.217967599,0.796759941,0.097201767,0,0.053019146,0,0,0.035346097,0,0,0.017673049,0
1057930,4,3,5,2,1,5,7,1,1,27,5,34,19425,55,3079.50,1.62,353.18,15.85,0.944658945,0.019305019,0.036036036,0.023166023,0,0,0.015444015,0.084942085,0,0,0.142857143,0.733590734,0.54954955,0.368082368,0.020592021,0.061776062,0.150579151,0.514800515,0.05019305,0.007722008,0.046332046,0.015444015,0,0.011583012,0.175032175,0.020592021,0.007722008
1058000,4,3,15,2,3,4,5,3,1,11,4,11,11450,28,1179.00,2.55,408.93,10.30,0.947598253,0,0.052401747,0.139737991,0,0,0,0,0.013100437,0.069868996,0,0.777292576,0.026200873,0.973799127,0,0,0.890829694,0,0.069868996,0,0.026200873,0,0.013100437,0,0,0,0
1058010,3,3,15,2,2,5,4,1,1,13,4,30,12000,62,1331.00,2.07,193.55,11.09,0.90625,0.05,0.04375,0.041666667,0,0,0,0,0.00625,0.116666667,0,0.835416667,0.11875,0.695833333,0.016666667,0.16875,0.397916667,0.025,0.422916667,0.05625,0.075,0,0.00625,0,0,0.016666667,0
1058190,4,3,10,2,2,5,5,2,1,8,3,18,9950,43,834.50,2.39,231.40,8.39,0.783919598,0.133165829,0.082914573,0.050251256,0.135678392,0,0,0,0,0,0,0.814070352,0.170854271,0.188442211,0.135678392,0.505025126,0.570351759,0,0,0.052763819,0.170854271,0,0,0,0,0.135678392,0.070351759
1058350,4,3,10,2,2,1,5,2,0,4,3,5,16800,24,1067.50,4.80,700.00,6.35,1,0,0,0.130952381,0.839285714,0,0,0,0,0,0,0.029761905,0,0.130952381,0.839285714,0.029761905,0.160714286,0,0,0,0,0,0,0,0,0.839285714,0
1058370,3,1,10,2,3,4,4,3,1,7,4,12,14375,36,1382.00,3.00,399.31,9.61,1,0,0,0.166956522,0.229565217,0,0,0,0,0.097391304,0,0.506086957,0.227826087,0.542608696,0.229565217,0,0.445217391,0,0.097391304,0,0.222608696,0,0,0.005217391,0,0.229565217,0
1060050,3,3,10,1,4,3,4,4,1,14,4,16,15050,26,1570.50,1.63,578.85,10.44,1,0,0,0,0.119601329,0.139534884,0.252491694,0,0,0,0,0.488372093,0.019933555,0.820598007,0.159468439,0,0.401993355,0.279069767,0,0.139534884,0.019933555,0,0,0,0,0.159468439,0
1060130,2,3,5,2,4,2,4,4,1,25,2,15,19400,59,1524.50,3.93,328.81,7.86,0.484536082,0.417525773,0.097938144,0,0.201030928,0,0,0,0,0,0,0.798969072,0.24742268,0.06185567,0.221649485,0.469072165,0.577319588,0.025773196,0,0,0.18556701,0,0,0,0,0.211340206,0
1060150,4,2,10,2,4,1,5,4,1,17,3,17,21150,22,2012.00,1.29,961.36,9.51,0.634751773,0.365248227,0,0,0,0.010638298,0,0,0.127659574,0,0,0.861702128,0.258865248,0.237588652,0,0.503546099,0.719858156,0.056737589,0,0.095744681,0,0,0.127659574,0,0,0,0
1060230,3,3,10,2,3,5,5,4,1,18,4,18,9600,41,1537.50,2.28,234.15,16.02,0.9765625,0.0234375,0,0.041666667,0,0.203125,0.03125,0,0,0,0.203125,0.520833333,0.708333333,0.291666667,0,0,0.072916667,0.2890625,0.203125,0.434895833,0,0,0,0,0,0,0
1060260,4,3,10,2,3,4,8,2,1,12,5,30,14225,93,1541.00,3.10,152.96,10.83,0.978910369,0.021089631,0,0.042179262,0.253075571,0.026362039,0,0,0.16344464,0,0,0.514938489,0.23198594,0.504393673,0.253075571,0.010544815,0.182776801,0.042179262,0.177504394,0.026362039,0.154657293,0,0.16344464,0,0,0.253075571,0
1060330,3,3,10,2,3,4,3,4,2,8,3,4,7650,15,459.00,3.75,510.00,6.00,0.980392157,0,0.019607843,0,0.941176471,0,0,0.019607843,0,0,0,0.039215686,0.019607843,0,0.980392157,0,0,0,0,0,0,0,0,0,0.019607843,0.980392157,0
1060370,4,3,10,2,3,4,6,2,1,19,9,62,16025,138,1706.00,2.23,116.12,10.65,0.946957878,0.046801872,0.00624025,0.081123245,0.196567863,0.028081123,0.043681747,0.009360374,0.014040562,0.137285491,0.009360374,0.48049922,0.288611544,0.44773791,0.196567863,0.067082683,0.330733229,0.029641186,0.193447738,0.090483619,0.131045242,0,0.018720749,0,0.009360374,0.196567863,0
1060420,4,3,10,2,4,4,5,4,1,12,5,21,8850,38,982.50,1.81,232.89,11.10,0.97740113,0,0.02259887,0,0.016949153,0.008474576,0.293785311,0,0,0,0.042372881,0.638418079,0.206214689,0.725988701,0.06779661,0,0.480225989,0.330508475,0,0.008474576,0.11299435,0,0,0,0,0.06779661,0
1060590,4,3,10,2,4,3,6,4,1,11,2,20,15425,43,1380.50,2.15,358.72,8.95,0.726094003,0.273905997,0,0,0,0,0.025931929,0,0,0,0,0.974068071,0.084278768,0.040518639,0,0.875202593,0.677471637,0,0,0.238249595,0.084278768,0,0,0,0,0,0
1060640,3,3,10,2,4,4,5,4,1,17,5,27,15675,88,2123.50,3.26,178.13,13.55,0.971291866,0,0.028708134,0,0.076555024,0,0.267942584,0.086124402,0,0,0.148325359,0.421052632,0.451355662,0.429027113,0.089314195,0.03030303,0.279106858,0.234449761,0.153110048,0.019138756,0.114832536,0,0,0,0.110047847,0.089314195,0
1060650,4,1,10,2,4,3,6,4,1,13,2,9,14660,22,1540.80,2.44,666.36,10.51,1,0,0,0,0,0,0.770804911,0,0,0,0,0.229195089,0.051159618,0.948840382,0,0,0.954979536,0,0.010231924,0,0,0,0,0,0,0,0.03478854
1060720,2,3,9,2,4,5,7,4,1,25,5,19,34025,96,5707.00,5.05,354.43,16.77,1,0,0,0.050698016,0,0,0,0.242468773,0.059515062,0,0.019838354,0.627479794,0.583394563,0.416605437,0,0,0.097722263,0.376928729,0,0.020573108,0.202792065,0,0.059515062,0,0.242468773,0,0
1060760,1,3,10,2,3,7,6,2,1,16,2,18,22900,32,2856.75,1.78,715.63,12.47,0.971615721,0.019650655,0.008733624,0.480349345,0,0,0,0,0,0,0,0.519650655,0.251091703,0.644104803,0,0.104803493,0.820960699,0,0.009825328,0.140829694,0,0.028384279,0,0,0,0,0
1060810,4,3,10,2,3,4,6,2,1,9,2,14,25875,45,1958.00,3.21,575.00,7.57,0.832850242,0.020289855,0.146859903,0,0.689855072,0,0,0,0,0,0,0.310144928,0.220289855,0.043478261,0.736231884,0,0.031884058,0.057971014,0,0,0.197101449,0,0,0,0,0.713043478,0
1060920,3,3,17,2,4,5,5,4,1,13,3,14,40475,27,4353.00,1.93,1499.07,10.75,0.990117356,0.009882644,0,0.632489191,0,0.003705991,0,0,0,0,0,0.363804818,0.050030883,0.940086473,0,0.009882644,0.961087091,0,0,0.005558987,0,0.033353922,0,0,0,0,0
1060980,4,1,4,2,3,4,4,4,1,13,3,17,11025,33,1482.00,1.94,334.09,13.44,0.979591837,0,0.020408163,0.664399093,0,0,0,0,0,0.054421769,0,0.281179138,0.414965986,0.557823129,0,0.027210884,0.823129252,0,0.142857143,0,0,0.034013605,0,0,0,0,0
1061080,2,3,10,2,3,5,5,2,1,22,3,17,8700,36,1179.50,2.12,241.67,13.56,0.951149425,0.048850575,0,0.356321839,0,0,0,0,0.206896552,0,0,0.370689655,0.324712644,0.675287356,0,0,0.477011494,0.00862069,0,0.264367816,0,0.034482759,0.215517241,0,0,0,0
1061130,4,3,16,2,4,2,6,1,1,10,4,12,17950,32,2204.50,2.67,560.94,12.28,0.941504178,0.050139276,0.008356546,0.033426184,0,0.008356546,0,0.004178273,0,0,0,0.97632312,0.722841226,0.277158774,0,0,0.077994429,0.02367688,0.881615599,0.008356546,0,0,0.004178273,0,0.004178273,0,0
1061180,3,3,10,2,3,5,6,4,1,28,3,27,20875,65,2085.50,2.41,321.15,9.99,0.922155689,0.077844311,0,0,0,0.025149701,0,0,0.039520958,0,0,0.935329341,0.37245509,0.179640719,0,0.447904192,0.560479042,0.034730539,0.167664671,0.034730539,0.162874251,0,0.039520958,0,0,0,0
1061310,2,3,10,2,4,5,5,1,1,16,6,27,17900,44,2274.75,1.63,406.82,12.71,1,0,0,0.025139665,0,0.096368715,0.016759777,0.008379888,0,0,0.012569832,0.840782123,0.191340782,0.808659218,0,0,0.184357542,0.615921788,0.012569832,0.096368715,0.027932961,0.044692737,0,0.005586592,0.008379888,0,0.004189944
1061380,1,1,4,2,3,6,4,4,1,37,3,4,7575,19,1491.00,4.75,398.68,19.68,0.940594059,0.059405941,0,0.861386139,0,0,0,0.059405941,0,0,0,0.079207921,0.947194719,0.052805281,0,0,0.914191419,0,0,0,0,0.02640264,0,0,0.059405941,0,0
1061400,3,3,10,2,3,5,4,2,1,19,5,15,7475,25,921.00,1.67,299.00,12.32,0.869565217,0.120401338,0.010033445,0.428093645,0.02006689,0.060200669,0,0,0,0,0.02006689,0.471571906,0.260869565,0.598662207,0.140468227,0,0.548494983,0.030100334,0,0.210702341,0,0.070234114,0,0,0,0.140468227,0
1061500,4,0,0,0,1,0,0,5,0,0,1,1,4800,11,272.00,11.00,436.36,5.67,0.625,0,0.375,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1061580,1,1,4,2,3,8,3,2,1,53,2,14,6100,32,1887.00,2.29,190.63,30.93,0.766393443,0.18442623,0.049180328,0.036885246,0,0,0,0,0,0,0,0.963114754,0.885245902,0.090163934,0,0.024590164,0.102459016,0.221311475,0,0,0,0.676229508,0,0,0,0,0
1061660,3,3,10,2,3,5,4,4,1,15,4,14,12100,31,1079.00,2.21,390.32,8.92,0.964876033,0.035123967,0,0.041322314,0.123966942,0,0.008264463,0,0,0,0,0.826446281,0.030991736,0.679752066,0.289256198,0,0.099173554,0.67768595,0,0,0,0,0,0,0,0.223140496,0
1061700,4,3,10,2,2,5,4,1,0,1,5,23,7225,35,755.50,1.52,206.43,10.46,0.916955017,0.031141869,0.051903114,0.221453287,0.166089965,0,0,0,0.07266436,0,0.041522491,0.498269896,0.124567474,0.647058824,0.166089965,0.062283737,0.366782007,0.110726644,0.062283737,0.041522491,0.110726644,0,0.07266436,0.020761246,0,0.166089965,0.048442907
1061730,2,1,10,2,3,2,4,2,1,14,5,17,12475,38,1366.00,2.24,328.29,10.95,1,0,0,0.080160321,0,0,0.625250501,0,0,0.008016032,0.012024048,0.274549098,0.19238477,0.80761523,0,0,0.761523046,0.02004008,0.218436874,0,0,0,0,0,0,0,0
1061820,3,3,10,2,4,4,5,4,2,13,1,5,22800,24,1651.00,4.80,950.00,7.24,0.833333333,0.166666667,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1061830,4,3,10,2,3,1,3,4,2,9,2,5,16600,24,1248.50,4.80,691.67,7.52,1,0,0,0.108433735,0,0,0,0,0,0,0,0.891566265,0,0.108433735,0,0.891566265,1,0,0,0,0,0,0,0,0,0,0
1061940,4,3,10,2,3,1,9,2,1,23,2,6,15300,29,958.00,4.83,527.59,6.26,0.669934641,0.14379085,0.18627451,0,0.637254902,0,0,0,0,0,0,0.362745098,0.029411765,0,0.637254902,0.333333333,0.343137255,0,0,0,0.019607843,0,0,0,0,0.637254902,0
1062120,4,3,10,2,4,5,6,2,0,3,1,5,11900,25,1242.50,5.00,476.00,10.44,1,0,0,0,0,0,0,0,0,0,0,1,0.010504202,0.989495798,0,0,0.989495798,0,0,0,0,0,0,0,0.010504202,0,0
1062220,4,3,10,2,2,4,5,2,1,4,3,17,12075,36,924.50,2.12,335.42,7.66,1,0,0,0.273291925,0.48447205,0,0,0,0,0,0,0.242236025,0.01863354,0.358178054,0.590062112,0.033126294,0.368530021,0.041407867,0,0,0,0,0,0,0,0.590062112,0
1062270,3,3,6,2,3,4,4,2,1,15,3,6,16400,52,3517.50,8.67,315.38,21.45,0.981707317,0,0.018292683,0,0,0,0,0.333841463,0,0,0.457317073,0.208841463,0.992378049,0.007621951,0,0,0.056402439,0.457317073,0,0,0,0,0,0,0.486280488,0,0
1062310,4,2,10,2,3,1,5,2,0,10,2,8,10575,23,663.50,2.88,459.78,6.27,1,0,0,0,0.780141844,0,0,0,0,0,0,0.219858156,0,0.056737589,0.886524823,0.056737589,0.056737589,0.056737589,0,0,0,0,0,0,0,0.886524823,0
1065040,4,3,10,1,3,5,5,2,2,15,4,22,7115,34,546.50,1.55,209.26,7.68,1,0,0,0,0.527055517,0,0,0,0,0.014054814,0.021082221,0.437807449,0.098383696,0.121574139,0.74490513,0.035137034,0.073787772,0.288123682,0.014054814,0.01054111,0.028109628,0,0.01054111,0,0,0.562192551,0.012649332
1065080,4,3,10,2,2,5,4,2,2,13,2,7,9675,25,831.00,3.57,387.00,8.59,0.596899225,0.372093023,0.031007752,0,0,0,0,0,0,0,0.015503876,0.984496124,0.162790698,0,0,0.837209302,0.96124031,0.015503876,0.007751938,0.015503876,0,0,0,0,0,0,0
1065100,3,3,10,2,3,5,4,2,2,17,7,22,9175,33,1037.00,1.50,278.03,11.30,0.983651226,0.016348774,0,0.261580381,0,0.049046322,0.196185286,0,0.008174387,0.065395095,0.024523161,0.395095368,0.185286104,0.803814714,0,0.010899183,0.610354223,0.049046322,0.267029973,0.049046322,0,0,0.008174387,0,0,0,0.016348774
1065160,2,1,4,1,3,5,3,4,1,20,4,9,9325,25,1174.50,2.78,373.00,12.60,0.788203753,0.195710456,0.016085791,0.056300268,0,0.450402145,0,0,0,0.386058981,0,0.107238606,0.08847185,0.868632708,0,0.042895442,0.09919571,0,0.386058981,0.514745308,0,0,0,0,0,0,0
1065340,4,0,0,0,2,0,0,5,0,0,2,2,300,2,34.00,1.00,150.00,11.33,1,0,0,0.666666667,0,0,0,0,0,0,0,0.333333333,0.333333333,0.666666667,0,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0
1065370,4,1,10,2,2,1,4,2,1,4,2,5,1200,5,128.00,1.00,240.00,10.67,1,0,0,0.666666667,0,0,0,0,0,0,0,0.333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1065450,3,0,0,0,2,0,0,5,0,0,1,2,5250,10,297.50,5.00,525.00,5.67,0.885714286,0,0.114285714,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1065510,4,1,4,2,3,5,5,2,2,12,2,19,11875,44,934.00,2.32,269.89,7.87,0.823157895,0.033684211,0.143157895,0,0.669473684,0,0,0,0,0,0,0.330526316,0.246315789,0.084210526,0.669473684,0,0.04,0.042105263,0.012631579,0.008421053,0.227368421,0,0,0,0,0.669473684,0
1065600,4,3,10,1,2,4,5,3,1,10,3,19,12085,58,1381.55,3.05,208.36,11.43,0.853123707,0.055854365,0.091021928,0.281340505,0,0,0,0,0,0,0.11791477,0.600744725,0.146876293,0.853123707,0,0,0.79644187,0.167563095,0.012412081,0,0,0,0,0,0.010343401,0,0.013239553
1065650,3,1,10,2,3,5,5,2,1,15,4,17,10865,58,1173.50,3.41,187.33,10.80,0.888173033,0.052001841,0.059825127,0,0.26231017,0.069028992,0.009203866,0,0,0,0,0.659456972,0.576622181,0.124252186,0.26231017,0.036815462,0.046019328,0.020708698,0.445467096,0.087436723,0.138057984,0,0,0,0,0.26231017,0
1065660,2,3,10,2,2,7,4,3,1,19,4,15,9200,32,1792.00,2.13,287.50,19.48,0.836956522,0.114130435,0.048913043,0.619565217,0,0,0,0.220108696,0,0,0.016304348,0.144021739,0.8125,0.163043478,0,0.024456522,0.722826087,0.016304348,0,0,0,0,0,0,0.260869565,0,0
1065710,4,3,10,2,2,4,5,2,1,10,2,7,4400,13,276.50,1.86,338.46,6.28,1,0,0,0,0.886363636,0,0,0,0,0,0,0.113636364,0.045454545,0.068181818,0.886363636,0,0,0.068181818,0,0,0.045454545,0,0,0,0,0.886363636,0
1065780,3,3,10,2,3,4,5,2,1,12,3,11,7850,16,984.00,1.45,490.63,12.54,0.904458599,0.076433121,0.01910828,0,0,0,0.152866242,0,0.248407643,0,0,0.598726115,0.01910828,0.894904459,0,0.085987261,0.238853503,0.066878981,0,0,0,0,0.694267516,0,0,0,0
1070040,4,1,4,2,1,3,15,1,2,15,6,21,28925,36,2026.50,1.71,803.47,7.01,0.761452031,0.176318064,0.062229905,0,0.560069144,0.007778738,0,0.002592913,0.007778738,0,0.002592913,0.419187554,0.007778738,0.266205704,0.560069144,0.165946413,0.319792567,0.012964564,0.020743302,0.007778738,0,0,0.007778738,0.002592913,0.002592913,0.560069144,0.065687122
1070070,3,3,10,2,2,5,5,1,1,18,4,15,17525,27,1232.50,1.80,649.07,7.03,0.834522111,0.148359486,0.017118402,0.039942939,0.547788873,0,0.034236805,0,0,0,0,0.378031384,0.021398003,0.099857347,0.547788873,0.330955777,0.426533524,0.025677603,0,0,0,0,0,0,0,0.547788873,0
1070140,4,3,10,2,4,1,4,4,1,5,2,4,22675,26,1300.00,6.50,872.12,5.73,0.85446527,0,0.14553473,0,0.965821389,0,0,0,0,0,0,0.034178611,0.007717751,0,0.992282249,0,0,0,0.003307607,0,0.004410143,0,0,0,0,0.992282249,0
1070270,3,2,10,2,4,4,5,4,1,15,3,15,35250,41,4698.50,2.73,859.76,13.33,0.943262411,0,0.056737589,0.876595745,0,0,0,0,0,0,0.010638298,0.112765957,0.370212766,0.629787234,0,0,0.910638298,0.010638298,0,0,0.068085106,0,0,0.010638298,0,0,0
1070300,1,3,10,2,4,4,7,1,1,34,5,29,20525,41,2457.50,1.41,500.61,11.97,0.934226553,0.065773447,0,0.097442144,0,0,0,0.007308161,0.021924482,0,0.014616322,0.858708892,0.131546894,0.795371498,0,0.073081608,0.236297199,0.632155907,0.054811206,0,0.019488429,0,0.021924482,0.028014616,0.007308161,0,0
1070310,4,3,10,2,4,1,6,1,1,10,3,7,26475,26,2810.50,3.71,1018.27,10.62,0.909348442,0,0.090651558,0.728989613,0,0,0,0,0,0.02266289,0,0.248347498,0.010387158,0.989612842,0,0,0.966949953,0,0.02266289,0,0.007554297,0.002832861,0,0,0,0,0
1070330,2,3,10,2,4,4,6,1,1,14,4,21,12350,35,1453.00,1.67,352.86,11.77,0.939271255,0.036437247,0.024291498,0,0.145748988,0.340080972,0.210526316,0,0,0,0,0.303643725,0.163967611,0.609311741,0.145748988,0.08097166,0.327935223,0,0.036437247,0.429149798,0.04048583,0,0,0.01417004,0,0.145748988,0.006072874
1070420,3,3,10,2,4,4,5,4,2,16,2,14,30925,48,3281.00,3.43,644.27,10.61,0.917542441,0.036378335,0.046079224,0,0,0,0,0,0.004850445,0,0,0.995149555,0.266774454,0.67178658,0.00323363,0.058205335,0.734842361,0,0,0.004850445,0.242522231,0,0.004850445,0.009700889,0,0.00323363,0
1070500,4,3,3,2,4,4,2,4,1,28,2,14,6825,40,748.50,2.86,170.63,10.97,1,0,0,0,0.21978022,0,0,0,0,0,0,0.78021978,0.095238095,0.641025641,0.263736264,0,0.021978022,0.014652015,0.582417582,0,0.073260073,0,0,0,0.043956044,0.263736264,0
1070600,4,3,10,2,4,1,4,4,0,11,7,21,20175,52,2193.50,2.48,387.98,10.87,0.841387856,0,0.158612144,0.565055762,0.05204461,0,0.074349442,0.007434944,0.011152416,0,0.007434944,0.282527881,0.148698885,0.799256506,0.05204461,0,0.788104089,0.007434944,0,0.003717472,0.118959108,0.003717472,0.011152416,0.007434944,0.007434944,0.05204461,0
1070660,4,3,17,2,4,3,5,4,1,10,2,10,13975,42,1527.50,4.20,332.74,10.93,0.951699463,0.032200358,0.016100179,0,0,0,0,0,0.010733453,0,0,0.989266547,0.239713775,0.760286225,0,0,0.733452594,0,0.239713775,0,0,0,0.010733453,0,0,0,0.016100179
1070670,3,3,10,2,3,5,7,4,2,7,5,19,14750,39,1222.75,2.05,378.21,8.29,0.901694915,0.098305085,0,0.074576271,0,0.005084746,0.006779661,0,0,0,0.005084746,0.908474576,0.049152542,0.150847458,0,0.8,0.906779661,0.028813559,0,0.045762712,0.013559322,0,0,0,0,0,0.005084746
1070790,4,3,17,2,1,7,2,4,1,17,5,17,7750,29,1046.50,1.71,267.24,13.50,0.922580645,0.077419355,0,0.025806452,0,0.3,0,0,0.038709677,0.038709677,0,0.596774194,0.122580645,0.8,0,0.077419355,0.103225806,0.416129032,0.038709677,0.387096774,0,0,0.038709677,0,0.016129032,0,0
1070880,2,3,10,2,4,4,6,1,1,14,3,11,5700,16,736.00,1.45,356.25,12.91,1,0,0,0,0,0,0,0,0.342105263,0,0.013157895,0.644736842,0.127192982,0.872807018,0,0,0.175438596,0.328947368,0,0.105263158,0.035087719,0,0.342105263,0.013157895,0,0,0
1070980,3,3,10,2,4,3,4,4,2,14,2,2,10275,24,580.00,12.00,428.13,5.64,1,0,0,0,0.97810219,0,0,0,0,0,0,0.02189781,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1071010,4,3,10,2,4,3,4,4,1,18,5,15,25100,48,2770.00,3.20,522.92,11.04,0.916334661,0.083665339,0,0.039840637,0.280876494,0.077689243,0,0,0.475099602,0,0,0.126494024,0,0.6812749,0.312749004,0.005976096,0.083665339,0.060756972,0,0.083665339,0,0,0.475099602,0,0,0.296812749,0
1071090,3,3,10,2,4,4,3,4,1,15,4,19,12275,33,1352.00,1.74,371.97,11.01,0.812627291,0.048879837,0.138492872,0.472505092,0,0,0.268839104,0.00610998,0,0,0,0.252545825,0.063136456,0.936863544,0,0,0.949083503,0,0,0,0.032586558,0,0.00610998,0,0.00610998,0,0.00610998
1071120,2,3,6,2,4,4,7,3,1,17,2,2,26200,24,2745.00,12.00,1091.67,10.48,0.954198473,0.045801527,0,0,0,0,0.954198473,0,0,0,0,0.045801527,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1071340,3,3,10,2,4,5,3,4,1,10,2,5,11700,24,753.00,4.80,487.50,6.44,0.91025641,0,0.08974359,0,0.858974359,0,0,0,0,0,0,0.141025641,0.008547009,0.132478632,0.858974359,0,0,0.132478632,0,0,0.008547009,0,0,0,0,0.858974359,0
1071460,1,1,4,2,4,7,6,4,1,25,2,3,26450,69,1935.50,23.00,383.33,7.32,1,0,0,0,0.663516068,0,0,0,0,0,0,0.336483932,0.086956522,0.24952741,0.663516068,0,0,0.24952741,0,0,0.086956522,0,0,0,0,0.663516068,0
