voter_id,SET_NO,OPP_SEX,age,HH_ND,HH_NR,HH_NI,MED_AGE,NH_WHITE,NH_AA,NH_ASIAN,NH_MULT,HISP,COMM_LT10,COMM_609P,MED_HH_INC,COMM_CAR,COMM_CP,COMM_PT,COMM_WALK,KIDS,M_MAR,F_MAR,ED_4COL,GENDER_F,GENDER_M,H_AFDLN3P,H_F1,H_M1,H_MFDLN3P,PARTY_D,PARTY_I,PARTY_R,VPP_08,VPP_12,VPR_08,VPR_10,VPR_12,VG_04,VG_06,VG_08,VG_10,VG_12,PP_PELIG,PR_PELIG,AP_PELIG,G_PELIG,E_PELIG,NL5G,NL3PR,NL5AP,NL2PP,REG_DAYS,UPSCALEBUY,UPSCALEMAL,UPSCALEFEM,BOOKBUYERI,FAMILYMAGA,FEMALEORIE,RELIGIOUSM,GARDENINGM,CULINARYIN,HEALTHFITN,DOITYOURSE,FINANCIALM,RELIGIOUSC,POLITICALC,MEDIANEDUC,CAND1S,CAND2S,MESSAGE_A,MESSAGE_A_REV,I3,CAND1_UND,CAND2_UND,MOVED_AD,MOVED_A,opposite,partition
405598,1,0,22,0,0,4,46,88,2,4,3,3,8,2,84476,90,6,0,0,20,71,60,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037,0,0,0,2,1,0,0,0,0,1,0,0,1,1,14,U,S,1,0,Y,Y,N,Y,1,0,T
308869,3,0,92,1,0,0,52,92,1,6,0,1,1,5,176953,85,1,4,0,20,81,73,60,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,50,100,80,100,90,5,3,4,1,3661,0,0,1,2,1,0,0,0,0,1,0,1,1,1,16,U,S,1,0,N,Y,N,Y,1,0,V
428521,2,0,32,0,2,0,37,54,37,1,7,2,21,5,50446,92,1,0,2,20,44,38,15,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,50,0,20,100,60,5,0,1,1,3435,0,0,0,2,1,0,0,0,0,1,0,0,0,0,12,S,S,1,0,N,N,N,N,0,1,T
367936,1,0,75,0,2,0,50,82,0,0,1,17,7,2,75577,87,11,0,0,20,63,72,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,100,50,5,0,0,0,6216,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,S,S,1,0,N,N,N,N,0,1,V
407654,1,0,37,0,1,2,34,58,32,2,2,6,15,20,59802,86,8,1,2,29,48,46,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,60,30,3,0,0,0,3430,0,0,0,2,1,0,0,0,0,1,0,0,1,1,12,S,U,1,0,Y,N,Y,Y,1,0,V
334149,2,0,49,3,0,0,37,87,5,0,3,6,3,13,87035,92,5,0,0,20,58,74,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,67,33,2,0,0,0,2071,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,S,S,1,0,N,N,N,N,0,1,T
395355,3,0,63,1,0,2,46,88,2,4,3,3,8,2,84476,90,6,0,0,20,71,60,37,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,100,50,5,0,0,0,3589,0,0,0,2,1,0,0,0,0,1,0,0,1,1,15,L,S,1,0,N,N,N,Y,1,0,T
331886,1,0,49,1,1,0,38,76,17,1,1,4,8,18,73618,86,9,2,1,29,71,59,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,33,13,1,0,0,0,2514,0,0,0,1,1,0,0,0,0,1,0,0,0,1,12,S,S,1,0,N,N,N,N,0,1,V
161987,2,0,37,1,1,0,32,64,30,4,0,2,4,8,81506,87,6,4,0,20,54,46,33,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,0,0,0,2,1,0,0,0,0,1,0,0,1,1,12,S,S,1,0,N,N,N,N,0,1,V
299236,3,0,28,2,0,1,33,31,61,5,2,1,27,5,28730,36,9,13,33,17,15,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,U,S,1,0,Y,Y,N,Y,1,0,V
16872,3,0,60,0,2,0,55,72,21,1,1,5,5,7,41591,83,7,10,0,9,43,38,5,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,100,33,60,100,80,5,1,3,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,12,S,S,1,0,N,N,N,N,0,1,T
193278,3,0,18,1,0,2,38,85,4,4,8,0,16,5,84333,84,8,4,1,11,52,50,44,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,0,0,1,2,1,0,0,0,0,1,0,1,1,1,15,U,S,1,0,Y,Y,N,Y,1,0,T
457602,2,0,59,3,0,1,25,62,26,7,2,2,9,12,58145,78,18,2,0,31,48,51,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,80,40,4,0,0,0,5908,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,L,S,1,0,N,N,N,Y,1,0,T
7960,2,0,30,3,1,0,38,85,4,4,8,0,16,5,84333,84,8,4,1,11,52,50,44,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,50,33,40,100,70,5,1,2,1,3521,0,0,1,2,1,0,0,0,0,1,0,1,1,1,15,L,S,1,0,N,N,N,Y,1,0,V
414080,2,0,56,3,0,1,32,64,30,4,0,2,4,8,81506,87,6,4,0,20,54,46,33,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,50,0,20,100,60,5,0,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,1,1,13,U,S,1,0,N,Y,N,Y,1,0,T
210003,3,0,79,0,2,0,39,37,55,2,1,6,35,4,22381,66,12,4,5,14,40,18,10,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,33,20,100,60,5,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,12,S,S,1,0,N,N,N,N,0,1,T
157811,1,0,44,3,0,0,36,78,5,12,1,3,13,6,57414,78,11,5,0,19,57,49,32,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,50,33,40,80,60,4,1,2,1,0,0,0,0,2,1,0,0,0,0,1,0,0,1,1,12,L,S,1,0,N,N,N,Y,1,0,V
624203,2,0,62,2,0,1,50,89,3,6,1,1,23,7,76923,80,11,0,4,11,65,58,30,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,50,0,20,100,60,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,U,S,1,0,N,Y,N,Y,1,0,T
569963,3,0,61,0,0,1,47,87,4,0,0,7,14,2,46316,82,7,0,6,13,61,55,20,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7209,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,L,L,1,0,Y,N,N,Y,1,0,V
62547,2,0,82,0,1,1,45,87,4,4,3,3,11,7,95272,86,6,2,0,20,63,62,31,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,100,33,60,100,80,5,1,3,2,0,0,0,1,2,1,0,0,0,0,1,0,1,1,1,15,S,S,1,0,N,N,N,N,0,1,T
429063,2,0,39,1,0,1,50,88,5,4,2,0,18,10,90972,87,4,2,1,17,59,49,40,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,50,100,80,100,90,5,3,4,1,6546,0,0,0,2,1,0,0,0,0,1,0,0,1,1,16,U,L,1,0,N,Y,N,Y,1,0,T
245782,2,0,48,2,5,0,34,58,32,2,2,6,15,20,59802,86,8,1,2,29,48,46,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,100,50,1,0,0,0,1177,0,0,0,2,1,0,0,0,0,1,0,0,1,1,12,S,S,1,0,N,N,N,N,0,1,T
444034,2,0,57,0,1,0,34,58,27,3,6,6,6,6,51797,92,5,1,1,19,42,36,17,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5654,0,0,0,1,0,0,0,0,0,1,0,0,1,1,12,S,S,1,0,N,N,N,N,0,1,T
104388,1,0,56,0,1,1,45,87,9,2,1,1,24,2,59931,75,10,1,0,21,67,63,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,100,50,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,S,S,1,0,Y,N,N,N,0,1,T
38492,3,0,57,2,0,0,46,88,2,4,3,3,8,2,84476,90,6,0,0,20,71,60,37,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,33,20,100,60,5,1,1,0,13689,0,0,0,2,1,0,0,0,0,1,0,0,1,1,15,L,S,1,0,N,N,N,Y,1,0,V
150814,1,0,51,0,3,0,37,61,34,0,0,4,26,2,59954,79,21,0,0,7,20,64,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,100,33,60,80,70,4,1,3,2,3513,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,S,S,1,0,N,N,N,N,0,1,T
220644,1,0,39,1,0,1,42,45,35,0,2,14,19,4,48542,78,19,0,0,17,53,53,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,L,S,1,0,Y,N,N,Y,1,0,T
461352,1,0,31,2,0,0,50,88,5,4,2,0,18,10,90972,87,4,2,1,17,59,49,40,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,33,33,33,33,1,1,1,0,2157,0,0,0,2,1,0,0,0,0,1,0,0,1,1,13,L,S,1,0,N,N,N,Y,1,0,T
413553,2,0,84,1,0,0,41,23,64,7,2,3,5,7,58950,76,5,11,3,25,50,54,15,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,33,20,100,60,5,1,1,0,7826,0,0,4,9,6,2,0,5,2,7,5,9,0,0,12,U,S,1,0,N,Y,N,Y,1,0,T
391978,2,0,43,2,0,0,38,85,4,4,8,0,16,5,84333,84,8,4,1,11,52,50,44,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,100,50,5,0,0,0,4194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,U,S,1,0,N,Y,N,Y,1,0,V
58607,3,0,50,1,1,1,50,88,5,4,2,0,18,10,90972,87,4,2,1,17,59,49,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,40,20,2,0,0,0,6360,0,0,0,2,1,0,0,0,0,1,0,0,1,1,13,L,U,1,0,Y,N,Y,Y,1,0,V
535688,1,0,45,1,1,0,42,45,35,0,2,14,19,4,48542,78,19,0,0,17,53,53,5,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,50,33,40,100,70,5,1,2,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,12,U,S,1,0,N,Y,N,Y,1,0,T
337694,2,0,20,4,0,0,36,65,26,0,2,6,19,15,37772,85,9,2,1,23,50,35,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,100,1,0,0,0,538,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11,U,S,1,0,N,Y,N,Y,1,0,T
89451,2,0,36,0,1,1,34,58,27,3,6,6,6,6,51797,92,5,1,1,19,42,36,17,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,80,40,4,0,0,0,4535,0,0,0,1,0,0,0,0,0,1,0,0,1,1,12,S,S,1,0,N,N,N,N,0,1,T
316540,2,0,75,3,0,0,50,89,3,6,1,1,23,7,76923,80,11,0,4,11,65,58,30,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,50,0,20,80,50,4,0,1,1,12421,0,1,0,4,0,0,0,0,2,1,0,0,0,0,13,U,S,1,0,N,Y,N,Y,1,0,T
301280,2,0,46,2,0,0,37,54,37,1,7,2,21,5,50446,92,1,0,2,20,44,38,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,67,40,2,0,0,0,1970,0,0,0,2,1,0,0,0,0,1,0,0,0,0,12,L,S,1,0,N,N,N,Y,1,0,V
21814,1,0,43,1,0,1,44,88,9,2,1,0,6,15,50156,71,12,0,0,18,55,47,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517,0,0,0,1,0,0,0,1,0,0,1,0,0,0,12,L,S,1,0,Y,N,N,N,0,1,V
273236,3,0,65,2,0,0,34,63,29,4,0,3,7,15,92170,88,6,3,0,25,58,60,24,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,50,33,40,100,70,5,1,2,1,7811,0,0,1,2,1,0,0,0,0,1,0,0,1,1,12,L,S,1,0,N,N,N,Y,1,0,T
144441,1,0,29,1,0,0,34,58,27,3,6,6,6,6,51797,92,5,1,1,19,42,36,17,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,0,0,0,1,0,0,0,0,0,1,0,0,1,1,12,S,S,1,0,N,N,N,N,0,1,V
234783,2,0,79,0,1,1,45,87,4,4,3,3,11,7,95272,86,6,2,0,20,63,62,31,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,40,20,2,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,1,1,14,L,L,1,0,Y,N,N,Y,1,0,V
39225,3,0,18,4,0,0,46,88,2,4,3,3,8,2,84476,90,6,0,0,20,71,60,37,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,0,0,0,2,1,0,0,0,0,1,0,0,1,1,14,L,S,1,0,N,N,N,Y,1,0,V
161807,2,0,46,2,0,2,32,67,12,14,2,5,9,5,125154,76,11,3,4,19,43,43,34,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,60,30,3,0,0,0,6453,0,0,1,2,1,0,0,0,0,1,0,0,1,1,12,L,S,1,0,Y,N,N,Y,1,0,T
352262,2,0,50,2,0,0,41,23,64,7,2,3,5,7,58950,76,5,11,3,25,50,54,15,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,50,0,20,100,60,5,0,1,1,4536,0,0,0,1,1,0,0,0,0,1,0,0,1,1,12,U,S,1,0,N,Y,N,Y,1,0,T
471043,3,0,82,1,0,0,33,63,9,1,4,24,35,4,100145,57,36,1,0,11,41,45,13,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,100,50,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,U,U,1,0,N,Y,Y,N,0,1,V
121796,2,0,37,1,0,1,38,85,4,4,8,0,16,5,84333,84,8,4,1,11,52,50,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,80,40,4,0,0,0,3459,0,0,1,2,1,0,0,0,0,1,0,1,1,1,13,U,L,1,0,N,Y,N,Y,1,0,T
521439,2,0,49,0,2,2,40,42,45,1,2,7,5,13,57830,69,8,19,0,11,24,34,30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,1,0,0,0,0,0,1,0,0,0,0,13,S,L,1,0,N,N,N,Y,1,0,V
165814,1,0,43,2,0,0,50,88,5,4,2,0,18,10,90972,87,4,2,1,17,59,49,40,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,33,20,100,60,5,1,1,0,8560,0,0,0,2,1,0,0,0,0,1,0,0,1,1,15,L,S,1,0,N,N,N,Y,1,0,T
108455,1,0,79,2,0,1,36,78,5,12,1,3,13,6,57414,78,11,5,0,19,57,49,32,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,50,67,60,80,70,4,2,3,1,20973,0,0,0,2,1,0,0,0,0,1,0,0,1,1,12,U,S,1,0,N,Y,N,Y,1,0,T
65796,3,0,56,0,3,3,34,58,32,2,2,6,15,20,59802,86,8,1,2,29,48,46,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,33,13,1,0,0,0,2463,0,0,0,2,1,0,0,0,0,1,0,0,1,1,13,S,S,1,0,N,N,N,N,0,1,V
518287,3,0,61,1,0,1,40,42,45,1,2,7,5,13,57830,69,8,19,0,11,24,34,30,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,50,100,80,60,70,3,3,4,1,3590,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,U,S,1,0,N,Y,N,Y,1,0,V
162778,2,0,48,0,0,3,41,61,23,3,1,10,12,4,61152,90,9,0,0,20,65,59,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,100,50,2,0,0,0,1413,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,S,S,1,0,Y,N,N,N,0,1,T
146189,3,0,78,1,1,0,39,37,55,2,1,6,35,4,22381,66,12,4,5,14,40,18,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,33,20,80,50,4,1,1,0,10016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,U,S,1,0,N,Y,N,Y,1,0,T
129005,2,0,21,3,0,0,34,58,32,2,2,6,15,20,59802,86,8,1,2,29,48,46,17,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,0,0,2,1,0,0,0,0,1,0,0,1,1,13,S,S,1,0,N,N,N,N,0,1,T
560957,2,0,58,2,1,0,38,76,17,1,1,4,8,18,73618,86,9,2,1,29,71,59,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,20,1,0,0,0,1972,0,0,0,1,1,0,0,0,0,1,0,0,0,0,12,S,L,1,0,N,N,N,N,0,1,T
253592,2,0,45,2,0,0,36,78,5,12,1,3,13,6,57414,78,11,5,0,19,57,49,32,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,60,30,3,0,0,0,4904,0,0,0,2,1,0,0,0,0,1,0,0,1,1,13,L,S,1,0,N,N,N,Y,1,0,T
105151,2,0,65,3,0,0,38,85,4,4,8,0,16,5,84333,84,8,4,1,11,52,50,44,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,67,40,100,70,5,2,2,0,13060,0,0,1,2,1,0,0,0,0,1,0,1,1,1,15,U,S,1,0,N,Y,N,Y,1,0,V
383990,2,0,55,2,1,0,41,23,64,7,2,3,5,7,58950,76,5,11,3,25,50,54,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,100,50,5,0,0,0,6507,0,0,0,1,1,0,0,0,0,1,0,0,1,1,12,S,S,1,0,N,N,N,N,0,1,V
341224,3,0,61,1,3,0,40,42,45,1,2,7,5,13,57830,69,8,19,0,11,24,34,30,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,50,100,80,100,90,5,3,4,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,13,U,U,1,0,N,Y,Y,N,0,1,V
591418,3,0,67,1,1,0,37,54,37,1,7,2,21,5,50446,92,1,0,2,20,44,38,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,50,1,0,0,0,880,0,0,0,2,1,0,0,0,0,1,0,0,0,1,12,U,S,1,0,N,Y,N,Y,1,0,T
98619,2,0,37,0,2,0,39,37,55,2,1,6,35,4,22381,66,12,4,5,14,40,18,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,33,20,1,0,0,0,2001,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,S,S,1,0,N,N,N,N,0,1,T
413851,3,0,29,2,1,0,38,85,4,4,8,0,16,5,84333,84,8,4,1,11,52,50,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,0,1,2,1,0,0,0,0,1,0,1,1,1,15,S,S,1,0,N,N,N,N,0,1,T
294527,3,0,56,3,1,1,37,54,37,1,7,2,21,5,50446,92,1,0,2,20,44,38,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,80,40,4,0,0,0,13653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,U,L,1,0,N,Y,N,N,0,1,T
594723,2,0,85,9,5,9,46,88,2,4,3,3,8,2,84476,90,6,0,0,20,71,60,37,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,50,0,20,0,11,0,0,1,1,2891,0,0,0,2,1,0,0,0,0,1,0,0,1,1,15,S,S,1,0,N,N,N,N,0,1,T
610283,1,0,74,0,1,0,45,87,4,4,3,3,11,7,95272,86,6,2,0,20,63,62,31,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,50,33,40,100,70,5,1,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,1,13,S,S,1,0,N,N,N,N,0,1,V
20987,1,0,59,0,0,3,38,76,17,1,1,4,8,18,73618,86,9,2,1,29,71,59,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,L,L,1,0,Y,N,N,N,0,1,T
520131,3,0,52,3,0,1,44,91,5,0,0,4,31,0,44375,82,6,0,7,18,61,66,9,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,50,33,40,100,70,5,1,2,1,6005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,U,L,1,0,N,Y,N,Y,1,0,T
142527,2,36,44,3,0,0,44,88,6,1,2,2,16,6,120417,74,7,0,9,21,56,50,54,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,50,67,60,80,70,4,2,3,1,9438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,S,S,1,0,N,N,N,N,0,1,T
156530,2,0,66,0,1,0,32,64,30,4,0,2,4,8,81506,87,6,4,0,20,54,46,33,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,40,20,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,1,12,S,S,1,0,N,N,N,N,0,1,V
223198,1,0,73,1,0,0,42,45,35,0,2,14,19,4,48542,78,19,0,0,17,53,53,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,S,S,1,0,N,N,N,N,0,1,V
509572,3,0,58,1,2,0,32,67,12,14,2,5,9,5,125154,76,11,3,4,19,43,43,34,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,12,S,U,1,0,N,N,Y,Y,1,0,V
564871,3,0,60,6,0,1,25,62,26,7,2,2,9,12,58145,78,18,2,0,31,48,51,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,1,0,0,0,0,0,1,0,0,0,0,13,U,S,1,0,Y,Y,N,N,0,1,T
489944,1,0,59,2,0,0,42,45,35,0,2,14,19,4,48542,78,19,0,0,17,53,53,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,60,30,3,0,0,0,4449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,L,L,1,0,N,N,N,N,0,1,T
396324,1,0,67,2,0,1,55,72,21,1,1,5,5,7,41591,83,7,10,0,9,43,38,5,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,50,67,60,100,80,5,2,3,1,4549,0,0,0,1,1,0,0,0,0,1,0,0,1,1,12,L,S,1,0,N,N,N,Y,1,0,T
455642,3,0,78,0,2,0,37,61,34,0,0,4,26,2,59954,79,21,0,0,7,20,64,11,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,100,100,100,100,100,4,3,5,2,3379,0,0,0,1,0,0,0,0,0,1,0,0,0,1,11,S,S,1,0,N,N,N,N,0,1,V
200104,3,0,73,1,2,1,42,45,35,0,2,14,19,4,48542,78,19,0,0,17,53,53,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,50,50,100,75,2,1,1,0,1568,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,S,S,1,0,N,N,N,N,0,1,T
419064,2,0,78,0,0,1,56,98,0,0,2,1,15,10,64750,96,0,0,0,4,59,74,26,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,33,20,80,50,4,1,1,0,6433,0,0,0,1,1,0,0,0,0,1,0,0,0,0,12,S,S,1,0,Y,N,N,N,0,1,T
253459,2,0,45,1,0,0,32,64,30,4,0,2,4,8,81506,87,6,4,0,20,54,46,33,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,20,1,0,0,0,1982,0,0,0,2,1,0,0,0,0,1,0,0,1,1,13,U,L,1,0,N,Y,N,N,0,1,T
502885,3,0,81,1,1,0,38,85,4,4,8,0,16,5,84333,84,8,4,1,11,52,50,44,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,50,0,20,60,40,3,0,1,1,13698,0,0,1,2,1,0,0,0,0,1,0,1,1,1,15,L,S,1,0,N,N,N,Y,1,0,T
208354,3,0,60,0,2,0,34,63,29,4,0,3,7,15,92170,88,6,3,0,25,58,60,24,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,33,33,100,67,3,1,1,0,2085,0,0,1,2,1,0,0,0,0,1,0,0,1,1,12,S,S,1,0,N,N,N,N,0,1,V
96764,2,0,47,0,4,1,32,64,30,4,0,2,4,8,81506,87,6,4,0,20,54,46,33,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,50,33,40,100,70,5,1,2,1,4716,0,0,0,2,1,0,0,0,0,1,0,0,1,1,14,S,S,1,0,N,N,N,N,0,1,V
350410,3,0,20,0,3,1,46,87,8,0,0,5,10,1,56196,74,22,1,1,16,61,54,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,100,50,1,0,0,0,1139,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,S,S,1,0,N,N,N,N,0,1,T
268484,1,0,23,1,1,0,34,63,29,4,0,3,7,15,92170,88,6,3,0,25,58,60,24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265,0,0,1,2,1,0,0,0,0,1,0,0,1,1,12,S,S,1,0,N,N,N,N,0,1,T
248346,3,0,67,0,0,1,41,23,64,7,2,3,5,7,58950,76,5,11,3,25,50,54,15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2759,0,0,0,1,1,0,0,0,0,1,0,0,1,1,12,L,L,1,0,Y,N,N,Y,1,0,V
