ID#,balance,qual_miles,cc1_miles,cc2_miles,cc3_miles,bonus_miles,bonus_trans,flight_miles_12mo,flight_trans_12,days_since_enroll,award?
517,9800,589,1,1,1,10348,34,3000,25,6651,1
518,148318,0,4,1,1,51197,22,350,2,6648,1
519,26149,0,1,1,1,5190,6,0,0,6646,0
520,76933,0,4,1,1,28075,17,0,0,6646,0
521,346178,0,5,1,1,63803,16,0,0,6645,0
522,22878,0,1,1,1,9039,32,0,0,6641,1
523,66741,2880,5,1,1,71921,30,2600,7,6638,1
524,134060,0,4,1,1,46606,13,0,0,6637,0
525,3305,0,1,1,1,31465,24,1700,10,6633,1
526,28930,0,1,1,1,8185,17,0,0,6630,0
527,208519,0,1,1,1,4040,6,450,2,6627,0
528,58951,0,4,1,1,47994,15,500,1,6625,0
529,25395,0,1,1,1,2000,1,0,0,6624,0
530,109248,0,1,1,1,6828,11,0,0,6618,1
531,43387,0,1,1,1,4942,13,0,0,6613,0
532,52423,0,4,1,1,26926,13,0,0,6611,1
533,26858,500,4,1,1,34308,17,900,3,6606,1
534,5410,0,4,1,1,45890,22,0,0,6603,1
535,18177,0,3,1,1,12040,12,0,0,6690,1
536,413509,0,1,1,1,2500,1,0,0,6598,1
537,98472,1776,5,1,1,124421,45,10250,28,6621,1
538,86520,3445,5,1,1,64450,20,1000,2,6592,1
539,16648,0,1,1,1,625,4,0,0,6588,0
540,267404,0,5,1,1,263685,51,3000,6,6584,1
541,31478,0,3,1,1,18885,18,0,0,6578,1
542,17445,0,1,1,1,4500,3,500,1,6576,1
543,49052,0,4,1,1,46718,17,0,0,6575,1
544,21689,0,1,1,1,0,0,0,0,6570,0
545,18302,0,1,1,1,2197,10,0,0,6569,0
546,26220,0,1,1,1,2775,11,0,0,6647,0
547,59552,0,1,1,1,7551,22,0,0,6473,1
548,34962,0,1,1,1,252,3,0,0,6208,0
549,16153,0,1,1,1,180,1,0,0,6491,0
550,28931,0,1,1,1,6500,4,500,1,6354,1
551,202636,0,1,1,1,19000,5,0,0,6119,1
552,153962,0,5,1,1,90992,21,0,0,6567,1
553,63311,0,4,1,1,25048,14,0,0,6634,1
554,8561,0,1,1,1,2050,8,1300,2,6675,1
555,256219,0,3,1,1,29823,33,6568,16,6561,1
556,122700,0,3,1,1,18604,13,0,0,6556,0
557,81419,0,2,1,1,7769,12,350,1,6599,1
558,13873,0,1,1,1,4833,20,0,0,6519,0
559,148,0,1,1,1,190,2,0,0,6507,0
560,178919,0,3,1,1,23387,17,0,0,6555,1
562,19702,0,1,1,1,3000,1,0,0,6554,1
563,18820,0,1,1,1,0,0,0,0,6549,0
564,213849,0,1,1,1,500,1,0,0,6549,1
565,28077,0,1,1,1,735,6,500,1,6575,0
566,4528,0,1,1,1,290,1,0,0,6565,0
567,40418,0,3,1,1,12678,12,0,0,6541,1
568,380930,0,2,2,1,22485,25,213,1,6539,1
569,176849,0,1,1,1,7700,11,950,4,6539,1
570,71235,0,4,1,1,41004,14,0,0,6535,0
571,76446,0,5,1,1,63811,17,0,0,6550,1
572,148915,0,3,1,1,23522,16,650,2,6532,1
573,65034,0,3,1,1,14331,16,800,3,6541,0
574,35738,0,4,1,1,41264,16,0,0,6526,1
575,313,0,1,1,1,1600,1,0,0,6525,0
576,55703,0,1,1,1,0,0,0,0,6520,0
577,11613,0,1,1,1,2000,1,0,0,6519,1
578,65672,0,4,1,1,29089,13,0,0,6529,0
579,84785,0,1,1,1,4570,14,0,0,6514,0
580,30592,862,1,1,1,2602,7,0,0,6512,0
581,99293,0,5,1,1,81040,23,1000,2,6508,1
582,51830,0,1,1,1,0,0,0,0,6507,0
583,20126,0,5,1,1,78999,28,800,3,6506,1
584,3294,0,1,1,1,1330,2,0,0,6498,0
585,11143,0,1,1,1,2800,6,800,5,6529,1
586,8250,0,1,1,1,250,2,0,0,6486,0
587,117670,0,5,1,1,53043,19,550,1,6505,0
588,49454,0,2,1,1,9548,22,250,1,6501,0
589,58421,0,1,1,1,1000,1,0,0,6532,0
590,33443,0,1,1,1,0,0,0,0,6476,0
591,13886,0,1,1,1,0,0,0,0,6465,0
592,15349,0,1,1,1,250,2,0,0,6457,0
593,78712,0,1,1,1,0,0,0,0,6433,0
594,89742,0,4,1,1,39073,13,0,0,6498,0
595,31311,0,1,1,1,3961,10,0,0,6494,0
596,133445,8264,1,1,1,3375,13,0,0,6492,1
597,136161,0,1,1,1,6032,15,0,0,6463,0
599,9998,0,1,1,1,0,0,0,0,6448,0
600,37904,0,3,1,1,19052,17,0,0,6487,1
601,41243,0,4,1,1,27971,7,300,1,6483,0
602,54011,1604,3,1,1,38380,20,5780,4,6487,1
603,5351,0,1,1,1,100,1,0,0,6450,0
604,23334,0,1,1,1,0,0,0,0,6441,0
605,11255,0,1,1,1,0,0,0,0,6428,0
606,48127,0,4,1,1,41447,28,0,0,6421,1
607,329497,0,5,1,1,57264,12,0,0,6484,1
608,158895,0,4,1,1,41954,15,0,0,6525,0
609,34540,0,4,1,1,27882,13,0,0,6494,0
610,117623,0,5,1,1,86582,26,1000,6,6477,1
611,126409,0,4,1,1,28460,13,0,0,6478,0
612,112843,0,3,1,1,16137,14,0,0,6472,1
613,117240,0,1,1,1,1200,3,700,2,6471,1
614,7216,0,3,1,1,21419,18,0,0,6470,1
615,26412,0,1,1,1,5086,2,0,0,6552,0
616,427528,0,4,1,1,35098,16,1600,3,6465,0
617,1846,0,1,1,1,450,1,0,0,6471,0
618,45830,0,2,1,1,23404,10,0,0,6459,0
619,179042,0,1,1,1,25078,50,3350,15,6456,1
620,41487,500,1,1,1,10885,7,0,0,6451,1
621,39601,0,1,1,1,3733,9,0,0,6450,1
622,46142,0,3,1,1,14445,13,0,0,6452,1
623,110277,0,4,1,1,37110,18,1500,3,6445,1
625,122928,0,3,1,1,12211,14,0,0,6443,0
626,146599,0,3,1,1,16463,16,1000,2,6444,1
627,338656,0,4,1,1,52908,16,0,0,6444,0
628,54125,0,4,1,1,48874,17,450,3,6463,1
629,29861,0,4,1,1,28190,15,0,0,6407,1
630,126148,0,2,1,1,6273,8,0,0,6435,0
631,62080,2975,2,1,1,19113,32,10650,28,6434,1
632,175131,0,5,1,1,53495,15,0,0,6431,1
633,365918,0,5,1,1,83752,23,1373,7,6429,1
634,105547,0,3,1,1,24973,26,500,1,6415,0
635,67615,0,3,1,1,14168,13,0,0,6413,0
636,33554,0,4,1,1,27410,16,350,1,6428,1
637,163083,0,1,1,1,3825,9,450,4,6428,0
638,747983,0,4,1,1,26117,15,50,1,6427,1
639,415070,588,5,1,1,153183,41,3802,20,6423,1
640,18111,0,1,1,1,4625,26,0,0,6463,0
641,41526,0,1,1,1,0,0,0,0,6406,0
642,38021,0,1,1,1,5538,9,0,0,6407,0
643,17500,0,1,1,1,0,0,0,0,6400,0
644,5906,0,1,1,1,280,1,0,0,6395,0
645,70133,0,2,1,1,7396,16,0,0,6392,0
646,32010,0,1,1,1,12315,6,650,2,6421,1
647,82605,0,3,1,1,23049,15,0,0,6417,0
648,77285,0,5,1,1,63841,32,0,0,6417,1
649,15219,0,1,1,1,0,0,0,0,6427,1
650,54889,0,2,1,1,13150,4,0,0,6438,0
651,8910,0,1,1,1,150,1,150,1,6413,0
652,49891,0,1,1,1,500,1,500,1,6392,0
653,10484,0,1,1,1,0,0,0,0,6375,0
654,15496,0,1,1,1,0,0,0,0,6324,0
655,16714,0,1,1,1,0,0,0,0,6214,0
656,25835,0,3,1,1,15153,15,0,0,6142,1
657,3487,0,1,1,1,710,1,0,0,6059,0
658,347096,0,1,1,1,12000,6,0,0,6408,1
659,155962,1199,3,1,1,16510,16,50,1,6406,1
660,160572,0,1,1,1,8163,18,500,1,6403,1
661,257068,2586,1,1,1,5900,4,400,1,6420,1
662,48410,0,4,1,1,37869,16,500,1,6395,1
663,33269,0,1,1,1,4675,10,200,1,6396,0
664,25685,0,1,1,1,185,3,0,0,6382,0
665,50500,0,1,1,1,4765,14,0,0,6380,0
666,97486,0,3,1,1,22707,15,0,0,6387,0
667,323459,0,1,1,1,12000,8,1500,3,6378,1
668,11821,0,1,1,1,10697,10,0,0,6387,1
669,37039,0,4,1,1,29976,18,0,0,6375,0
670,28306,0,1,1,1,233,3,0,0,6371,0
671,109532,0,5,1,1,128048,53,7939,26,6372,1
672,91974,0,3,1,1,19223,18,500,1,6372,1
673,65823,0,4,1,1,28208,19,300,3,6373,1
675,104824,0,3,1,1,14582,15,0,0,6366,0
676,16061,0,1,1,1,2750,11,0,0,6366,0
677,55237,0,2,1,1,5547,14,0,0,6358,0
678,10491,0,1,1,1,5025,11,150,1,6357,0
679,192334,0,4,1,1,33950,21,1450,4,6366,1
680,45501,0,4,1,1,49656,17,316,1,6375,1
681,18661,0,1,1,1,0,0,0,0,6352,0
682,89668,0,4,1,1,29130,14,0,0,6350,0
683,53327,0,1,1,1,8650,6,650,2,6350,1
684,133143,0,4,1,1,43643,14,50,1,6385,0
685,22268,0,3,1,1,23582,15,200,1,6339,1
686,26556,3490,1,1,1,2845,14,720,4,6339,1
687,9601,0,3,1,1,20467,16,0,0,6338,1
688,280561,0,3,1,1,12154,13,0,0,6337,0
689,146248,0,1,1,1,2900,4,1400,3,6333,0
690,9483,0,1,1,1,1000,1,0,0,6340,0
691,119082,5051,1,1,1,4230,17,3600,14,6340,1
692,232171,0,3,1,1,22258,30,650,2,6340,1
693,369816,1745,4,1,1,46942,35,7266,17,6340,1
694,37381,0,1,1,1,6091,16,0,0,6332,0
695,173543,0,5,1,1,92752,25,0,0,6329,1
696,31211,0,1,1,1,280,4,100,1,6330,0
697,47780,0,5,1,1,88773,20,250,2,6329,1
698,79479,0,3,1,1,23167,13,0,0,6118,0
699,81960,0,4,1,1,37072,22,700,7,6326,0
700,20162,0,1,1,1,2750,15,0,0,6324,0
701,105683,0,4,1,1,28386,17,0,0,6361,0
702,234327,0,4,1,1,30406,28,150,2,6319,1
703,463494,0,3,1,1,27390,17,750,1,6323,1
704,17334,0,1,1,1,6783,27,50,1,6318,0
705,57909,0,1,1,1,5150,4,0,0,6323,0
706,17949,0,1,1,1,0,0,0,0,6312,0
707,529477,0,2,1,1,31624,28,2098,5,6311,1
708,71543,0,1,1,1,0,0,0,0,6305,0
709,111897,0,3,1,1,14728,14,0,0,6310,0
710,61598,0,1,1,1,0,0,0,0,6311,0
711,417875,0,4,1,1,44472,18,0,0,6308,0
712,340874,0,5,1,1,68090,43,5676,27,6305,1
713,32774,0,1,1,1,0,0,0,0,6304,1
714,242910,1115,5,1,1,103935,18,500,1,6296,1
715,137843,0,4,1,1,45416,24,250,1,6302,1
716,30530,0,1,1,1,5590,12,2950,9,6298,1
717,30973,0,1,1,1,0,0,0,0,6298,0
718,238749,0,1,1,1,7134,14,3134,12,6297,1
719,16803,0,1,1,1,1287,6,0,0,6291,0
720,23553,810,1,1,1,1587,4,487,2,6295,1
721,48161,0,4,1,1,41174,24,0,0,6294,1
722,21616,0,1,1,1,0,0,0,0,6291,0
723,13114,0,2,1,1,14029,13,0,0,6289,1
724,117120,0,4,1,1,41278,17,500,1,6288,0
725,52987,0,3,1,1,17510,15,0,0,6289,0
726,150176,0,4,1,1,29999,17,400,1,6284,0
727,19002,0,3,1,1,22675,21,0,0,6277,1
728,60976,0,5,1,1,97318,31,7000,14,6282,1
729,50675,0,1,1,1,1100,2,100,1,6282,0
730,65466,0,2,1,1,5488,13,0,0,6280,0
731,64280,0,3,1,1,21721,18,0,0,6280,1
732,14523,0,1,1,1,4197,4,0,0,6276,1
733,384470,0,3,1,1,20468,16,0,0,6280,1
734,9157,0,1,1,1,75,2,0,0,6274,0
735,151904,733,5,1,1,76440,25,950,8,6273,1
736,13781,0,4,1,1,48914,19,500,1,6269,1
737,40567,0,3,1,1,18122,16,0,0,6268,0
738,43090,0,3,1,1,11411,10,0,0,6259,0
739,1875,0,1,1,1,1250,3,0,0,6266,0
740,126555,0,4,1,1,41253,19,0,0,6280,1
741,16472,0,4,1,1,45517,12,0,0,6262,1
742,21270,0,1,1,1,318,10,0,0,6256,0
743,33410,0,1,1,1,818,12,0,0,6255,0
744,15750,0,1,1,1,1065,3,0,0,6254,1
745,104665,0,2,1,1,9547,12,0,0,6249,0
746,86285,0,5,1,1,61274,14,0,0,6249,1
747,41967,0,1,1,1,2125,10,0,0,6247,0
748,35026,0,1,1,1,9799,27,500,1,6247,0
749,138411,0,5,1,1,53843,14,0,0,6247,0
750,127693,0,3,1,1,17383,15,0,0,6246,1
751,52050,0,4,1,1,43190,14,0,0,6245,1
752,37162,0,1,1,1,0,0,0,0,6241,0
753,440265,4081,1,1,1,22750,15,1250,10,6234,1
754,66572,0,2,1,1,8048,14,450,2,6240,1
755,237093,0,4,1,1,42020,15,0,0,6240,0
756,79561,0,1,1,1,6333,12,400,2,6231,0
757,131528,0,2,1,1,10365,17,500,1,6227,0
758,11820,0,1,1,1,2045,5,0,0,6227,0
759,20810,0,1,1,1,1713,13,0,0,6225,0
760,189423,0,5,1,1,63584,31,600,1,6476,0
761,96477,0,1,1,1,2987,13,0,0,6221,1
762,106471,0,1,1,1,8444,5,100,1,6220,0
763,33374,0,3,1,1,20441,13,0,0,6214,1
764,210018,0,4,1,1,48914,16,0,0,6217,1
765,26740,0,1,1,1,619,7,0,0,6213,0
766,244216,0,4,1,1,39166,14,0,0,6214,0
767,76737,0,4,1,1,34648,31,0,0,6211,0
768,20999,0,3,1,1,15914,13,0,0,6206,1
769,43179,0,3,1,1,11915,6,0,0,6214,1
770,119214,0,2,1,1,10028,16,0,0,6205,1
771,14988,0,1,1,1,2100,10,0,0,6203,0
772,21334,0,1,1,1,5472,20,0,0,6200,0
773,104307,0,4,1,1,51769,24,450,1,6197,0
774,34357,0,5,1,1,73622,25,100,1,6198,1
775,231437,0,3,1,1,31266,26,1550,4,6340,0
776,14662,0,1,1,1,1110,12,0,0,6197,0
777,13144,0,3,1,1,18615,18,0,0,6196,1
778,10978,0,3,1,1,14313,11,0,0,6193,1
779,150698,0,4,1,1,43589,20,1200,4,6193,0
780,18035,0,1,1,1,811,2,0,0,6193,0
781,194604,0,2,1,1,6606,10,0,0,6190,0
782,117852,2376,1,1,1,11406,21,3850,13,6186,1
783,32356,0,3,1,1,22918,19,0,0,6571,0
784,44247,948,4,1,1,40939,26,0,0,6184,1
785,23431,0,1,1,1,3546,10,0,0,6182,0
786,37773,0,2,1,1,8436,15,0,0,6179,1
787,245758,0,1,1,1,2750,4,750,2,6179,0
788,63587,0,1,1,1,500,1,500,1,6184,0
789,15088,0,1,1,1,5625,15,0,0,6177,1
790,152539,0,5,1,1,65972,14,0,0,6187,0
791,333500,0,5,1,1,69780,23,1258,4,6171,1
792,15064,0,1,1,1,2910,9,0,0,6171,1
793,19032,0,1,1,1,2375,12,0,0,6169,0
794,66434,0,3,1,1,13041,13,0,0,6230,0
795,146097,0,2,1,1,6919,16,0,0,6165,0
796,8207,0,1,1,1,1750,7,0,0,6184,0
797,293648,0,3,1,1,22148,15,0,0,6161,0
798,147472,0,3,1,1,20645,16,0,0,6163,1
799,103993,0,3,1,1,14149,13,100,1,6158,1
800,34651,0,1,1,1,4000,6,500,1,6157,1
801,102339,0,4,1,1,47498,19,0,0,6156,0
802,149167,0,4,1,1,48521,13,0,0,6155,0
803,105249,0,4,1,1,36093,15,0,0,6153,1
804,55610,0,1,2,1,5095,13,0,0,6151,0
805,70391,0,1,1,1,6000,4,0,0,6150,1
806,74645,0,4,1,1,40367,18,0,0,6147,1
807,26939,0,4,1,1,29264,15,0,0,6148,1
808,207655,500,5,1,1,78967,31,0,0,6144,0
809,7421,0,1,1,1,0,0,0,0,6142,1
810,74924,6286,4,1,1,59650,13,0,0,6141,0
811,17599,0,1,1,1,100,1,0,0,6029,0
812,5594,0,1,1,1,370,1,0,0,5835,0
813,66122,0,3,1,1,11756,13,0,0,5630,1
814,12024,0,1,1,1,0,0,0,0,5119,0
815,42044,2253,3,1,1,11433,10,0,0,6140,1
816,83105,0,4,1,1,65077,28,753,3,6137,1
817,152063,0,4,1,1,34257,19,1100,3,6159,1
818,59546,0,3,1,1,20730,4,0,0,6135,0
819,1258,0,1,1,1,475,4,0,0,6134,0
820,75181,0,1,1,1,2455,7,1100,3,6133,0
821,68255,0,3,1,1,19077,22,400,2,6130,1
822,58229,0,5,1,1,53108,16,500,1,6137,1
823,97349,0,4,1,1,42774,14,0,0,6128,0
824,131424,0,5,1,1,58814,14,50,1,6128,1
825,24011,0,2,1,1,20442,9,0,0,6123,1
826,64538,0,1,1,1,0,0,0,0,6123,0
827,3832,0,1,1,1,1000,1,0,0,6120,0
828,3268,0,4,1,1,52263,32,0,0,6120,1
829,36790,0,1,1,1,7158,14,0,0,6133,0
830,363165,2565,1,1,1,5950,11,1850,8,6116,1
831,179382,0,1,1,1,4225,7,0,0,6115,0
832,218207,0,1,1,1,8500,4,0,0,6114,1
833,765738,0,5,1,1,62133,14,0,0,6112,1
834,54265,0,1,1,1,0,0,0,0,6109,0
835,69959,0,3,1,1,16504,13,0,0,6108,0
836,86380,2643,1,1,1,13500,3,0,0,6102,1
837,48321,0,1,1,1,0,0,0,0,6102,0
838,78130,0,4,1,1,37251,15,900,2,6120,0
839,25333,0,3,1,1,11229,16,300,2,6099,1
840,54522,0,3,1,1,21221,45,2500,5,6125,0
841,75413,0,4,1,1,31726,18,0,0,6094,0
842,292533,0,5,1,1,64186,15,1000,2,6095,1
843,114932,8559,1,1,1,3150,13,1650,12,6092,1
844,18932,0,3,1,1,24660,22,0,0,6091,1
845,35997,0,5,1,1,71171,19,900,5,6088,1
846,136664,0,4,1,1,36024,15,0,0,6086,0
847,173191,0,4,1,1,31503,13,0,0,6084,1
848,16528,0,1,1,1,250,2,0,0,6081,0
850,119932,0,3,1,1,22463,26,5177,11,6077,1
851,144171,0,4,1,1,33200,15,0,0,6073,0
852,77109,0,5,1,1,60000,7,0,0,6071,0
853,144973,0,3,1,1,23703,14,0,0,6280,0
854,75027,0,1,1,1,1390,3,500,1,6067,0
855,96387,0,4,1,1,43512,20,0,0,6065,1
856,34854,0,1,1,1,750,5,650,4,6063,0
857,44307,0,2,1,1,7944,8,0,0,6060,0
858,73836,0,5,1,1,64748,19,0,0,6087,0
859,20126,0,1,1,1,0,0,0,0,6053,0
860,56268,0,4,1,1,33447,14,100,1,6017,1
861,25629,0,4,1,5,107308,36,600,2,5966,1
862,70774,0,3,1,1,32635,31,1400,14,5931,1
863,6371,0,1,1,1,1404,8,0,0,5905,0
864,95595,0,3,1,1,12060,14,0,0,5877,0
865,51843,0,4,1,1,40997,17,0,0,5859,0
866,84868,0,4,1,1,33187,15,0,0,6057,0
867,79629,0,1,1,1,2550,2,50,1,6091,0
868,58620,0,1,1,1,2125,10,0,0,6051,0
869,70380,0,5,1,1,74399,12,0,0,6050,1
870,93473,0,3,1,1,20257,15,0,0,6049,0
871,131621,0,2,1,1,27846,31,6047,11,6045,1
872,195563,0,3,1,1,16715,13,0,0,6042,0
873,21138,0,1,1,1,4500,2,0,0,6031,1
874,93319,0,1,1,1,270,3,100,1,6043,0
875,56606,3818,4,1,1,61634,14,100,1,6039,1
876,38763,0,4,1,1,34652,13,0,0,6037,1
877,16430,0,2,1,1,8528,12,0,0,6036,1
878,61440,0,2,1,1,8156,25,0,0,6032,0
879,206648,0,1,1,1,5132,16,2450,11,6030,1
880,323273,0,1,1,1,9000,5,500,1,6028,1
881,76702,0,3,1,1,21568,17,0,0,6025,1
882,19348,0,3,1,1,17059,19,0,0,6022,1
883,31669,0,2,1,1,8384,15,0,0,6018,1
884,40902,0,1,1,1,4850,7,1350,5,6018,0
885,16906,0,1,1,1,2750,15,0,0,6017,0
886,65508,0,1,1,1,14000,7,2500,5,6015,1
887,10152,0,1,1,1,0,0,0,0,6010,0
888,21461,0,3,1,1,40806,28,0,0,6011,1
889,28979,0,2,1,1,6494,12,0,0,6010,0
890,24711,0,1,1,1,3193,11,500,1,6009,0
891,301447,0,5,1,1,63866,18,500,1,6004,1
892,234308,0,3,1,1,21078,15,200,1,6007,0
893,37832,0,1,1,1,0,0,0,0,6004,0
894,135168,0,4,1,1,29156,16,300,2,6002,0
895,134650,0,4,1,1,40232,17,2055,2,6000,0
896,20665,0,3,1,1,19947,16,0,0,5997,1
897,5546,0,1,1,1,2631,6,0,0,5995,1
898,91736,0,4,1,1,26724,14,0,0,5994,0
899,444159,0,1,1,1,0,0,0,0,5993,0
900,94167,0,1,1,1,6500,4,500,1,5990,1
901,132256,0,2,1,1,15040,24,899,3,5988,0
902,149959,0,5,1,1,85844,51,1400,4,5986,1
903,104338,0,1,1,1,2500,1,0,0,5982,0
904,38312,0,4,1,1,37419,14,0,0,5980,1
905,1860,0,1,1,1,65,2,0,0,5976,0
906,54337,0,1,1,1,2131,9,230,1,5976,0
907,218763,8753,1,1,1,11650,6,1150,3,5975,0
908,26204,967,1,1,1,4030,6,2930,4,5989,0
909,27876,0,1,1,1,0,0,0,0,5972,0
910,115533,0,2,1,1,8867,15,0,0,5968,0
911,129412,0,5,1,1,62510,21,0,0,5982,0
912,172110,9325,5,1,1,21382,23,950,3,5944,1
913,143378,0,1,1,1,3000,4,1500,3,5905,0
914,120476,0,2,1,1,9406,14,0,0,5870,0
915,15835,0,2,1,5,112171,16,0,0,5825,1
916,289351,0,5,1,1,147787,35,500,1,5789,1
917,32141,0,1,1,1,3500,14,0,0,5768,0
918,967,0,1,1,1,980,2,0,0,5716,0
919,20281,0,1,1,1,0,0,0,0,5567,0
920,111072,0,4,1,1,50533,19,350,1,5541,0
921,2111,0,1,1,1,100,1,0,0,5962,0
922,322454,0,4,1,1,44591,23,250,1,5961,1
923,4600,0,1,1,1,140,1,0,0,5959,0
924,23390,0,1,1,1,1650,3,150,1,5958,0
925,210496,0,1,1,1,9022,24,4900,19,5953,1
926,40189,0,1,1,1,0,0,0,0,5952,1
927,21747,0,1,1,1,0,0,0,0,5638,1
928,212051,0,5,1,1,76256,23,2993,6,5523,0
929,266200,0,1,1,1,5000,1,0,0,5583,0
930,54148,0,4,1,1,40233,14,350,1,5949,1
931,25512,0,1,1,1,0,0,0,0,5393,0
932,28519,0,1,1,1,2125,2,0,0,5405,0
933,219387,0,5,1,1,105913,21,150,2,5951,1
934,163964,0,3,1,1,11385,11,0,0,5948,1
935,49736,0,1,1,1,3200,4,700,3,6038,0
936,10084,0,1,1,1,500,1,500,1,5946,1
937,22988,0,2,1,1,9347,14,1200,4,5944,1
938,17739,0,1,1,1,437,4,0,0,5941,0
939,152426,0,1,1,1,6000,6,2000,4,5939,0
940,34428,0,1,1,1,2625,10,0,0,5938,0
941,124030,0,5,1,1,61599,16,0,0,5934,1
942,17336,0,1,1,1,2375,12,0,0,5934,0
943,290012,0,5,1,1,64360,18,650,2,5931,1
944,29125,0,3,1,1,10930,14,0,0,5945,0
945,83848,0,4,1,1,28202,14,0,0,5927,0
946,133264,0,5,1,1,74067,21,0,0,5926,1
947,124869,0,3,1,1,30116,16,0,0,5924,0
948,39233,0,4,1,1,27545,13,0,0,5920,1
949,13050,0,3,1,1,13617,16,0,0,5920,1
950,90855,0,3,1,1,23992,13,0,0,5919,0
951,44824,0,1,3,1,21107,19,2000,4,5916,1
952,3663,0,1,1,1,894,10,0,0,5916,1
953,44293,0,3,1,1,21920,21,100,1,5913,1
954,31319,0,1,1,1,7552,5,0,0,5912,0
955,40757,0,3,1,1,14002,11,0,0,5912,0
956,130356,0,1,1,1,150,1,150,1,5910,0
957,125077,0,3,1,1,21881,14,0,0,5905,0
958,226826,0,5,1,1,91660,21,500,1,5906,0
959,38150,0,3,1,1,16688,15,0,0,5854,1
960,20342,0,1,1,1,3291,9,0,0,5829,0
961,45781,0,2,1,1,6498,13,0,0,5801,0
962,144525,0,1,1,1,2833,4,0,0,5785,0
963,37571,0,2,1,1,7197,15,0,0,5762,0
964,112013,0,3,1,1,24943,14,0,0,5734,0
965,30638,0,3,1,1,48963,16,0,0,5696,1
966,55997,0,5,1,1,68320,23,0,0,5899,1
967,11447,0,1,1,1,1945,13,0,0,5902,0
968,17778,0,1,1,1,0,0,0,0,5897,0
969,13375,4301,4,1,1,15732,43,9200,28,5916,1
970,118572,0,3,1,1,21426,19,0,0,5892,0
971,13720,0,1,1,1,0,0,0,0,5884,0
972,11030,0,1,1,1,0,0,0,0,5884,0
973,8651,0,4,1,1,41586,22,950,5,5882,1
974,281626,0,5,1,1,53521,16,0,0,5878,0
975,26367,0,3,1,1,19649,15,0,0,5874,1
976,120945,0,1,1,1,4300,4,300,2,5871,1
977,2843,0,4,1,1,44130,35,7450,20,5869,1
978,11782,0,1,1,1,0,0,0,0,5864,0
979,89480,0,1,1,1,2946,4,1946,3,5902,1
980,20702,0,4,1,1,30451,24,1100,5,5856,1
981,15108,0,1,1,1,2850,16,0,0,5876,0
982,24917,0,3,1,1,16239,13,150,1,5857,1
983,132910,0,5,1,1,75540,46,250,1,5856,1
984,61227,0,2,1,1,6957,10,0,0,5647,0
985,2117,0,1,1,1,769,7,0,0,5609,0
986,38964,0,3,1,1,35166,26,3200,8,5553,1
987,20498,0,1,1,1,7826,20,7226,18,5491,0
988,131554,0,5,1,1,64937,15,0,0,5428,1
989,55661,0,3,1,1,15107,13,0,0,5387,0
990,84949,0,4,1,1,41854,15,0,0,5336,0
991,139897,0,3,1,1,21065,28,50,1,5329,0
992,155587,0,1,1,1,6893,9,0,0,5279,0
993,24310,0,1,1,1,2815,6,0,0,5266,0
994,106115,0,3,1,1,16197,21,500,1,5219,0
995,238641,0,5,1,1,61971,15,850,2,5849,1
996,70671,0,1,1,1,0,0,0,0,5850,0
997,31593,0,1,1,1,3128,12,0,0,5846,1
998,101397,0,3,1,1,19173,12,0,0,5847,0
999,133052,0,3,1,1,17424,15,0,0,5843,0
1000,37252,0,3,1,1,15774,19,0,0,5842,0
1001,15241,0,1,1,1,0,0,0,0,5840,0
1002,21101,0,1,1,1,7171,32,0,0,5839,1
1003,80612,0,4,1,1,32334,20,0,0,5839,0
1004,45542,0,5,1,1,59012,14,0,0,5835,1
1005,5274,0,1,1,1,2074,11,0,0,5834,1
1006,101089,0,3,1,1,23503,17,0,0,5834,0
1007,7560,0,1,1,1,0,0,0,0,5833,0
1008,255797,0,5,1,1,62107,16,0,0,5832,1
1009,192046,0,4,1,1,54818,52,1200,3,5829,0
1010,370596,0,5,1,1,50120,12,0,0,5826,0
1011,141491,0,5,1,1,63060,6,0,0,5827,0
1012,89527,0,3,1,1,22206,14,0,0,5821,1
1013,330644,0,1,1,1,0,0,0,0,5822,0
1014,49430,0,4,1,1,31471,16,0,0,5822,0
1015,114070,0,2,1,1,16293,24,250,1,5818,0
1016,124004,0,2,1,1,9982,12,0,0,5815,0
1017,10497,0,1,1,1,0,0,0,0,5815,0
1018,8327,0,1,1,1,2900,4,150,1,5814,1
1019,25463,0,2,1,1,7973,14,0,0,5813,0
1020,85036,0,4,1,1,43825,21,0,0,5807,1
1021,11449,0,1,1,1,24415,11,0,0,5864,1
1022,54392,0,1,1,1,0,0,0,0,5807,0
1023,52577,0,1,1,1,441,12,0,0,5804,0
1024,80174,0,1,1,1,500,1,0,0,5804,1
1025,96827,1094,1,1,1,12100,19,8100,17,5801,0
1026,9489,0,1,1,1,5359,14,0,0,5807,1
1027,57587,0,1,1,1,2620,6,0,0,5799,1
1028,131306,0,3,1,1,32115,15,0,0,5797,0
1029,39985,0,3,1,1,15103,21,0,0,5794,0
1030,71627,0,1,1,1,3225,9,600,2,5793,0
1031,161396,0,3,1,1,26695,11,1000,2,5792,0
1032,81300,0,1,1,1,3750,5,250,3,5791,0
1033,66015,0,2,1,1,26706,30,2676,7,5790,1
1034,7800,0,1,1,1,200,1,0,0,5787,0
1035,27348,0,1,1,1,3084,4,0,0,5824,0
