date,time,BOROUGH,zip_code,latitude,longitude,location,on_street_name,cross_street_name,off_street_name,#_persons_injured,#_persons_killed,#_pedestrians_injured,#_pedestrians_killed,#_cyclist_injured,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
08/29/2013,8:40,QUEENS,11434,40.6675892,-73.7797058,"(40.6675892, -73.7797058)",NORTH CONDUIT AVENUE            ,155 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,270984,SPORT UTILITY / STATION WAGON,BUS,,,
10/02/2018,15:00,QUEENS,11375.0,40.734318,-73.85291,"(40.734318, -73.85291)",63 AVENUE                       ,YELLOWSTONE BOULEVARD,,1.0,0.0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3992599,Station Wagon/Sport Utility Vehicle,Bike,,,
08/03/2016,12:15,QUEENS,11355.0,40.748222,-73.81221,"(40.748222, -73.81221)",BOWNE STREET                    ,QUINCE AVENUE,,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3493724,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
05/24/2018,13:24,,,40.720554,-74.00352,"(40.720554, -74.00352)",CHURCH STREET                   ,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3907251,Bus,Station Wagon/Sport Utility Vehicle,,,
02/24/2014,20:00,BROOKLYN,11203,40.655827200000004,-73.94335490000002,"(40.6558272, -73.9433549)",CLARKSON AVENUE                 ,EAST 37 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,140679,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2018,13:05,,,,,,LIBERTY AVENUE                  ,VANWYCK EXPRESSWAY,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3831440,PICK-UP TRUCK,PASSENGER VEHICLE,,,
07/10/2015,10:00,BRONX,10460.0,40.839622399999996,-73.8702747,"(40.8396224, -73.8702747)",EAST TREMONT AVENUE             ,EAST 180 STREET                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3255461,BUS,SPORT UTILITY / STATION WAGON,,,
03/05/2013,19:00,,,,,,LIBERTY AVENUE                  ,CONDUIT BOULEVARD               ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,166219,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/28/2013,17:30,MANHATTAN,10036,40.7584292,-73.9926328,"(40.7584292, -73.9926328)",WEST 42 STREET                  ,9 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,18626,BUS,PASSENGER VEHICLE,,,
01/18/2013,10:33,MANHATTAN,10003,40.731659,-73.9854447,"(40.731659, -73.9854447)",2 AVENUE                        ,EAST 13 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,14763,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/17/2017,20:00,QUEENS,11415.0,40.70635,-73.82927,"(40.70635, -73.82927)",ABINGDON ROAD                   ,BREVOORT STREET,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3672174,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/12/2016,4:30,QUEENS,11419.0,,,,111 STREET                      ,95 AVENUE,,1.0,0.0,0,0,0,0,1,0,Fell Asleep,Unspecified,Unspecified,,,3422444,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
01/29/2015,23:35,QUEENS,11101,40.754161200000006,-73.9494036,"(40.7541612, -73.9494036)",QUEENS PLAZA SOUTH              ,VERNON BOULEVARD                ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3161159,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/08/2016,17:45,BROOKLYN,11234.0,40.607178000000005,-73.92231,"(40.607178, -73.92231)",AVENUE V                        ,COLEMAN STREET,,1.0,0.0,0,0,0,0,1,0,Brakes Defective,Failure to Yield Right-of-Way,,,,3556781,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
08/11/2012,18:10,BROOKLYN,11233,40.681971399999995,-73.92886750000001,"(40.6819714, -73.9288675)",DECATUR STREET                  ,REID AVENUE                     ,,2.0,0.0,0,0,0,0,2,0,Unspecified,Unspecified,,,,182793,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/15/2017,14:40,QUEENS,11432.0,40.71781,-73.80358000000001,"(40.71781, -73.80358)",164 STREET                      ,82 ROAD,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3632478,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/03/2014,10:00,BRONX,10467,40.8832851,-73.8831904,"(40.8832851, -73.8831904)",WEST GUN HILL ROAD              ,GATES PLACE                     ,,0.0,0.0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Unspecified,,,113251,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,,
05/23/2017,9:00,BROOKLYN,11207.0,40.68338,-73.90930999999999,"(40.68338, -73.90931)",,,646       CHAUNCEY STREET               ,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3676699,SPORT UTILITY / STATION WAGON,,,,
07/18/2013,11:35,BROOKLYN,11226.0,40.6408275,-73.9504192,"(40.6408275, -73.9504192)",AVENUE D                        ,EAST 28 STREET                  ,,1.0,0.0,0,0,1,0,0,0,Unspecified,Unspecified,,,,138583,SPORT UTILITY / STATION WAGON,BICYCLE,,,
10/04/2014,8:50,BROOKLYN,11234,40.6169211,-73.930601,"(40.6169211, -73.930601)",FLATBUSH AVENUE                 ,EAST 46 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Lost Consciousness,,,,1033468,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/15/2017,19:10,QUEENS,11385.0,40.700140000000005,-73.90613,"(40.70014, -73.90613)",,,56-09     MYRTLE AVENUE                 ,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3670961,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/17/2015,16:35,QUEENS,11373.0,40.7444161,-73.8861189,"(40.7444161, -73.8861189)",BROADWAY                        ,80 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3261315,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/27/2013,23:00,MANHATTAN,10026,40.802024100000004,-73.9496815,"(40.8020241, -73.9496815)",WEST 116 STREET                 ,LENOX AVENUE                    ,,0.0,0.0,0,0,0,0,0,0,Prescription Medication,Unspecified,Unspecified,Unspecified,,64743,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE,PASSENGER VEHICLE,
03/24/2015,0:01,BROOKLYN,11221.0,40.6921641,-73.9147535,"(40.6921641, -73.9147535)",PUTNAM AVENUE                   ,CENTRAL AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3195874,PASSENGER VEHICLE,UNKNOWN,,,
09/02/2017,19:56,,,40.822613,-73.9004,"(40.822613, -73.9004)",PROSPECT AVENUE                 ,,,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4024745,Station Wagon/Sport Utility Vehicle,,,,
11/20/2016,6:00,QUEENS,11103.0,40.756676,-73.920876,"(40.756676, -73.920876)",STEINWAY STREET                 ,34 AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3564129,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/17/2013,22:32,QUEENS,11418.0,40.698688399999995,-73.8380482,"(40.6986884, -73.8380482)",111 STREET                      ,86 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,206700,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
07/29/2014,16:58,BRONX,10457,40.8466586,-73.8961762,"(40.8466586, -73.8961762)",EAST TREMONT AVENUE             ,3 AVENUE                        ,,2.0,0.0,0,0,0,0,2,0,Unspecified,Unspecified,,,,1000852,PICK-UP TRUCK,PASSENGER VEHICLE,,,
08/31/2017,18:00,QUEENS,11379.0,40.717827,-73.8724,"(40.717827, -73.8724)",80 STREET                       ,FURMANVILLE AVENUE,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3741695,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
06/20/2017,19:59,,,40.740788,-73.98382,"(40.740788, -73.98382)",EAST 25 STREET                  ,,,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3697027,SPORT UTILITY / STATION WAGON,,,,
09/16/2018,1:09,BROOKLYN,11223.0,40.607258,-73.96727,"(40.607258, -73.96727)",QUENTIN ROAD                    ,OCEAN PARKWAY,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3981923,Sedan,,,,
09/06/2016,15:03,QUEENS,11370.0,40.76276,-73.88953000000001,"(40.76276, -73.88953)",79 STREET                       ,25 AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3515043,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,TAXI,
06/28/2018,13:50,BROOKLYN,11212.0,40.665325,-73.90576999999999,"(40.665325, -73.90577)",,,556       STONE AVENUE                  ,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3931429,Sedan,Sedan,,,
09/30/2014,15:00,QUEENS,11355,40.7442447,-73.8295324,"(40.7442447, -73.8295324)",59 AVENUE                       ,136 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,1032033,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/12/2017,17:02,BRONX,10462.0,40.85232,-73.86301,"(40.85232, -73.86301)",MATTHEWS AVENUE                 ,BRADY AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3597321,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
03/22/2014,20:46,,,,,,MADISON AVENUE                  ,EAST 135 STREET                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,310190,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/12/2013,10:29,MANHATTAN,10065,40.763365500000006,-73.95924079999999,"(40.7633655, -73.9592408)",1 AVENUE                        ,EAST 65 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Outside Car Distraction,Other Vehicular,,,,49634,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
08/15/2014,18:30,BROOKLYN,11223,40.5978331,-73.965485,"(40.5978331, -73.965485)",OCEAN PARKWAY                   ,AVENUE U                        ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Other Vehicular,,,,1008946,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
04/28/2014,21:23,,,40.6397872,-74.03612220000001,"(40.6397872, -74.0361222)",,,,0.0,0.0,0,0,0,0,0,0,Outside Car Distraction,,,,,2958123,PASSENGER VEHICLE,,,,
01/17/2018,11:00,,,40.75928,-73.959274,"(40.75928, -73.959274)",YORK AVENUE                     ,,,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3830277,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
06/02/2016,20:00,,,40.686806,-73.76680999999999,"(40.686806, -73.76681)",178 STREET                      ,,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3454832,PASSENGER VEHICLE,,,,
08/26/2014,17:45,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2984284,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
08/08/2017,23:05,BROOKLYN,11236.0,40.653290000000005,-73.91919,"(40.65329, -73.91919)",CHURCH AVENUE                   ,EAST 91 STREET,,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3727839,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/13/2017,18:00,BROOKLYN,11212.0,40.660595,-73.91134,"(40.660595, -73.91134)",BOYLAND STREET                  ,RIVERDALE AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,3668897,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/20/2015,9:40,,,40.7097504,-73.8205668,"(40.7097504, -73.8205668)",,,,2.0,0.0,0,0,0,0,2,0,Fatigued/Drowsy,Unspecified,,,,3189876,SMALL COM VEH(4 TIRES) ,SPORT UTILITY / STATION WAGON,,,
07/05/2017,3:10,QUEENS,11106.0,40.76197,-73.92539000000001,"(40.76197, -73.92539)",31 STREET                       ,BROADWAY,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3705239,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/06/2018,14:30,QUEENS,11369.0,40.76165,-73.8673,"(40.76165, -73.8673)",ASTORIA BOULEVARD               ,102 STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4015527,Tanker,Bus,,,
03/17/2017,17:30,,,40.740840000000006,-73.72681,"(40.74084, -73.72681)",CROSS ISLAND PARKWAY            ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3634678,PASSENGER VEHICLE,PICK-UP TRUCK,,,
04/04/2013,0:35,,,,,,190 STREET                      ,HORACE HARDING EXPRESSWAY       ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,235384,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/19/2013,14:35,QUEENS,11372,40.7563391,-73.87793020000001,"(40.7563391, -73.8779302)",90 STREET                       ,NORTHERN BOULEVARD              ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,281879,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/04/2018,13:30,MANHATTAN,10001.0,40.748806,-73.99221,"(40.748806, -73.99221)",,,371       7 AVENUE                      ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3995031,Sedan,Pick-up Truck,,,
06/23/2015,8:13,QUEENS,11419.0,40.69311679999999,-73.8197608,"(40.6931168, -73.8197608)",97 AVENUE                       ,127 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245262,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/31/2018,18:30,BRONX,10458.0,40.861828,-73.89286,"(40.861828, -73.89286)",EAST FORDHAM ROAD               ,MARION AVENUE,,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Other Vehicular,,,,3912681,Sedan,Bus,,,
05/15/2015,9:18,BRONX,10457.0,40.8429898,-73.9003347,"(40.8429898, -73.9003347)",WASHINGTON AVENUE               ,EAST 174 STREET                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3222338,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/05/2013,17:30,BRONX,10461,40.854199799999996,-73.8544097,"(40.8541998, -73.8544097)",WILLIAMSBRIDGE ROAD             ,NEILL AVENUE                    ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,106230,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/28/2017,5:50,BROOKLYN,11212.0,40.66077,-73.91975,"(40.66077, -73.91975)",KINGS HIGHWAY                   ,ROCKAWAY PARKWAY,,2.0,0.0,0,0,0,0,2,0,Reaction to Uninvolved Vehicle,,,,,3739515,PASSENGER VEHICLE,,,,
07/04/2014,17:45,,,40.891459999999995,-73.9081225,"(40.89146, -73.9081225)",,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2934857,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/08/2015,19:30,QUEENS,11373.0,40.747261200000004,-73.8744425,"(40.7472612, -73.8744425)",WHITNEY AVENUE                  ,CASE STREET                     ,,0.0,0.0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3331332,PASSENGER VEHICLE,BICYCLE,,,
07/17/2015,8:35,,,,,,BOYNTON AVENUE                  ,BRUCKNER BOULEVARD              ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3259942,VAN,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
08/14/2012,19:00,MANHATTAN,10023,40.7762211,-73.9759535,"(40.7762211, -73.9759535)",CENTRAL PARK WEST               ,WEST 72 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,52560,TAXI,PASSENGER VEHICLE,,,
08/07/2014,8:06,,,,,,BRYANT AVENUE                   ,BRUCKNER BOULEVARD              ,,1.0,0.0,0,0,0,0,1,0,Unspecified,,,,,1004897,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
03/07/2016,22:47,QUEENS,11370.0,40.7570561,-73.88657740000001,"(40.7570561, -73.8865774)",,,32-15 81 ST                             ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3402065,SPORT UTILITY / STATION WAGON,VAN,,,
07/31/2015,17:00,MANHATTAN,10013.0,40.7193963,-74.00188309999999,"(40.7193963, -74.0018831)",BROADWAY                        ,CANAL STREET                    ,,0.0,0.0,0,0,0,0,0,0,Obstruction/Debris,Unspecified,,,,3268794,BUS,UNKNOWN,,,
01/07/2019,23:35,MANHATTAN,10036.0,40.760036,-73.991455,"(40.760036, -73.991455)",,,630       9 AVENUE                      ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4065206,Taxi,Taxi,,,
04/18/2017,7:17,BRONX,10465.0,40.87831,-73.87015500000001,"(40.87831, -73.870155)",EAST GUN HILL ROAD              ,BRONX RIVER PARKWAY,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,3654269,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/17/2016,16:50,,,40.701527,-73.98957,"(40.701527, -73.98957)",BROOKLYN QUEENS EXPRESSWAY      ,,,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3542063,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
04/28/2018,21:40,QUEENS,11693.0,40.60303,-73.82006,"(40.60303, -73.82006)",CROSS BAY BOULEVARD             ,EAST 14 ROAD,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,,,,,3891126,TK,,,,
04/11/2014,19:07,STATEN ISLAND,10308,40.55156229999999,-74.1452943,"(40.5515623, -74.1452943)",AMBOY ROAD                      ,GREAT KILLS ROAD                ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,319970,PICK-UP TRUCK,PASSENGER VEHICLE,,,
03/08/2018,19:00,QUEENS,11369.0,40.762527,-73.86944,"(40.762527, -73.86944)",,,27-12     100 STREET                    ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3858796,PASSENGER VEHICLE,,,,
07/16/2018,16:40,MANHATTAN,10012.0,40.722065,-73.99658000000001,"(40.722065, -73.99658)",,,52        SPRING STREET                 ,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3942811,Station Wagon/Sport Utility Vehicle,,,,
12/25/2016,12:05,QUEENS,11357.0,40.79087,-73.807434,"(40.79087, -73.807434)",154 STREET                      ,12 ROAD,,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3586639,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
07/24/2018,11:00,,,40.830143,-73.92858000000001,"(40.830143, -73.92858)",JEROME AVENUE                   ,,,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3948756,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/05/2017,15:15,BROOKLYN,11225.0,40.666603,-73.95655,"(40.666603, -73.95655)",BEDFORD AVENUE                  ,CROWN STREET,,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3684579,PASSENGER VEHICLE,,,,
03/08/2013,11:30,BROOKLYN,11220,40.6339615,-74.0147538,"(40.6339615, -74.0147538)",7 AVENUE                        ,65 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,142366,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/22/2016,7:01,,,0.0,0.0,"(0.0, 0.0)",JACKSON AVENUE                  ,QUEENS PLAZA SOUTH,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3524840,PASSENGER VEHICLE,,,,
05/22/2018,7:25,QUEENS,11422.0,40.675255,-73.73207,"(40.675255, -73.73207)",BROOKVILLE BOULEVARD            ,133 AVENUE,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3906034,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/30/2015,4:00,BRONX,10466.0,40.881048299999996,-73.84381309999999,"(40.8810483, -73.8438131)",NEEDHAM AVENUE                  ,EAST 224 STREET                 ,,0.0,0.0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3211798,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/17/2015,18:20,,,,,,ATLANTIC AVENUE                 ,COLUMBIA STREET                 ,,0.0,0.0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3279198,BUS,VAN,,,
10/06/2016,21:15,QUEENS,11379.0,40.71309,-73.87585,"(40.71309, -73.87585)",,,75-47     METROPOLITAN AVENUE           ,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3535507,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/27/2013,17:40,STATEN ISLAND,10306,40.5647067,-74.12720829999999,"(40.5647067, -74.1272083)",GUYON AVENUE                    ,NORTH RAILROAD AVENUE           ,,1.0,1.0,0,1,0,0,1,0,Unspecified,,,,,300548,SPORT UTILITY / STATION WAGON,,,,
01/20/2016,2:20,QUEENS,11368.0,40.75278,-73.86626779999999,"(40.75278, -73.8662678)",101 STREET                      ,37 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3374457,UNKNOWN,,,,
12/19/2015,18:40,BROOKLYN,11210.0,40.6328856,-73.9476978,"(40.6328856, -73.9476978)",NOSTRAND AVENUE                 ,FLATBUSH AVENUE                 ,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,3356846,PASSENGER VEHICLE,,,,
02/20/2014,19:21,MANHATTAN,10011,40.7446451,-74.00638409999999,"(40.7446451, -74.0063841)",10 AVENUE                       ,WEST 18 STREET                  ,,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,21349,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
08/19/2014,7:20,BRONX,10465,40.8782895,-73.8700582,"(40.8782895, -73.8700582)",EAST GUN HILL ROAD              ,BRONX RIVER PARKWAY             ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,1010697,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/07/2012,12:40,QUEENS,11377,40.756998200000005,-73.9078268,"(40.7569982, -73.9078268)",31 AVENUE                       ,51 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,273610,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
02/20/2015,9:00,MANHATTAN,10035,40.805057299999994,-73.93903420000001,"(40.8050573, -73.9390342)",EAST 125 STREET                 ,PARK AVENUE                     ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3172451,PASSENGER VEHICLE,UNKNOWN,,,
01/11/2018,14:00,,,40.678596,-73.882416,"(40.678596, -73.882416)",ESSEX STREET                    ,ATLANTIC AVENUE,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3827013,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/27/2015,21:00,BROOKLYN,11214.0,40.6043407,-73.9977888,"(40.6043407, -73.9977888)",86 STREET                       ,20 AVENUE                       ,,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3361325,LARGE COM VEH(6 OR MORE TIRES),LARGE COM VEH(6 OR MORE TIRES),,,
03/25/2015,11:02,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3195228,OTHER,LARGE COM VEH(6 OR MORE TIRES),,,
07/26/2016,11:45,,,,,,HAMILTON AVENUE                 ,HICKS STREET,,3.0,0.0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3488914,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/31/2016,14:20,BROOKLYN,11223.0,40.593327,-73.96464499999999,"(40.593327, -73.964645)",AVENUE W                        ,OCEAN PARKWAY,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3453384,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/20/2015,15:00,QUEENS,11101.0,40.754012599999996,-73.9197202,"(40.7540126, -73.9197202)",35 AVENUE                       ,43 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3339727,UNKNOWN,PASSENGER VEHICLE,,,
01/13/2015,22:00,,,40.6944569,-73.9988741,"(40.6944569, -73.9988741)",,,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3152294,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
09/29/2014,13:30,,,,,,NORTHERN BOULEVARD              ,211 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,1032043,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/08/2016,16:43,,,40.69174,-73.96678,"(40.69174, -73.96678)",WILLOUGHBY AVENUE               ,,,1.0,0.0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,3576182,PASSENGER VEHICLE,BICYCLE,,,
03/19/2016,11:30,BROOKLYN,11213.0,,,,UTICA AVENUE                    ,ATLANTIC AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3420254,PASSENGER VEHICLE,,,,
05/01/2017,19:45,MANHATTAN,10007.0,40.717186,-74.0129,"(40.717186, -74.0129)",WEST STREET                     ,CHAMBERS STREET,,,,0,0,1,0,0,0,,,,,,4024290,Bike,,,,
08/24/2015,9:15,MANHATTAN,10028.0,40.777874,-73.9517434,"(40.777874, -73.9517434)",EAST 86 STREET                  ,2 AVENUE                        ,,1.0,0.0,0,0,0,0,1,0,Prescription Medication,Other Vehicular,,,,3283246,VAN,LIVERY VEHICLE,,,
11/13/2017,8:36,BRONX,10455.0,40.816402000000004,-73.91763,"(40.816402, -73.91763)",,,557       MELROSE AVENUE                ,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3789168,TAXI,BU,,,
