Seq#,ID#,gender,M,R,F,first_purch,child_bks,youth_bks,cook_bks,DoItYBks,ref_bks,art_bks,geog_bks,ital_cook,ital_atlas,ital_art,florence,related_purchase,Mcode,Rcode,Fcode,yes_florence,no_florence
826,6940,1,65,12,2,14,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1
827,6947,1,87,22,2,30,1,0,0,0,1,0,0,0,0,0,0,0,3,4,2,0,1
828,6951,1,257,34,9,66,2,0,1,2,2,0,2,1,1,0,0,4,5,4,3,0,1
829,6965,1,270,16,2,22,0,0,1,0,0,1,0,0,0,0,0,1,5,4,2,0,1
830,6966,1,334,4,11,38,1,0,0,0,0,0,2,0,0,0,0,2,5,2,3,0,1
831,6971,1,334,4,10,46,1,2,2,1,1,1,0,0,0,0,0,1,5,2,3,0,1
832,6977,1,214,16,7,36,2,1,1,0,1,1,1,0,0,0,0,2,5,4,3,0,1
833,6978,1,149,14,3,24,0,0,1,1,0,0,1,0,0,0,0,1,4,4,3,0,1
834,6987,1,202,12,2,16,0,0,1,0,0,0,0,0,0,0,0,0,5,3,2,0,1
835,6990,1,49,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1
836,7009,1,179,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
837,7010,1,250,14,3,30,0,1,0,0,1,1,0,0,0,0,0,1,5,4,3,0,1
838,7012,1,100,16,2,20,2,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,1
839,7027,1,116,10,2,18,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1
840,7038,1,154,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1
841,7044,0,160,12,8,40,1,1,3,0,0,1,1,0,0,0,0,2,4,3,3,0,1
842,7052,0,201,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
843,7059,1,110,6,3,20,0,0,1,0,0,0,0,0,0,0,0,0,4,2,3,0,1
844,7064,1,61,14,1,14,0,0,0,1,0,0,0,0,0,0,0,0,3,4,1,0,1
845,7076,1,271,30,6,46,0,1,2,1,1,0,1,0,0,0,0,1,5,4,3,0,1
846,7078,1,388,12,8,54,2,1,1,0,1,1,1,0,0,0,0,2,5,3,3,0,1
847,7079,1,345,20,11,84,1,0,1,0,2,3,4,0,0,0,1,7,5,4,3,1,0
848,7090,1,403,24,9,64,2,1,2,1,1,1,1,0,0,0,0,2,5,4,3,0,1
849,7094,1,157,12,6,38,0,0,2,1,0,1,0,1,0,1,0,3,4,3,3,0,1
850,7098,1,176,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
851,7103,1,247,34,1,34,0,0,0,0,0,0,1,0,0,0,0,1,5,4,1,0,1
852,7105,1,59,22,1,22,0,0,0,0,0,0,1,0,0,0,0,1,3,4,1,0,1
853,7107,1,202,8,11,32,1,0,1,1,0,1,3,0,0,0,1,4,5,3,3,1,0
854,7116,0,272,20,7,40,2,1,2,0,0,0,2,0,0,0,0,2,5,4,3,0,1
855,7120,0,311,28,8,60,3,0,2,0,2,1,0,0,0,0,0,1,5,4,3,0,1
856,7122,0,364,10,5,24,1,0,1,0,0,0,1,0,0,0,1,1,5,3,3,1,0
857,7150,1,301,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
858,7157,1,68,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1
859,7164,0,254,24,1,24,0,1,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1
860,7182,1,296,16,3,32,0,0,3,0,0,0,0,0,0,0,0,0,5,4,3,0,1
861,7189,1,145,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1
862,7201,1,248,36,1,36,0,1,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1
863,7207,0,140,22,2,28,0,0,1,0,1,0,0,0,0,0,0,0,4,4,2,0,1
864,7211,1,336,2,10,24,2,0,0,0,0,1,3,0,0,0,1,4,5,1,3,1,0
865,7225,1,121,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1
866,7230,1,161,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1
867,7236,1,97,28,2,34,1,0,0,1,0,0,0,0,0,0,0,0,3,4,2,0,1
868,7244,1,302,16,1,16,0,1,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1
869,7246,1,146,32,2,38,0,0,2,0,0,0,0,1,0,0,0,1,4,4,2,0,1
870,7248,0,384,10,11,34,1,2,1,0,3,2,1,0,0,0,0,3,5,3,3,0,1
871,7265,1,431,8,10,60,2,1,3,0,0,0,1,0,0,0,0,1,5,3,3,0,1
872,7267,0,359,2,4,14,1,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,1
873,7272,1,160,12,3,22,1,0,0,0,1,0,0,0,1,0,0,1,4,3,3,0,1
874,7299,1,115,14,1,14,0,1,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1
875,7301,1,186,2,10,36,1,1,2,0,1,2,1,0,0,0,0,3,4,1,3,0,1
876,7320,1,455,6,11,50,2,2,3,0,1,0,2,0,0,0,0,2,5,2,3,0,1
877,7324,1,310,10,2,14,0,0,0,1,0,0,0,0,0,0,0,0,5,3,2,0,1
878,7326,1,233,16,2,20,1,1,0,0,0,0,0,0,0,0,0,0,5,4,2,0,1
879,7329,0,292,16,2,22,0,0,2,0,0,0,0,0,0,0,0,0,5,4,2,0,1
880,7331,0,121,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
881,7332,1,246,22,2,24,0,1,1,0,0,0,0,0,0,0,0,0,5,4,2,0,1
882,7333,1,233,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,1
883,7375,1,330,34,8,76,2,1,2,0,0,2,1,0,0,0,0,3,5,4,3,0,1
884,7378,0,292,14,2,22,0,1,0,1,0,0,0,0,0,0,0,0,5,4,2,0,1
885,7381,0,239,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0,5,4,1,0,1
886,7392,0,145,8,3,16,0,0,0,0,0,1,0,0,0,0,0,1,4,3,3,0,1
887,7393,0,176,10,2,18,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1
888,7408,1,264,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1
889,7415,1,139,2,9,44,2,0,1,1,0,0,0,0,0,0,0,0,4,1,3,0,1
890,7437,1,239,12,2,14,0,1,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
891,7440,1,136,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1
892,7441,1,29,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1
893,7448,0,294,12,4,28,0,0,2,0,0,0,1,0,0,0,0,1,5,3,3,0,1
894,7455,1,233,16,2,18,0,0,0,1,0,0,1,0,0,0,0,1,5,4,2,0,1
895,7462,1,208,10,10,58,2,1,2,1,0,1,2,0,0,0,0,3,5,3,3,0,1
896,7468,0,228,16,1,16,0,0,0,0,0,1,0,0,0,0,0,1,5,4,1,0,1
897,7473,0,69,32,2,38,0,0,0,0,1,1,0,0,0,0,0,1,3,4,2,0,1
898,7474,1,332,4,11,36,0,0,1,2,1,1,2,0,0,0,0,3,5,2,3,0,1
899,7483,1,251,14,2,20,0,2,0,0,0,0,0,0,0,0,0,0,5,4,2,0,1
900,7493,0,244,14,10,58,1,2,6,0,0,0,1,0,0,0,0,1,5,4,3,0,1
901,7499,1,19,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1
902,7533,1,276,22,10,50,0,1,3,0,2,2,2,0,0,0,0,4,5,4,3,0,1
903,7545,1,17,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,0,1
904,7556,0,26,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0,2,4,1,0,1
905,7559,1,207,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0,5,4,1,0,1
906,7563,1,275,16,4,32,1,1,0,0,0,2,0,0,0,0,0,2,5,4,3,0,1
907,7575,1,302,6,12,40,1,1,2,0,0,1,2,0,0,0,0,3,5,2,3,0,1
908,7577,1,85,14,1,14,0,0,0,0,0,1,0,0,0,0,0,1,3,4,1,0,1
909,7583,1,77,10,2,14,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1
910,7586,1,100,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1
911,7588,1,300,10,3,18,1,0,0,0,0,0,1,0,0,0,0,1,5,3,3,0,1
912,7601,0,244,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
913,7612,0,277,14,1,14,0,0,0,0,1,0,0,0,0,0,0,0,5,4,1,0,1
914,7614,1,151,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1
915,7615,1,302,12,11,72,1,1,2,3,1,1,1,1,0,0,0,3,5,3,3,0,1
916,7635,1,284,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1
917,7636,1,199,10,9,62,0,2,3,1,1,0,1,0,0,0,0,1,4,3,3,0,1
918,7653,1,60,32,2,40,0,0,0,0,1,0,1,0,0,0,0,1,3,4,2,0,1
919,7661,0,171,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,1
920,7662,0,305,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,1
921,7666,1,400,14,9,56,1,0,2,2,0,2,2,1,0,0,0,5,5,4,3,0,1
922,7679,0,229,16,2,22,0,0,0,0,1,1,0,0,0,0,1,1,5,4,2,1,0
923,7680,0,280,24,1,24,0,1,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1
924,7699,1,319,16,5,32,0,1,1,0,0,1,2,0,0,0,1,3,5,4,3,1,0
925,7707,1,292,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
926,7708,0,451,14,11,80,1,2,5,0,0,1,2,0,0,0,0,3,5,4,3,0,1
927,7713,1,129,14,2,20,0,2,0,0,0,0,0,0,0,0,0,0,4,4,2,0,1
928,7714,1,238,2,10,40,0,0,3,1,1,0,2,0,0,0,0,2,5,1,3,0,1
929,7721,0,42,6,2,10,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1,0
930,7726,0,151,16,2,22,0,0,1,0,1,0,0,0,0,0,0,0,4,4,2,0,1
931,7730,1,67,30,2,36,0,0,0,1,0,1,0,0,0,1,0,2,3,4,2,0,1
932,7733,1,158,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,1
933,7739,0,173,6,3,22,0,0,0,1,0,0,1,0,0,0,0,1,4,2,3,0,1
934,7740,1,259,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,1
935,7742,1,335,4,4,26,0,1,0,0,0,1,1,0,0,0,0,2,5,2,3,0,1
936,7745,1,41,18,2,20,0,1,0,0,0,1,0,0,0,0,0,1,2,4,2,0,1
937,7746,1,84,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1
938,7760,1,279,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
939,7761,1,368,6,9,42,1,2,1,0,1,0,1,0,0,0,1,1,5,2,3,1,0
940,7766,1,242,34,3,42,2,0,0,0,0,0,1,0,0,0,0,1,5,4,3,0,1
941,7771,1,18,24,1,24,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,1
942,7776,1,400,2,12,62,2,1,2,0,1,1,4,0,0,0,0,5,5,1,3,0,1
943,7780,0,400,10,7,32,0,0,1,1,0,1,3,1,0,1,1,6,5,3,3,1,0
944,7784,0,215,2,6,16,0,0,1,0,0,0,0,0,0,0,1,0,5,1,3,1,0
945,7806,1,214,6,3,20,0,0,1,0,0,0,0,0,0,0,0,0,5,2,3,0,1
946,7810,1,250,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,1
947,7817,1,66,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1
948,7821,1,70,8,4,22,1,0,0,2,0,0,0,0,0,0,0,0,3,3,3,0,1
949,7824,0,138,34,2,36,1,0,0,0,1,0,0,0,0,0,0,0,4,4,2,0,1
950,7836,0,33,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1
951,7857,1,246,12,9,44,1,1,2,1,0,1,2,1,0,1,1,5,5,3,3,1,0
952,7859,1,351,2,8,44,1,0,2,0,1,0,1,0,0,0,0,1,5,1,3,0,1
953,7865,1,198,12,6,34,2,0,1,1,0,0,1,0,0,0,0,1,4,3,3,0,1
954,7874,1,69,22,1,22,1,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1
955,7884,0,414,2,9,24,1,0,0,0,1,1,1,0,0,0,1,2,5,1,3,1,0
956,7899,1,67,14,1,14,0,0,0,0,0,1,0,0,0,0,0,1,3,4,1,0,1
957,7907,0,78,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1
958,7914,0,279,20,6,44,0,1,0,0,2,1,2,0,1,1,1,5,5,4,3,1,0
959,7921,1,190,6,6,42,0,1,0,0,0,0,1,0,0,0,0,1,4,2,3,0,1
960,7933,1,248,28,1,28,1,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1
961,7940,0,425,12,10,64,1,0,3,1,2,1,1,2,1,1,0,6,5,3,3,0,1
962,7942,1,84,24,1,24,0,0,0,1,0,0,0,0,0,0,0,0,3,4,1,0,1
963,7943,1,302,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,1,0
964,7949,1,347,4,4,14,0,0,0,1,0,0,0,0,0,0,0,0,5,2,3,0,1
965,7953,0,225,14,4,34,0,1,1,1,0,1,0,0,0,0,0,1,5,4,3,0,1
966,7958,0,271,2,6,34,1,0,1,1,1,0,0,0,0,0,0,0,5,1,3,0,1
967,7960,1,128,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1
968,7971,1,182,16,5,42,2,0,0,0,1,1,1,0,0,0,0,2,4,4,3,0,1
969,7973,1,299,12,7,38,1,2,1,0,1,0,0,0,0,0,0,0,5,3,3,0,1
970,7981,1,277,14,11,68,1,1,1,1,2,0,4,0,0,0,0,4,5,4,3,0,1
971,7992,1,197,16,12,60,3,2,1,0,2,1,3,0,2,0,0,6,4,4,3,0,1
972,8001,1,167,14,3,24,0,1,1,0,1,0,0,1,0,0,0,1,4,4,3,0,1
973,8005,1,231,12,2,14,0,0,1,0,0,0,0,0,0,0,0,0,5,3,2,0,1
974,8008,0,322,24,3,36,0,0,1,0,0,0,2,0,0,0,0,2,5,4,3,0,1
975,8016,0,196,18,2,22,0,0,1,0,0,1,0,0,0,1,0,2,4,4,2,0,1
976,8019,1,136,10,2,12,0,0,0,0,0,0,0,0,0,0,1,0,4,3,2,1,0
977,8022,1,197,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1
978,8026,1,252,32,5,60,2,1,0,0,0,0,2,0,0,0,0,2,5,4,3,0,1
979,8032,0,269,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1
980,8048,1,120,2,3,20,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,1
981,8060,0,230,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0,5,4,1,0,1
982,8076,1,36,8,2,14,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,0,1
983,8090,0,180,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1
984,8095,0,223,22,4,44,1,0,1,1,1,0,0,1,1,0,0,2,5,4,3,0,1
985,8097,1,251,16,12,82,3,0,3,3,1,0,2,0,0,0,0,2,5,4,3,0,1
986,8099,0,272,10,9,60,1,2,2,0,0,0,3,0,0,0,0,3,5,3,3,0,1
987,8106,1,314,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
988,8123,1,226,28,1,28,0,0,1,0,0,0,0,0,0,0,0,0,5,4,1,0,1
989,8142,1,158,14,5,38,1,0,1,1,0,2,0,1,0,1,0,4,4,4,3,0,1
990,8152,0,107,30,1,30,0,0,1,0,0,0,0,0,0,0,0,0,4,4,1,0,1
991,8159,0,108,14,5,42,2,0,1,1,0,1,0,0,0,0,0,1,4,4,3,0,1
992,8167,1,69,20,1,20,0,0,1,0,0,0,0,0,0,0,0,0,3,4,1,0,1
993,8177,0,209,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,1
994,8199,1,226,4,2,8,0,0,0,0,0,0,0,0,0,0,1,0,5,2,2,1,0
995,8201,1,37,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1
996,8234,0,305,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
997,8235,1,226,32,7,58,2,1,0,1,0,2,1,0,0,1,0,4,5,4,3,0,1
998,8242,0,178,14,7,38,0,1,2,2,0,0,2,0,0,0,0,2,4,4,3,0,1
999,8245,0,303,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
1000,8251,1,135,32,2,34,1,0,0,0,0,0,1,0,0,0,0,1,4,4,2,0,1
1001,8254,0,238,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
1002,8275,1,231,6,10,44,1,0,2,2,0,2,1,1,0,0,1,4,5,2,3,1,0
1003,8290,0,131,14,1,14,0,0,0,0,1,0,0,0,0,0,0,0,4,4,1,0,1
1004,8291,1,217,16,11,82,3,0,3,3,1,1,0,0,0,0,0,1,5,4,3,0,1
1005,8294,1,303,12,2,20,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
1006,8303,1,42,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0,2,4,1,0,1
1007,8324,1,382,2,11,30,2,0,3,1,0,0,1,1,0,0,0,2,5,1,3,0,1
1008,8339,0,301,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,1
1009,8345,1,67,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0,3,4,1,0,1
1010,8356,1,284,6,9,50,2,1,3,0,0,0,1,1,0,0,0,2,5,2,3,0,1
1011,8361,1,200,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
1012,8363,1,344,14,9,60,2,3,3,0,0,0,1,0,0,0,0,1,5,4,3,0,1
1013,8366,1,252,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
1014,8373,1,275,16,2,24,0,0,0,0,0,1,1,0,0,0,0,2,5,4,2,0,1
1015,8382,1,282,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1
1016,8389,1,126,2,4,18,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,1
1017,8399,1,182,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1
1018,8404,0,282,16,1,16,0,0,0,1,0,0,0,0,0,0,1,0,5,4,1,1,0
1019,8413,1,140,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
1020,8418,1,366,34,6,56,1,1,2,0,0,0,2,1,0,0,0,3,5,4,3,0,1
1021,8423,1,103,22,2,26,0,0,1,0,0,1,0,0,0,0,0,1,4,4,2,0,1
1022,8438,0,344,12,3,22,0,0,2,0,0,0,0,1,0,0,0,1,5,3,3,0,1
1023,8447,1,282,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
1024,8465,1,320,8,9,30,1,1,3,0,0,1,2,0,0,0,1,3,5,3,3,1,0
1025,8476,1,87,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1
1026,8485,1,351,8,4,20,1,0,1,0,0,0,1,0,0,0,0,1,5,3,3,0,1
1027,8486,1,258,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
1028,8507,1,134,26,2,28,0,2,0,0,0,0,0,0,0,0,0,0,4,4,2,0,1
1029,8511,1,216,8,2,14,0,1,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
1030,8524,1,355,14,8,30,2,0,4,0,1,1,0,0,0,0,0,1,5,4,3,0,1
1031,8528,0,455,12,11,66,2,0,3,4,0,0,1,1,0,0,0,2,5,3,3,0,1
1032,8540,0,262,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
1033,8541,1,153,12,7,46,0,0,1,1,3,0,1,0,0,0,0,1,4,3,3,0,1
1034,8544,1,246,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
1035,8546,0,249,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0,5,4,1,0,1
1036,8549,1,322,14,2,22,1,0,0,0,1,0,0,0,1,0,1,1,5,4,2,1,0
1037,8551,1,177,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
1038,8554,0,257,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
1039,8556,1,190,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
1040,8568,1,281,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,1
1041,8569,1,323,26,2,34,1,0,0,0,0,1,0,0,0,0,0,1,5,4,2,0,1
1042,8590,1,100,14,2,22,1,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,1
1043,8599,0,322,6,7,34,1,0,2,0,1,0,2,0,0,0,0,2,5,2,3,0,1
1044,8606,1,169,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
1045,8626,0,287,20,2,24,0,1,0,0,0,0,1,0,0,0,0,1,5,4,2,0,1
1046,8653,0,372,14,6,40,2,0,2,0,1,0,1,0,0,0,0,1,5,4,3,0,1
1047,8658,0,384,34,7,50,3,2,1,0,0,0,1,0,0,0,0,1,5,4,3,0,1
1048,8667,0,315,14,6,44,1,0,0,1,2,1,1,0,0,0,0,2,5,4,3,0,1
1049,8673,1,183,12,11,62,3,2,3,1,0,0,1,0,0,0,0,1,4,3,3,0,1
1050,8676,1,67,30,1,30,0,0,0,0,0,0,1,0,0,0,0,1,3,4,1,0,1
1051,8678,1,127,16,2,22,0,0,0,1,0,0,1,0,0,0,0,1,4,4,2,0,1
1052,8720,0,348,6,4,22,2,0,0,0,1,0,0,0,0,0,0,0,5,2,3,0,1
1053,8722,1,227,26,6,38,1,1,1,0,0,0,3,0,0,0,0,3,5,4,3,0,1
1054,8723,1,82,32,1,32,0,0,0,0,0,1,0,0,0,0,0,1,3,4,1,0,1
1055,8730,1,201,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,1
1056,8738,1,128,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,1
1057,8744,1,221,14,2,22,0,0,1,0,0,1,0,0,0,0,0,1,5,4,2,0,1
1058,8774,1,192,18,4,36,0,0,3,0,1,0,0,0,0,0,0,0,4,4,3,0,1
1059,8784,0,30,12,2,14,0,1,0,0,0,0,0,0,0,0,0,0,2,3,2,0,1
1060,8818,0,326,2,4,18,0,1,0,0,0,0,0,0,0,0,0,0,5,1,3,0,1
1061,8843,1,116,2,6,28,0,1,1,1,0,1,0,0,0,0,0,1,4,1,3,0,1
1062,8900,1,341,12,7,44,1,1,2,1,1,0,0,1,0,0,0,1,5,3,3,0,1
1063,8901,1,246,8,7,36,0,2,0,1,1,0,1,0,1,0,0,2,5,3,3,0,1
1064,8903,1,280,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
1065,8907,1,294,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,1
1066,8925,1,220,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1
1067,8927,1,293,12,2,16,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
1068,8953,0,72,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1
1069,8955,0,35,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,1
1070,8956,0,82,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1
1071,8958,1,305,8,2,16,0,1,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
1072,8968,1,300,18,2,24,1,0,1,0,0,0,0,0,0,0,0,0,5,4,2,0,1
1073,8976,1,324,2,3,18,0,0,0,0,1,0,0,0,0,0,0,0,5,1,3,0,1
1074,8995,1,238,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,1
1075,9013,0,104,14,2,16,0,0,2,0,0,0,0,0,0,0,0,0,4,4,2,0,1
1076,9019,1,364,32,6,50,1,0,1,0,0,3,1,0,0,0,0,4,5,4,3,0,1
1077,9021,0,91,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1
1078,9022,0,81,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1
1079,9026,1,222,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
1080,9037,1,108,22,7,60,1,1,0,3,0,1,1,0,0,0,0,2,4,4,3,0,1
1081,9055,1,400,14,7,38,1,0,0,1,1,1,2,0,0,0,0,3,5,4,3,0,1
1082,9068,1,377,4,11,48,0,1,4,0,1,1,1,1,1,1,0,5,5,2,3,0,1
1083,9085,1,100,14,5,42,2,0,2,0,1,0,0,1,1,0,0,2,3,4,3,0,1
1084,9088,1,393,2,7,26,1,0,0,0,0,2,0,0,0,0,0,2,5,1,3,0,1
1085,9103,1,349,14,5,30,0,0,2,1,0,0,1,1,0,0,0,2,5,4,3,0,1
1086,9132,1,183,6,3,18,0,0,0,0,0,1,0,0,0,0,1,1,4,2,3,1,0
1087,9136,1,30,10,2,18,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,1
1088,9137,0,234,12,2,18,0,0,0,1,0,0,0,0,0,0,0,0,5,3,2,0,1
1089,9145,1,252,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
1090,9147,1,256,16,2,20,1,0,0,0,0,1,0,0,0,0,0,1,5,4,2,0,1
1091,9153,1,199,12,2,18,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2,0,1
1092,9155,1,231,32,10,72,2,0,5,3,0,0,0,0,0,0,0,0,5,4,3,0,1
1093,9162,1,321,2,7,34,2,1,1,0,0,2,0,1,0,2,0,5,5,1,3,0,1
1094,9172,1,260,14,2,16,1,0,1,0,0,0,0,0,0,0,0,0,5,4,2,0,1
1095,9182,0,296,4,4,16,1,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,1
1096,9203,1,53,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1
1097,9208,1,350,20,5,38,1,1,1,2,0,0,0,1,0,0,0,1,5,4,3,0,1
1098,9212,1,302,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1
1099,9219,1,67,4,4,14,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,0,1
1100,9229,1,310,32,12,99,2,2,2,2,0,0,4,0,0,0,0,4,5,4,3,0,1
1101,9230,0,219,14,5,40,2,1,1,0,0,0,1,0,0,0,0,1,5,4,3,0,1
1102,9234,1,221,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
1103,9246,0,64,10,2,16,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,1,0
1104,9254,0,245,14,2,20,0,0,0,1,0,0,0,0,0,0,0,0,5,4,2,0,1
1105,9256,1,311,24,12,70,3,3,3,0,0,1,2,0,0,0,0,3,5,4,3,0,1
1106,9260,1,163,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
