high_bid,seller_feedback,category,subcategory,brand
107.5,380,Pottery & Glass,Collectible Pottery,Roseville_Vase
39,821,Luggage,Luggage bags,Samsonite_Luggage
66.69,42,Pottery & Glass,Collectible Pottery,Roseville_Vase
32.76,765,Pottery & Glass,Collectible Pottery,Roseville_Vase
255,1636,Pottery & Glass,Collectible Pottery,Roseville_Vase
61,23,Pottery & Glass,Collectible Pottery,Roseville_Vase
660,1066,Pottery & Glass,Collectible Pottery,Rookwood_Vase
67,34,Pottery & Glass,Collectible Pottery,Roseville_Vase
80.35,3524,Pottery & Glass,Collectible Pottery,Roseville_Vase
332.5,5368,Pottery & Glass,Collectible Pottery,Rookwood_Vase
87.35,3524,Pottery & Glass,Collectible Pottery,Roseville_Vase
112.5,40,Pottery & Glass,Collectible Pottery,Roseville_Vase
60,418,Consumer Electronics,Calculators,Casio_Calculator
242.53,579,Pottery & Glass,Collectible Pottery,Roseville_Vase
5.02,34,Consumer Electronics,Calculators,Sharp_Calculator
63.03,34,Pottery & Glass,Collectible Pottery,Roseville_Vase
59.03,90,Luggage,Luggage bags,Samsonite_Luggage
112.5,40,Pottery & Glass,Collectible Pottery,Roseville_Vase
58,1608,Pottery & Glass,Collectible Pottery,Roseville_Vase
102.5,296,Pottery & Glass,Collectible Pottery,Roseville_Vase
337.55,814,Pottery & Glass,Collectible Pottery,Roseville_Vase
7.5,180,Consumer Electronics,Calculators,Sharp_Calculator
7.05,46,Consumer Electronics,Calculators,Casio_Calculator
6,46,Consumer Electronics,Calculators,Casio_Calculator
3.75,1625,Luggage,Luggage bags,Samsonite_Luggage
60,188,Pottery & Glass,Collectible Pottery,Roseville_Vase
860.99,50,Pottery & Glass,Collectible Pottery,Rookwood_Vase
132.5,188,Pottery & Glass,Collectible Pottery,Roseville_Vase
169.27,26,Pottery & Glass,Collectible Pottery,Roseville_Vase
112.5,62,Pottery & Glass,Collectible Pottery,Roseville_Vase
173.5,914,Pottery & Glass,Collectible Pottery,Roseville_Vase
132.49,405,Pottery & Glass,Collectible Pottery,Roseville_Vase
30.95,6557,Pottery & Glass,Collectible Pottery,Roseville_Vase
108.19,26,Pottery & Glass,Collectible Pottery,Roseville_Vase
78,43,Luggage,Luggage bags,Samsonite_Luggage
800,373,Pottery & Glass,Collectible Pottery,Rookwood_Vase
375,168,Luggage,Luggage bags,Samsonite_Luggage
82,452,Pottery & Glass,Collectible Pottery,Roseville_Vase
17.5,2948,Luggage,Luggage bags,Samsonite_Luggage
314,127,Pottery & Glass,Collectible Pottery,Roseville_Vase
38.75,361,Pottery & Glass,Collectible Pottery,Roseville_Vase
52.01,77,Pottery & Glass,Collectible Pottery,Roseville_Vase
128.5,62,Pottery & Glass,Collectible Pottery,Roseville_Vase
11,609,Luggage,Luggage bags,Samsonite_Luggage
108.05,396,Pottery & Glass,Collectible Pottery,Roseville_Vase
81.03,1,Pottery & Glass,Collectible Pottery,Roseville_Vase
609.99,416,Pottery & Glass,Collectible Pottery,Roseville_Vase
202.5,82,Pottery & Glass,Collectible Pottery,Roseville_Vase
860,50,Pottery & Glass,Collectible Pottery,Rookwood_Vase
33,16,Consumer Electronics,Calculators,Casio_Calculator
12.5,79,Consumer Electronics,Calculators,Casio_Calculator
11.16,79,Consumer Electronics,Calculators,Casio_Calculator
112.5,1636,Pottery & Glass,Collectible Pottery,Roseville_Vase
68,1636,Pottery & Glass,Collectible Pottery,Roseville_Vase
112.5,1860,Pottery & Glass,Collectible Pottery,Roseville_Vase
202.5,445,Pottery & Glass,Collectible Pottery,Roseville_Vase
113.5,541,Pottery & Glass,Collectible Pottery,Roseville_Vase
112.51,1239,Pottery & Glass,Collectible Pottery,Roseville_Vase
46,1239,Pottery & Glass,Collectible Pottery,Roseville_Vase
36.51,16,Consumer Electronics,Calculators,Casio_Calculator
24.5,16,Consumer Electronics,Calculators,Casio_Calculator
202.5,1820,Pottery & Glass,Collectible Pottery,Roseville_Vase
153.5,1557,Pottery & Glass,Collectible Pottery,Roseville_Vase
275,511,Pottery & Glass,Collectible Pottery,Roseville_Vase
120.28,41,Pottery & Glass,Collectible Pottery,Roseville_Vase
76,847,Pottery & Glass,Collectible Pottery,Roseville_Vase
237.5,683,Pottery & Glass,Collectible Pottery,Roseville_Vase
167.5,35,Pottery & Glass,Collectible Pottery,Roseville_Vase
95,824,Pottery & Glass,Collectible Pottery,Roseville_Vase
65,20,Pottery & Glass,Collectible Pottery,Roseville_Vase
31,2185,Luggage,Luggage bags,American_Tourister_Luggage
48,72,Pottery & Glass,Collectible Pottery,Roseville_Vase
46,332,Pottery & Glass,Collectible Pottery,Roseville_Vase
45.11,92,Pottery & Glass,Collectible Pottery,Roseville_Vase
123.5,140,Pottery & Glass,Collectible Pottery,Rookwood_Vase
77.5,55,Pottery & Glass,Collectible Pottery,Roseville_Vase
77,92,Pottery & Glass,Collectible Pottery,Roseville_Vase
23.17,206,Pottery & Glass,Collectible Pottery,Roseville_Vase
174.27,653,Pottery & Glass,Collectible Pottery,Rookwood_Vase
91,560,Pottery & Glass,Collectible Pottery,Roseville_Vase
61,1076,Pottery & Glass,Collectible Pottery,Roseville_Vase
48.99,82,Pottery & Glass,Collectible Pottery,Roseville_Vase
300,560,Pottery & Glass,Collectible Pottery,Roseville_Vase
107.5,2638,Pottery & Glass,Collectible Pottery,Roseville_Vase
11.51,609,Luggage,Luggage bags,Samsonite_Luggage
54,3,Consumer Electronics,Calculators,Casio_Calculator
10,12,Consumer Electronics,Calculators,Casio_Calculator
328,207,Pottery & Glass,Collectible Pottery,Roseville_Vase
204.5,207,Pottery & Glass,Collectible Pottery,Roseville_Vase
280,207,Pottery & Glass,Collectible Pottery,Roseville_Vase
96,316,Pottery & Glass,Collectible Pottery,Roseville_Vase
46,59,Luggage,Luggage bags,Samsonite_Luggage
56,1120,Luggage,Luggage bags,Samsonite_Luggage
31.51,58,Consumer Electronics,Calculators,Sharp_Calculator
36,350,Luggage,Luggage bags,Samsonite_Luggage
12.5,54,Luggage,Luggage bags,Samsonite_Luggage
31.06,394,Consumer Electronics,Calculators,Casio_Calculator
12.5,401,Luggage,Luggage bags,Samsonite_Luggage
81,8,Pottery & Glass,Collectible Pottery,Roseville_Vase
66,8,Pottery & Glass,Collectible Pottery,Roseville_Vase
64.55,222,Pottery & Glass,Collectible Pottery,Roseville_Vase
560,212,Pottery & Glass,Collectible Pottery,Roseville_Vase
137.5,3944,Pottery & Glass,Collectible Pottery,Roseville_Vase
60.99,762,Pottery & Glass,Collectible Pottery,Rookwood_Vase
199,259,Pottery & Glass,Collectible Pottery,Rookwood_Vase
28.29,1012,Pottery & Glass,Collectible Pottery,Roseville_Vase
20.5,662,Pottery & Glass,Collectible Pottery,Roseville_Vase
101.01,584,Pottery & Glass,Collectible Pottery,Rookwood_Vase
158.27,73,Pottery & Glass,Collectible Pottery,Roseville_Vase
13.5,498,Luggage,Luggage bags,American_Tourister_Luggage
332.63,725,Pottery & Glass,Collectible Pottery,Roseville_Vase
65,1323,Pottery & Glass,Collectible Pottery,Roseville_Vase
26.65,98,Pottery & Glass,Collectible Pottery,Roseville_Vase
40.99,1323,Pottery & Glass,Collectible Pottery,Roseville_Vase
106.5,3957,Pottery & Glass,Collectible Pottery,Roseville_Vase
255,3706,Pottery & Glass,Collectible Pottery,Rookwood_Vase
241.01,87,Pottery & Glass,Collectible Pottery,Roseville_Vase
941,507,Pottery & Glass,Collectible Pottery,Rookwood_Vase
76,640,Pottery & Glass,Collectible Pottery,Roseville_Vase
48.99,818,Pottery & Glass,Collectible Pottery,Roseville_Vase
31,159,Luggage,Luggage bags,Samsonite_Luggage
10,12,Consumer Electronics,Calculators,Casio_Calculator
400,698,Pottery & Glass,Collectible Pottery,Rookwood_Vase
35.98,32,Consumer Electronics,Calculators,Casio_Calculator
427,733,Pottery & Glass,Collectible Pottery,Rookwood_Vase
68,22,Consumer Electronics,Calculators,Casio_Calculator
49,156,Pottery & Glass,Collectible Pottery,Roseville_Vase
118,67,Pottery & Glass,Collectible Pottery,Roseville_Vase
523,270,Pottery & Glass,Collectible Pottery,Roseville_Vase
97.33,394,Pottery & Glass,Collectible Pottery,Roseville_Vase
31,291,Pottery & Glass,Collectible Pottery,Rookwood_Vase
62.01,90,Luggage,Luggage bags,Samsonite_Luggage
203.69,94,Pottery & Glass,Collectible Pottery,Rookwood_Vase
124.5,2183,Pottery & Glass,Collectible Pottery,Roseville_Vase
8.5,60,Luggage,Luggage bags,American_Tourister_Luggage
62,546,Pottery & Glass,Collectible Pottery,Roseville_Vase
115,766,Pottery & Glass,Collectible Pottery,Roseville_Vase
61,5,Pottery & Glass,Collectible Pottery,Roseville_Vase
24.5,29,Luggage,Luggage bags,Samsonite_Luggage
8.51,1190,Consumer Electronics,Calculators,Casio_Calculator
10.5,1190,Consumer Electronics,Calculators,Casio_Calculator
150,9,Pottery & Glass,Collectible Pottery,Roseville_Vase
56,17,Consumer Electronics,Calculators,Sharp_Calculator
51.01,618,Consumer Electronics,Calculators,Sharp_Calculator
31,51,Consumer Electronics,Calculators,Casio_Calculator
8.5,8,Consumer Electronics,Calculators,Sharp_Calculator
48,11,Pottery & Glass,Collectible Pottery,Roseville_Vase
100.99,30,Pottery & Glass,Collectible Pottery,Roseville_Vase
32,379,Pottery & Glass,Collectible Pottery,Roseville_Vase
75.75,259,Pottery & Glass,Collectible Pottery,Rookwood_Vase
147.5,1195,Pottery & Glass,Collectible Pottery,Roseville_Vase
84.55,838,Pottery & Glass,Collectible Pottery,Roseville_Vase
26,19,Consumer Electronics,Calculators,Casio_Calculator
279,232,Pottery & Glass,Collectible Pottery,Roseville_Vase
62,284,Pottery & Glass,Collectible Pottery,Rookwood_Vase
19.51,745,Luggage,Luggage bags,Samsonite_Luggage
70,521,Pottery & Glass,Collectible Pottery,Rookwood_Vase
51,23,Consumer Electronics,Calculators,Casio_Calculator
255,4,Pottery & Glass,Collectible Pottery,Rookwood_Vase
127.5,380,Pottery & Glass,Collectible Pottery,Roseville_Vase
108.01,921,Pottery & Glass,Collectible Pottery,Rookwood_Vase
56,3,Pottery & Glass,Collectible Pottery,Rookwood_Vase
56,566,Pottery & Glass,Collectible Pottery,Roseville_Vase
102.5,96,Pottery & Glass,Collectible Pottery,Roseville_Vase
100,7,Pottery & Glass,Collectible Pottery,Roseville_Vase
39,615,Luggage,Luggage bags,Samsonite_Luggage
26,1490,Pottery & Glass,Collectible Pottery,Roseville_Vase
405.99,207,Pottery & Glass,Collectible Pottery,Roseville_Vase
6.5,690,Consumer Electronics,Calculators,Sharp_Calculator
75,9,Pottery & Glass,Collectible Pottery,Roseville_Vase
4550,523,Pottery & Glass,Collectible Pottery,Roseville_Vase
150.5,90,Pottery & Glass,Collectible Pottery,Roseville_Vase
12.22,1474,Pottery & Glass,Collectible Pottery,Roseville_Vase
139.21,64,Pottery & Glass,Collectible Pottery,Roseville_Vase
203.49,207,Pottery & Glass,Collectible Pottery,Roseville_Vase
99,415,Pottery & Glass,Collectible Pottery,Roseville_Vase
352.85,89,Pottery & Glass,Collectible Pottery,Rookwood_Vase
886.06,89,Pottery & Glass,Collectible Pottery,Rookwood_Vase
314.09,2802,Pottery & Glass,Collectible Pottery,Roseville_Vase
65,280,Pottery & Glass,Collectible Pottery,Roseville_Vase
170,588,Pottery & Glass,Collectible Pottery,Roseville_Vase
26.01,47,Pottery & Glass,Collectible Pottery,Rookwood_Vase
20.5,0,Luggage,Luggage bags,Samsonite_Luggage
15.51,624,Luggage,Luggage bags,Samsonite_Luggage
65,0,Pottery & Glass,Collectible Pottery,Roseville_Vase
42,34,Pottery & Glass,Collectible Pottery,Roseville_Vase
90,810,Pottery & Glass,Collectible Pottery,Roseville_Vase
69.04,69,Pottery & Glass,Collectible Pottery,Roseville_Vase
244.05,334,Pottery & Glass,Collectible Pottery,Rookwood_Vase
20.5,4221,Consumer Electronics,Calculators,Casio_Calculator
280,72,Pottery & Glass,Collectible Pottery,Roseville_Vase
21.5,3957,Pottery & Glass,Collectible Pottery,Roseville_Vase
212.5,428,Pottery & Glass,Collectible Pottery,Roseville_Vase
384,36,Pottery & Glass,Collectible Pottery,Roseville_Vase
49,1344,Pottery & Glass,Collectible Pottery,Roseville_Vase
61,21,Consumer Electronics,Calculators,Sharp_Calculator
88,209,Pottery & Glass,Collectible Pottery,Roseville_Vase
112.59,877,Pottery & Glass,Collectible Pottery,Roseville_Vase
170.35,1283,Pottery & Glass,Collectible Pottery,Rookwood_Vase
26,42,Pottery & Glass,Collectible Pottery,Roseville_Vase
45,513,Pottery & Glass,Collectible Pottery,Roseville_Vase
15.57,29,Luggage,Luggage bags,American_Tourister_Luggage
275,370,Pottery & Glass,Collectible Pottery,Rookwood_Vase
111.57,338,Pottery & Glass,Collectible Pottery,Roseville_Vase
227.5,338,Pottery & Glass,Collectible Pottery,Roseville_Vase
425,110,Pottery & Glass,Collectible Pottery,Roseville_Vase
35,2134,Pottery & Glass,Collectible Pottery,Roseville_Vase
641.99,561,Pottery & Glass,Collectible Pottery,Roseville_Vase
239.49,575,Pottery & Glass,Collectible Pottery,Roseville_Vase
127.5,172,Pottery & Glass,Collectible Pottery,Roseville_Vase
430.98,561,Pottery & Glass,Collectible Pottery,Roseville_Vase
192.5,1230,Pottery & Glass,Collectible Pottery,Rookwood_Vase
800,1661,Pottery & Glass,Collectible Pottery,Roseville_Vase
1390,1661,Pottery & Glass,Collectible Pottery,Roseville_Vase
92,1230,Pottery & Glass,Collectible Pottery,Roseville_Vase
115.18,190,Pottery & Glass,Collectible Pottery,Roseville_Vase
610,1661,Pottery & Glass,Collectible Pottery,Roseville_Vase
432.51,5,Pottery & Glass,Collectible Pottery,Rookwood_Vase
51,1530,Pottery & Glass,Collectible Pottery,Roseville_Vase
102.5,1230,Pottery & Glass,Collectible Pottery,Roseville_Vase
68,200,Pottery & Glass,Collectible Pottery,Rookwood_Vase
41,185,Consumer Electronics,Calculators,Casio_Calculator
40,164,Pottery & Glass,Collectible Pottery,Roseville_Vase
10.5,1,Consumer Electronics,Calculators,Casio_Calculator
11,1,Consumer Electronics,Calculators,Casio_Calculator
21.73,313,Pottery & Glass,Collectible Pottery,Roseville_Vase
13.5,343,Luggage,Luggage bags,Samsonite_Luggage
500,1,Pottery & Glass,Collectible Pottery,Roseville_Vase
243.49,816,Pottery & Glass,Collectible Pottery,Roseville_Vase
183.49,816,Pottery & Glass,Collectible Pottery,Roseville_Vase
137.5,1172,Pottery & Glass,Collectible Pottery,Roseville_Vase
610,253,Pottery & Glass,Collectible Pottery,Rookwood_Vase
136.01,189,Pottery & Glass,Collectible Pottery,Roseville_Vase
227.5,189,Pottery & Glass,Collectible Pottery,Roseville_Vase
36,181,Pottery & Glass,Collectible Pottery,Roseville_Vase
16.37,672,Pottery & Glass,Collectible Pottery,Roseville_Vase
126,0,Pottery & Glass,Collectible Pottery,Roseville_Vase
150,64,Pottery & Glass,Collectible Pottery,Roseville_Vase
25,5,Pottery & Glass,Collectible Pottery,Roseville_Vase
62,1519,Pottery & Glass,Collectible Pottery,Roseville_Vase
42,78,Pottery & Glass,Collectible Pottery,Roseville_Vase
272.99,97,Pottery & Glass,Collectible Pottery,Roseville_Vase
52,1388,Pottery & Glass,Collectible Pottery,Roseville_Vase
200.27,32,Pottery & Glass,Collectible Pottery,Rookwood_Vase
39,69,Consumer Electronics,Calculators,Casio_Calculator
199,70,Luggage,Luggage bags,Samsonite_Luggage
45.99,817,Pottery & Glass,Collectible Pottery,Roseville_Vase
103.5,54,Pottery & Glass,Collectible Pottery,Roseville_Vase
102.5,216,Luggage,Luggage bags,Samsonite_Luggage
88.5,381,Pottery & Glass,Collectible Pottery,Roseville_Vase
18.5,28,Consumer Electronics,Calculators,Casio_Calculator
60,140,Pottery & Glass,Collectible Pottery,Roseville_Vase
53,978,Consumer Electronics,Calculators,Sharp_Calculator
450,162,Pottery & Glass,Collectible Pottery,Roseville_Vase
45.45,34,Pottery & Glass,Collectible Pottery,Rookwood_Vase
197.5,5,Pottery & Glass,Collectible Pottery,Roseville_Vase
100,27,Pottery & Glass,Collectible Pottery,Roseville_Vase
37.86,237,Pottery & Glass,Collectible Pottery,Roseville_Vase
12.5,122,Pottery & Glass,Collectible Pottery,Roseville_Vase
32,423,Pottery & Glass,Collectible Pottery,Roseville_Vase
59,1511,Pottery & Glass,Collectible Pottery,Roseville_Vase
20.49,423,Pottery & Glass,Collectible Pottery,Roseville_Vase
71.1,720,Pottery & Glass,Collectible Pottery,Roseville_Vase
199.99,311,Pottery & Glass,Collectible Pottery,Roseville_Vase
108.49,263,Pottery & Glass,Collectible Pottery,Roseville_Vase
175,717,Pottery & Glass,Collectible Pottery,Roseville_Vase
24.75,600,Consumer Electronics,Calculators,Casio_Calculator
42,145,Pottery & Glass,Collectible Pottery,Roseville_Vase
52.99,218,Pottery & Glass,Collectible Pottery,Rookwood_Vase
74.5,10,Pottery & Glass,Collectible Pottery,Roseville_Vase
147.5,608,Pottery & Glass,Collectible Pottery,Rookwood_Vase
92.01,1174,Pottery & Glass,Collectible Pottery,Roseville_Vase
13.15,50,Pottery & Glass,Collectible Pottery,Roseville_Vase
47,362,Pottery & Glass,Collectible Pottery,Roseville_Vase
13.49,326,Pottery & Glass,Collectible Pottery,Roseville_Vase
53.25,493,Pottery & Glass,Collectible Pottery,Roseville_Vase
157.5,599,Pottery & Glass,Collectible Pottery,Rookwood_Vase
72.06,4,Pottery & Glass,Collectible Pottery,Roseville_Vase
355,10,Pottery & Glass,Collectible Pottery,Rookwood_Vase
10,1168,Luggage,Luggage bags,American_Tourister_Luggage
164,12,Pottery & Glass,Collectible Pottery,Roseville_Vase
154,12,Pottery & Glass,Collectible Pottery,Roseville_Vase
400,145,Pottery & Glass,Collectible Pottery,Roseville_Vase
76.39,330,Pottery & Glass,Collectible Pottery,Roseville_Vase
117.5,1284,Pottery & Glass,Collectible Pottery,Roseville_Vase
120.33,287,Pottery & Glass,Collectible Pottery,Roseville_Vase
51,823,Pottery & Glass,Collectible Pottery,Roseville_Vase
61.21,290,Pottery & Glass,Collectible Pottery,Roseville_Vase
36,1,Consumer Electronics,Calculators,Casio_Calculator
17.61,307,Consumer Electronics,Calculators,Casio_Calculator
15.51,65,Pottery & Glass,Collectible Pottery,Roseville_Vase
47,65,Pottery & Glass,Collectible Pottery,Roseville_Vase
235.83,2814,Pottery & Glass,Collectible Pottery,Roseville_Vase
130.27,127,Pottery & Glass,Collectible Pottery,Roseville_Vase
150,12,Pottery & Glass,Collectible Pottery,Roseville_Vase
180,26,Pottery & Glass,Collectible Pottery,Rookwood_Vase
187.5,12,Pottery & Glass,Collectible Pottery,Roseville_Vase
137.95,179,Pottery & Glass,Collectible Pottery,Roseville_Vase
40,3,Luggage,Luggage bags,Samsonite_Luggage
501.5,18,Pottery & Glass,Collectible Pottery,Roseville_Vase
184.52,499,Pottery & Glass,Collectible Pottery,Roseville_Vase
15.5,15,Luggage,Luggage bags,Samsonite_Luggage
51,0,Pottery & Glass,Collectible Pottery,Roseville_Vase
49,395,Pottery & Glass,Collectible Pottery,Roseville_Vase
276.67,7,Pottery & Glass,Collectible Pottery,Roseville_Vase
280,498,Pottery & Glass,Collectible Pottery,Rookwood_Vase
3017,284,Pottery & Glass,Collectible Pottery,Rookwood_Vase
82.25,2,Pottery & Glass,Collectible Pottery,Roseville_Vase
190.49,816,Pottery & Glass,Collectible Pottery,Roseville_Vase
45.51,507,Pottery & Glass,Collectible Pottery,Roseville_Vase
59,19,Pottery & Glass,Collectible Pottery,Roseville_Vase
168.5,225,Pottery & Glass,Collectible Pottery,Roseville_Vase
62,225,Pottery & Glass,Collectible Pottery,Roseville_Vase
21.5,104,Luggage,Luggage bags,Samsonite_Luggage
132.5,477,Pottery & Glass,Collectible Pottery,Roseville_Vase
11.5,145,Pottery & Glass,Collectible Pottery,Rookwood_Vase
335,0,Pottery & Glass,Collectible Pottery,Roseville_Vase
2000,36,Pottery & Glass,Collectible Pottery,Rookwood_Vase
27.05,3,Consumer Electronics,Calculators,Casio_Calculator
36,159,Luggage,Luggage bags,American_Tourister_Luggage
53.95,35,Pottery & Glass,Collectible Pottery,Roseville_Vase
42.33,147,Pottery & Glass,Collectible Pottery,Roseville_Vase
455,1146,Pottery & Glass,Collectible Pottery,Roseville_Vase
19.99,740,Luggage,Luggage bags,Samsonite_Luggage
228.49,591,Pottery & Glass,Collectible Pottery,Roseville_Vase
71,166,Pottery & Glass,Collectible Pottery,Roseville_Vase
242.5,733,Pottery & Glass,Collectible Pottery,Roseville_Vase
31,53,Pottery & Glass,Collectible Pottery,Roseville_Vase
275,284,Pottery & Glass,Collectible Pottery,Rookwood_Vase
20,1833,Pottery & Glass,Collectible Pottery,Roseville_Vase
46,1833,Pottery & Glass,Collectible Pottery,Roseville_Vase
51,166,Pottery & Glass,Collectible Pottery,Roseville_Vase
15.5,11,Pottery & Glass,Collectible Pottery,Roseville_Vase
76,416,Pottery & Glass,Collectible Pottery,Roseville_Vase
295,416,Pottery & Glass,Collectible Pottery,Roseville_Vase
67,263,Pottery & Glass,Collectible Pottery,Roseville_Vase
20.5,159,Consumer Electronics,Calculators,Casio_Calculator
55.02,103,Consumer Electronics,Calculators,Casio_Calculator
99.75,322,Pottery & Glass,Collectible Pottery,Roseville_Vase
25,1142,Consumer Electronics,Calculators,Sharp_Calculator
179,156,Pottery & Glass,Collectible Pottery,Roseville_Vase
61,30,Luggage,Luggage bags,Samsonite_Luggage
81,26,Pottery & Glass,Collectible Pottery,Rookwood_Vase
7.5,301,Luggage,Luggage bags,Samsonite_Luggage
48.99,14,Pottery & Glass,Collectible Pottery,Roseville_Vase
8.99,880,Luggage,Luggage bags,Samsonite_Luggage
39.76,418,Luggage,Luggage bags,Samsonite_Luggage
3052,856,Pottery & Glass,Collectible Pottery,Roseville_Vase
265,492,Pottery & Glass,Collectible Pottery,Rookwood_Vase
250,492,Pottery & Glass,Collectible Pottery,Roseville_Vase
451,0,Pottery & Glass,Collectible Pottery,Rookwood_Vase
30,4252,Consumer Electronics,Calculators,Casio_Calculator
280,1184,Pottery & Glass,Collectible Pottery,Rookwood_Vase
30,842,Pottery & Glass,Collectible Pottery,Roseville_Vase
82,0,Pottery & Glass,Collectible Pottery,Roseville_Vase
200,585,Pottery & Glass,Collectible Pottery,Roseville_Vase
47,783,Pottery & Glass,Collectible Pottery,Roseville_Vase
76,782,Pottery & Glass,Collectible Pottery,Rookwood_Vase
160.01,782,Pottery & Glass,Collectible Pottery,Rookwood_Vase
71.05,36,Pottery & Glass,Collectible Pottery,Roseville_Vase
124.5,329,Pottery & Glass,Collectible Pottery,Rookwood_Vase
112.5,473,Pottery & Glass,Collectible Pottery,Roseville_Vase
11,8,Luggage,Luggage bags,American_Tourister_Luggage
151.02,197,Pottery & Glass,Collectible Pottery,Rookwood_Vase
234.49,640,Pottery & Glass,Collectible Pottery,Roseville_Vase
20.5,251,Pottery & Glass,Collectible Pottery,Roseville_Vase
50,584,Pottery & Glass,Collectible Pottery,Roseville_Vase
150,5404,Pottery & Glass,Collectible Pottery,Roseville_Vase
12.5,83,Luggage,Luggage bags,American_Tourister_Luggage
535,1146,Pottery & Glass,Collectible Pottery,Roseville_Vase
280,22,Pottery & Glass,Collectible Pottery,Rookwood_Vase
266,1194,Pottery & Glass,Collectible Pottery,Rookwood_Vase
61,11,Pottery & Glass,Collectible Pottery,Roseville_Vase
45,41,Pottery & Glass,Collectible Pottery,Roseville_Vase
21,40,Pottery & Glass,Collectible Pottery,Roseville_Vase
325,712,Pottery & Glass,Collectible Pottery,Roseville_Vase
41,2698,Pottery & Glass,Collectible Pottery,Roseville_Vase
260.66,1365,Pottery & Glass,Collectible Pottery,Roseville_Vase
250,1365,Pottery & Glass,Collectible Pottery,Roseville_Vase
95.49,1289,Pottery & Glass,Collectible Pottery,Roseville_Vase
20.5,284,Pottery & Glass,Collectible Pottery,Rookwood_Vase
57,867,Pottery & Glass,Collectible Pottery,Roseville_Vase
20.5,327,Consumer Electronics,Calculators,Casio_Calculator
203.59,5,Pottery & Glass,Collectible Pottery,Roseville_Vase
36,27,Luggage,Luggage bags,Samsonite_Luggage
17.5,91,Consumer Electronics,Calculators,Sharp_Calculator
20.5,91,Consumer Electronics,Calculators,Casio_Calculator
42,507,Pottery & Glass,Collectible Pottery,Roseville_Vase
114,1185,Pottery & Glass,Collectible Pottery,Roseville_Vase
145.5,209,Pottery & Glass,Collectible Pottery,Roseville_Vase
53.97,72,Pottery & Glass,Collectible Pottery,Roseville_Vase
92,2929,Pottery & Glass,Collectible Pottery,Roseville_Vase
91,411,Pottery & Glass,Collectible Pottery,Roseville_Vase
76,2929,Pottery & Glass,Collectible Pottery,Roseville_Vase
53.45,134,Pottery & Glass,Collectible Pottery,Roseville_Vase
85,177,Pottery & Glass,Collectible Pottery,Roseville_Vase
41,938,Pottery & Glass,Collectible Pottery,Roseville_Vase
65.02,318,Pottery & Glass,Collectible Pottery,Rookwood_Vase
124.52,618,Pottery & Glass,Collectible Pottery,Roseville_Vase
21.06,179,Pottery & Glass,Collectible Pottery,Roseville_Vase
140,429,Pottery & Glass,Collectible Pottery,Roseville_Vase
82,1335,Pottery & Glass,Collectible Pottery,Rookwood_Vase
95.01,744,Pottery & Glass,Collectible Pottery,Roseville_Vase
91,1115,Pottery & Glass,Collectible Pottery,Roseville_Vase
150,417,Pottery & Glass,Collectible Pottery,Roseville_Vase
71,1637,Pottery & Glass,Collectible Pottery,Roseville_Vase
47.55,44,Pottery & Glass,Collectible Pottery,Roseville_Vase
53,598,Pottery & Glass,Collectible Pottery,Roseville_Vase
91,20,Pottery & Glass,Collectible Pottery,Roseville_Vase
63,1637,Pottery & Glass,Collectible Pottery,Roseville_Vase
56.08,1637,Pottery & Glass,Collectible Pottery,Roseville_Vase
20.5,7492,Pottery & Glass,Collectible Pottery,Roseville_Vase
16.5,7492,Pottery & Glass,Collectible Pottery,Roseville_Vase
56,126,Pottery & Glass,Collectible Pottery,Roseville_Vase
20.56,1652,Pottery & Glass,Collectible Pottery,Roseville_Vase
15.51,4,Pottery & Glass,Collectible Pottery,Roseville_Vase
11.01,748,Luggage,Luggage bags,American_Tourister_Luggage
35.9,997,Pottery & Glass,Collectible Pottery,Roseville_Vase
46.51,875,Consumer Electronics,Calculators,Casio_Calculator
61,277,Pottery & Glass,Collectible Pottery,Roseville_Vase
80.97,363,Pottery & Glass,Collectible Pottery,Roseville_Vase
42,2120,Pottery & Glass,Collectible Pottery,Roseville_Vase
18.29,225,Luggage,Luggage bags,Samsonite_Luggage
46,277,Pottery & Glass,Collectible Pottery,Roseville_Vase
519.88,411,Pottery & Glass,Collectible Pottery,Roseville_Vase
191.5,47,Pottery & Glass,Collectible Pottery,Roseville_Vase
76,1764,Pottery & Glass,Collectible Pottery,Roseville_Vase
193.05,1367,Pottery & Glass,Collectible Pottery,Rookwood_Vase
95,68,Pottery & Glass,Collectible Pottery,Roseville_Vase
285.5,1157,Pottery & Glass,Collectible Pottery,Rookwood_Vase
48,589,Luggage,Luggage bags,Samsonite_Luggage
209.5,573,Pottery & Glass,Collectible Pottery,Roseville_Vase
56,13,Consumer Electronics,Calculators,Casio_Calculator
96,290,Pottery & Glass,Collectible Pottery,Rookwood_Vase
129,465,Pottery & Glass,Collectible Pottery,Rookwood_Vase
99.99,156,Pottery & Glass,Collectible Pottery,Roseville_Vase
285,334,Pottery & Glass,Collectible Pottery,Roseville_Vase
115.5,198,Pottery & Glass,Collectible Pottery,Roseville_Vase
21.91,1748,Consumer Electronics,Calculators,Casio_Calculator
111.49,2681,Pottery & Glass,Collectible Pottery,Rookwood_Vase
151,210,Pottery & Glass,Collectible Pottery,Roseville_Vase
150,3574,Pottery & Glass,Collectible Pottery,Roseville_Vase
