Trans. ,Bag,Blush,Nail Polish,Brushes,Concealer,Eyebrow Pencils,Bronzer,Lip liner,Mascara,Eye shadow,Foundation,Lip Gloss,Lipstick,Eyeliner
461,0,1,0,0,1,0,0,1,0,0,1,0,0,1
462,0,1,0,0,0,0,0,0,0,1,1,1,0,1
463,0,0,0,0,1,0,1,0,0,0,1,1,1,0
464,0,0,0,0,0,0,0,0,0,0,0,0,1,1
465,0,1,1,1,1,0,0,1,0,0,1,0,0,1
466,0,0,1,0,0,0,1,0,1,1,0,1,0,0
467,0,1,0,0,1,0,0,0,0,0,0,0,0,0
468,0,0,0,0,1,0,0,0,0,0,0,0,1,0
469,0,0,0,0,0,0,1,1,0,0,1,1,0,0
470,0,0,0,0,1,0,0,1,0,1,0,1,0,1
471,0,0,0,0,0,0,0,0,0,0,1,1,0,1
472,0,0,0,0,1,0,0,1,1,0,0,1,0,1
473,0,0,0,0,1,0,0,0,0,0,0,0,1,1
474,0,1,0,0,0,0,0,0,0,0,1,1,1,0
475,0,0,1,1,1,0,0,0,1,1,0,0,0,1
476,0,0,1,1,0,0,0,0,0,0,1,1,0,1
477,0,1,0,0,1,0,0,0,1,1,1,1,0,0
478,0,0,0,0,0,0,1,0,0,0,1,0,0,1
479,0,0,0,0,1,0,1,1,1,1,0,0,0,0
480,0,0,0,0,0,0,0,0,1,1,0,0,0,0
481,0,0,0,0,1,0,0,1,0,1,0,1,1,0
482,0,0,0,0,1,0,0,1,0,0,0,0,1,1
483,0,0,0,0,0,0,1,1,0,0,0,0,1,0
484,0,0,0,0,0,0,0,0,0,0,1,1,0,0
485,0,0,0,0,0,0,0,0,0,0,1,1,0,1
486,0,0,0,0,1,0,0,0,0,0,1,1,1,1
487,0,0,0,0,1,0,0,1,0,0,0,1,1,1
488,0,1,1,0,0,0,0,0,1,1,1,1,0,1
489,0,0,0,0,1,0,0,0,0,0,0,0,1,1
490,0,0,0,0,0,0,0,0,0,0,0,0,1,0
491,0,0,0,0,0,1,0,0,0,0,1,1,1,0
492,0,1,0,0,1,1,0,1,1,1,0,0,1,0
493,0,1,0,0,1,0,1,1,0,0,0,0,1,1
494,0,1,0,0,1,0,0,0,0,0,0,0,1,1
495,0,0,0,0,0,0,0,0,0,0,1,0,1,0
496,0,1,1,0,0,0,0,0,0,0,1,1,1,1
497,0,1,1,1,1,0,1,0,1,1,1,0,1,1
498,0,1,1,1,0,0,0,0,1,1,0,0,1,1
499,0,0,0,0,0,0,0,0,0,0,1,1,0,0
500,0,0,0,0,1,0,1,1,0,0,0,0,0,0
501,0,0,0,0,0,0,0,1,0,0,1,0,0,0
502,1,1,1,1,0,0,0,0,1,1,1,0,0,0
503,0,0,0,0,1,0,0,0,0,1,1,1,1,1
504,0,0,1,1,1,0,1,0,1,1,0,1,0,0
505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,0,0,0,0,0,0,0,0,0,0,1,0,0,0
507,0,1,0,0,1,0,0,0,1,1,1,0,0,0
508,0,1,1,1,0,0,0,0,1,1,0,0,1,0
509,0,0,0,0,0,0,0,0,1,1,1,1,1,0
510,0,1,0,0,1,0,1,1,0,0,0,1,1,1
511,0,0,0,0,0,0,0,0,0,0,1,1,1,0
512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,0,0,0,0,0,0,1,0,0,0,1,0,1,0
514,0,1,0,0,0,0,0,0,0,0,1,1,0,0
515,0,0,0,0,0,0,0,0,0,0,0,0,0,1
516,0,0,0,0,1,0,0,0,0,0,1,1,0,0
517,0,0,0,0,1,0,1,0,0,0,1,0,0,1
518,0,0,0,0,1,0,1,1,0,0,0,0,1,1
519,0,0,1,0,0,0,1,0,0,1,1,0,0,0
520,0,1,0,0,1,0,0,1,1,0,0,1,0,0
521,0,0,0,0,1,0,0,1,0,0,1,0,0,0
522,0,0,0,0,1,0,0,1,0,0,1,0,0,1
523,0,1,0,0,1,0,0,0,0,0,1,0,1,1
524,0,0,1,1,0,0,0,0,0,0,1,1,0,0
525,0,1,0,0,0,0,0,0,0,0,0,0,0,0
526,0,0,0,0,0,0,0,0,1,1,1,1,0,0
527,0,1,1,0,1,0,0,0,1,1,1,1,0,0
528,0,1,0,0,1,0,0,1,1,1,0,0,0,1
529,0,0,1,0,1,0,1,0,0,0,0,1,0,1
530,0,0,1,0,1,0,0,0,0,0,0,0,1,1
531,0,0,1,1,1,0,0,0,1,1,0,0,0,0
532,0,1,0,0,1,0,1,0,0,0,0,1,1,1
533,1,1,1,1,1,0,1,1,1,1,0,0,0,0
534,0,0,0,0,0,0,0,0,1,1,1,1,0,0
535,0,0,1,1,0,0,0,0,0,0,1,1,1,0
536,0,1,1,1,0,0,0,0,1,1,1,1,1,1
537,0,1,0,0,0,0,0,0,1,1,0,0,0,0
538,0,1,0,0,0,0,0,0,1,1,0,0,1,0
539,0,1,0,0,1,0,1,0,1,1,0,1,0,0
540,0,0,0,0,1,0,1,1,1,1,0,0,0,1
541,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,0,1,0,0,1,0,0,0,0,0,1,1,0,1
543,0,0,0,0,0,0,0,0,0,0,1,0,0,0
544,0,0,0,0,1,0,0,0,0,0,1,1,0,1
545,0,0,0,0,0,0,0,0,0,0,1,1,0,0
546,0,0,0,0,0,0,1,0,0,0,1,0,1,0
547,0,1,0,0,0,0,0,0,0,0,1,1,1,0
548,0,1,0,0,1,0,0,1,0,0,1,0,1,0
549,0,0,0,0,0,0,0,0,1,1,1,1,1,0
550,0,1,0,0,1,0,0,1,1,1,1,0,0,0
551,0,1,1,0,0,0,1,0,1,1,0,1,1,0
552,0,0,1,0,1,0,0,0,0,0,1,1,0,1
553,0,1,1,0,1,0,0,1,1,1,1,0,0,1
554,0,1,0,0,0,0,0,0,0,0,0,0,1,1
555,0,0,0,0,1,0,0,0,0,0,1,1,1,1
556,0,1,0,0,1,0,0,1,1,1,0,1,1,1
557,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,0,1,0,0,0,0,0,0,1,1,0,0,1,1
559,0,0,0,0,1,0,1,0,0,0,0,1,0,1
560,0,1,0,0,1,0,0,0,1,1,0,0,0,1
561,1,1,0,0,1,0,0,0,0,0,1,0,0,0
562,0,0,0,0,0,0,0,0,0,1,1,1,1,0
563,0,0,0,0,0,0,0,0,0,0,1,1,1,0
564,0,1,0,0,1,0,0,1,0,0,1,0,1,0
565,0,0,0,0,1,0,0,0,1,1,1,1,1,0
566,0,1,1,1,1,0,1,1,1,1,0,0,0,1
567,0,0,0,0,1,0,0,0,0,0,1,0,0,1
568,0,1,0,0,0,0,1,0,1,1,1,0,0,0
569,0,1,1,0,1,0,0,1,1,1,0,0,1,0
570,0,0,0,0,0,0,0,0,1,1,1,0,0,0
571,0,0,0,0,1,0,0,0,0,0,1,0,0,1
572,0,1,0,0,0,0,0,0,0,0,1,1,0,0
573,1,0,1,1,1,0,0,0,0,0,1,1,1,1
574,0,0,0,0,0,0,1,0,0,0,0,1,0,1
575,0,0,0,0,1,0,0,0,0,0,0,0,1,1
576,0,0,0,0,0,0,0,0,0,0,1,1,0,0
577,0,0,0,0,1,0,0,1,0,1,0,1,0,0
578,0,0,1,0,0,0,0,0,0,0,1,1,0,0
579,0,0,0,0,0,0,0,0,0,0,1,1,0,1
580,0,0,1,1,1,0,0,1,0,1,0,1,0,1
581,0,0,0,0,1,0,1,0,0,1,1,0,0,1
582,0,0,1,0,0,0,0,0,0,0,0,0,0,0
583,0,1,0,0,0,0,0,0,0,0,1,1,1,0
584,0,0,0,0,0,0,0,0,0,0,1,1,1,0
585,0,0,0,0,0,0,0,0,0,0,1,1,1,0
586,0,1,0,0,0,0,0,0,1,1,1,1,0,0
587,0,0,0,0,0,0,0,0,0,0,1,1,1,1
588,0,0,0,0,1,0,0,0,0,0,0,0,0,0
589,0,0,0,0,0,0,0,1,0,0,0,1,1,0
590,0,1,1,0,1,0,0,0,0,0,0,0,0,1
591,0,0,0,0,1,1,0,0,0,0,1,1,0,0
592,0,1,0,0,0,0,0,0,1,1,0,0,0,1
593,0,0,0,0,1,0,0,0,1,1,0,0,0,1
594,0,0,0,0,0,0,0,0,0,0,1,0,1,1
595,0,0,0,0,1,0,0,0,0,0,1,0,1,1
596,0,1,0,0,0,0,0,0,0,1,1,1,1,0
597,1,1,1,1,1,1,1,1,1,1,0,0,1,1
598,0,1,1,1,0,0,0,0,0,0,1,1,1,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,1,0,0,0,0,1,1,0
601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,0,0,1,0,0,0,0,0,1,1,1,1,1,1
603,0,1,1,0,0,0,0,0,1,1,1,1,0,0
604,0,0,1,0,0,0,0,0,0,1,1,1,1,0
605,0,0,0,0,1,0,0,0,0,0,0,0,0,1
606,0,0,0,0,1,0,0,0,0,0,0,0,0,1
607,0,0,0,0,0,0,0,0,1,1,1,1,1,0
608,0,1,1,1,1,0,1,1,0,0,0,1,0,1
609,0,1,0,0,1,0,0,0,0,0,0,0,0,0
610,0,1,0,0,1,1,0,0,1,1,0,0,0,0
611,1,1,1,0,0,0,0,1,0,0,1,0,0,0
612,0,0,0,0,1,0,1,1,1,0,0,0,0,1
613,1,1,0,0,0,0,0,0,1,0,1,1,1,0
614,0,1,1,0,0,0,0,0,0,0,1,1,0,0
615,0,0,0,0,0,0,0,0,0,0,1,1,0,1
616,0,1,0,0,0,0,0,1,0,0,0,0,0,0
617,0,0,0,0,0,0,0,0,0,0,0,0,1,1
618,0,0,0,0,0,1,0,0,1,1,0,0,1,0
619,0,1,0,0,0,1,0,0,0,0,0,0,0,1
620,0,0,0,0,0,0,0,1,0,0,0,1,0,0
621,1,0,0,0,1,0,1,1,1,1,1,1,1,0
622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,0,0,0,0,0,0,0,0,1,1,1,1,1,0
624,0,0,0,0,1,0,0,0,0,0,1,1,0,1
625,1,1,0,0,1,0,0,1,0,0,0,1,0,0
626,0,0,0,0,0,0,0,0,0,0,1,0,1,1
627,0,1,0,0,1,0,0,0,1,1,0,0,0,1
628,0,0,0,0,0,1,0,0,0,0,0,0,0,0
629,0,0,0,0,0,0,0,0,1,0,1,1,0,1
630,0,0,0,0,0,0,0,0,0,0,1,1,1,0
631,0,0,0,0,0,0,1,0,0,0,1,1,0,1
632,0,0,0,0,0,0,0,0,0,0,0,0,1,0
633,0,1,1,0,1,0,1,1,1,1,0,0,0,0
634,0,1,0,0,0,0,0,0,1,1,0,0,0,0
635,0,0,1,1,1,0,0,0,0,1,1,1,1,1
636,0,0,0,0,1,0,0,0,1,1,0,0,0,1
637,0,1,0,0,0,0,0,0,0,0,0,0,1,0
638,0,1,0,0,0,0,0,0,0,1,1,1,0,0
639,0,0,0,0,0,0,0,0,1,1,1,0,0,1
640,0,1,1,0,0,0,0,0,0,0,0,0,0,0
641,0,1,0,0,1,0,1,0,1,1,1,0,0,0
642,0,0,1,0,1,0,0,0,0,0,1,1,0,0
643,0,0,0,0,0,0,0,0,0,0,1,1,1,0
644,0,1,0,0,0,0,0,0,1,1,0,0,0,1
645,0,0,0,0,0,0,0,0,1,1,1,1,0,0
646,0,1,1,1,0,1,1,0,1,1,0,1,1,1
647,0,0,0,0,0,0,0,0,1,1,1,1,0,0
648,0,0,0,0,0,0,0,0,0,0,1,0,0,0
649,0,1,1,0,1,0,1,0,1,1,1,0,0,1
650,0,0,1,0,0,0,0,0,0,0,1,1,1,0
651,0,1,0,0,1,0,1,0,1,1,0,1,0,1
652,0,0,0,0,1,0,0,0,0,0,1,1,0,1
653,0,0,0,0,0,0,0,0,1,1,0,0,0,0
654,0,0,0,0,0,0,0,0,0,0,0,0,0,1
655,0,0,0,0,0,0,0,0,0,0,0,0,0,1
656,0,0,1,0,0,0,0,0,0,0,1,1,0,0
657,0,1,0,0,0,0,0,0,1,1,0,0,1,0
658,0,1,0,0,1,0,1,1,0,0,1,1,1,1
659,0,0,0,0,1,0,0,0,0,0,1,0,0,1
660,0,0,0,0,0,0,0,0,0,0,1,1,0,0
661,0,0,0,0,0,0,0,0,0,0,1,1,0,0
662,0,0,1,0,0,0,0,0,0,0,1,1,0,0
663,0,1,0,0,1,0,1,0,0,0,0,1,0,1
664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,0,1,1,0,1,0,0,0,0,0,0,0,0,1
666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,0,1,0,0,1,0,0,0,1,1,0,0,0,1
668,0,0,0,0,0,0,0,0,1,1,1,1,0,1
669,0,1,0,0,1,0,1,1,0,0,1,1,0,1
670,0,1,0,0,1,0,0,0,0,0,1,0,0,0
671,0,0,0,0,0,0,0,0,0,0,1,1,0,0
672,0,0,1,0,1,0,0,0,1,1,0,0,1,1
673,0,0,0,0,0,0,0,0,1,1,1,0,0,0
674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,0,0,0,0,0,0,0,0,0,0,0,0,1,0
676,0,0,1,0,0,0,0,0,0,0,0,0,0,0
677,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,0,0,0,0,0,0,0,0,0,0,1,1,1,0
681,0,1,0,0,0,0,0,0,0,0,0,0,1,0
682,0,0,0,0,1,0,1,0,1,1,1,0,0,0
683,0,0,0,0,0,0,0,0,0,0,0,0,0,1
684,0,1,0,0,1,0,0,0,0,0,0,0,1,0
685,0,0,0,0,0,0,0,0,0,0,0,0,0,1
686,0,0,0,0,0,0,1,0,0,1,1,0,0,1
687,0,0,0,0,0,0,0,0,0,0,0,0,0,1
688,0,0,0,0,1,0,0,0,1,0,1,1,0,1
689,0,0,0,0,1,0,0,1,0,0,0,1,0,0
690,0,1,0,0,0,0,0,0,0,0,0,0,0,0
691,0,1,0,0,0,0,0,0,0,0,1,1,0,0
692,0,1,0,0,0,0,0,0,0,0,0,0,0,1
693,0,0,0,0,0,0,0,0,1,1,0,0,0,1
694,0,0,0,0,1,0,1,0,0,0,0,1,0,1
695,0,0,0,0,0,0,0,0,0,0,1,0,1,0
696,0,0,0,0,0,0,0,0,0,0,1,1,1,1
697,0,0,0,0,0,0,1,1,1,1,0,1,1,0
698,0,0,1,0,1,0,0,0,0,0,1,1,0,1
699,0,0,0,0,0,0,1,0,0,0,1,0,0,1
700,0,0,0,0,0,0,0,0,0,0,0,0,1,0
701,0,0,0,0,0,0,0,0,1,1,1,0,0,1
702,0,0,0,0,1,0,0,1,0,0,1,0,0,1
703,0,1,1,0,1,0,0,0,1,0,1,1,0,1
704,0,0,0,0,1,0,0,0,0,0,1,1,0,1
705,1,1,0,0,1,1,0,0,1,1,1,0,1,1
706,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,0,1,0,0,0,0,0,0,0,0,1,1,0,0
708,0,0,1,0,0,0,0,0,1,1,1,1,0,0
709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,0,0,1,0,0,0,0,0,0,0,1,1,1,1
712,0,1,0,0,1,0,0,1,0,0,0,1,0,1
713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,0,0,0,0,1,0,0,1,0,0,0,1,1,1
715,0,0,0,0,0,0,0,0,0,0,1,1,0,1
716,0,0,0,0,0,0,0,0,0,0,1,1,0,1
717,0,0,1,0,0,0,0,0,1,1,0,0,0,1
718,0,0,0,0,0,0,0,0,0,0,1,1,1,1
719,0,0,0,0,1,0,0,0,0,0,0,0,1,1
720,0,0,0,0,0,0,0,0,0,0,1,1,0,1
721,0,0,0,0,1,0,0,0,0,0,0,0,0,1
722,0,0,0,0,0,0,0,0,0,0,1,1,0,0
723,0,1,0,0,0,0,0,0,0,0,1,1,0,0
724,0,1,0,0,0,0,0,0,1,1,1,1,1,0
725,0,0,0,0,0,0,0,0,0,0,1,0,0,1
726,0,0,0,0,1,0,0,0,0,1,1,1,1,1
727,1,1,1,0,1,0,1,0,1,1,1,1,1,1
728,0,1,0,0,0,0,0,0,1,1,1,0,1,0
729,0,0,1,0,0,0,0,0,0,0,0,0,0,0
730,0,0,0,0,0,0,0,0,0,0,1,1,0,1
731,0,0,0,0,0,0,0,0,0,0,1,0,0,0
732,0,0,1,0,0,0,0,0,0,0,0,0,0,0
733,0,0,0,0,0,0,0,0,1,1,1,1,1,0
734,0,0,0,0,0,0,1,0,0,1,1,0,0,1
735,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,0,0,0,0,0,0,0,0,0,1,1,1,1,0
737,0,0,0,0,0,0,0,0,0,0,1,1,0,0
738,0,1,0,0,0,0,0,0,0,0,1,1,1,0
739,0,0,0,0,0,0,1,0,0,0,0,1,1,0
740,0,0,1,1,0,0,1,0,1,0,1,0,1,1
741,0,0,1,1,0,0,0,0,0,0,1,1,0,0
742,0,0,1,1,1,0,1,0,0,0,1,1,0,0
743,1,0,1,0,0,0,0,0,1,1,1,1,0,0
744,0,1,0,0,0,0,0,0,1,1,1,0,0,0
745,0,0,1,0,0,0,0,0,0,0,0,0,0,0
746,0,1,0,0,1,0,0,0,1,0,1,1,0,1
747,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,0,0,0,0,0,0,1,0,1,1,1,0,0,1
750,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,0,0,0,0,0,0,0,0,0,0,1,1,0,0
752,0,0,0,0,1,0,0,1,0,0,1,0,0,1
753,0,0,0,0,0,0,0,0,0,1,1,1,0,0
754,0,1,1,0,0,0,0,0,1,1,1,1,0,0
755,0,0,0,0,0,0,0,0,0,0,0,0,1,1
756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,0,1,0,0,0,0,0,0,0,0,1,1,0,0
758,1,0,0,0,0,1,0,0,0,0,0,0,0,1
759,0,1,1,1,0,0,1,0,1,1,1,0,1,0
760,0,1,0,0,0,0,0,1,0,0,1,0,0,0
761,0,1,0,0,1,0,0,1,1,1,0,1,0,1
762,0,1,0,0,1,1,0,1,1,1,0,0,1,1
763,0,0,0,0,0,0,0,0,0,0,1,1,0,0
764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,1,0,1,1,0,0,0,0,0,0,1,0,0,0
767,0,0,1,1,1,0,0,1,0,0,0,1,0,1
768,0,1,0,0,0,0,0,0,0,0,0,0,0,0
769,0,0,0,0,0,1,0,0,1,1,0,0,1,0
770,0,1,0,0,0,0,0,1,1,1,1,0,0,0
771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,0,0,0,0,0,0,0,1,0,0,0,1,0,0
773,0,1,0,0,1,0,1,0,1,0,1,0,0,0
774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,0,0,1,0,1,0,0,1,1,0,0,1,0,1
776,0,0,0,0,0,0,0,0,0,0,0,0,1,1
777,0,0,1,0,0,0,0,0,0,0,0,0,0,0
778,0,1,0,0,1,0,0,1,0,0,0,1,0,1
779,0,0,0,0,0,0,0,0,0,0,0,0,0,1
780,0,1,0,0,0,0,0,0,0,0,1,1,1,0
781,0,0,0,0,0,0,0,0,1,1,0,0,0,1
782,0,0,0,0,0,0,1,1,0,0,0,0,0,0
783,0,0,0,0,0,0,0,0,1,0,1,1,0,0
784,0,1,1,0,1,0,0,1,0,0,0,1,0,0
785,0,0,0,0,0,0,0,0,0,0,1,0,0,0
786,0,0,0,0,0,0,0,0,1,1,0,0,0,0
787,0,1,0,0,1,0,0,0,1,1,0,0,0,0
788,0,1,0,0,1,0,0,0,0,0,1,1,0,1
789,0,1,1,0,0,0,1,0,1,1,0,1,0,0
790,0,0,0,0,0,0,0,0,1,1,0,0,1,1
791,0,0,0,0,0,0,0,0,0,1,1,1,0,0
792,0,0,0,0,0,0,0,0,0,0,1,1,0,0
793,0,0,0,0,0,0,0,1,0,1,0,1,0,0
794,0,0,1,0,0,0,0,0,0,0,1,1,0,1
795,0,0,0,0,1,0,1,1,1,1,0,0,0,0
796,0,0,1,0,0,0,0,0,0,0,1,1,0,0
797,0,0,0,0,1,0,0,0,1,1,0,0,1,1
798,0,1,0,0,0,0,0,0,0,0,0,0,0,0
799,0,1,0,0,0,0,0,0,0,0,1,1,1,1
800,0,1,0,0,0,0,1,1,0,1,0,0,0,0
801,0,0,0,0,1,0,0,0,0,0,0,0,0,0
802,0,0,0,0,0,0,0,0,0,0,0,0,0,1
803,0,0,0,0,1,0,0,0,0,0,0,0,1,1
804,0,1,0,0,1,0,0,1,0,0,1,0,0,1
805,0,0,0,0,0,0,0,0,0,0,1,1,0,0
806,0,1,0,0,0,0,0,1,0,0,0,1,0,0
807,0,0,0,0,0,0,0,0,0,0,1,1,0,0
808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,0,0,0,0,0,0,0,0,0,0,1,1,1,0
810,0,0,0,0,0,0,0,0,0,0,1,0,0,0
811,0,0,0,0,0,0,1,0,0,0,0,1,0,1
812,0,0,0,0,0,0,0,0,1,1,0,0,0,1
813,0,1,1,0,0,0,0,0,0,0,0,0,0,0
814,0,0,0,0,0,0,0,0,1,1,1,1,0,0
815,0,0,0,0,1,0,0,0,1,1,1,1,1,0
816,0,0,0,0,0,0,0,0,1,1,0,0,1,1
817,0,0,0,0,0,0,0,0,0,1,1,1,0,1
818,0,0,1,0,0,0,0,0,0,0,1,1,1,1
819,0,0,0,0,1,0,0,0,0,0,1,1,0,1
820,0,0,0,0,1,0,0,0,1,1,1,1,0,1
821,0,0,0,0,1,0,0,0,1,1,0,0,1,1
822,0,0,0,0,0,0,0,0,0,0,1,0,0,0
823,0,1,0,0,0,0,0,0,1,1,1,1,0,1
824,0,0,1,0,1,0,0,0,0,0,1,0,1,1
825,1,0,1,1,0,0,0,0,1,1,0,0,0,0
826,0,1,1,1,0,0,0,0,0,0,1,1,0,1
827,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,0,0,1,0,1,0,0,0,0,0,1,1,0,0
829,0,0,0,0,0,0,0,0,0,0,1,0,0,0
830,0,1,0,0,1,0,0,1,0,0,1,0,1,1
831,0,0,0,0,1,0,1,1,0,0,1,1,0,1
832,0,0,0,0,0,0,1,0,0,0,1,0,0,0
833,0,0,0,0,1,0,0,0,0,0,0,0,1,1
834,0,0,1,0,0,0,0,0,0,0,0,0,0,1
835,0,1,1,0,1,0,0,0,1,1,1,0,0,0
836,0,1,0,0,0,0,0,0,0,0,1,1,0,0
837,0,1,0,0,0,1,1,0,0,0,0,1,1,0
838,0,0,0,0,0,0,0,0,1,1,1,1,1,1
839,0,1,0,0,1,0,1,1,1,1,1,1,0,0
840,0,0,0,0,1,0,0,1,0,0,1,0,0,1
841,0,1,1,0,1,0,0,0,0,0,1,1,0,1
842,0,0,0,0,1,0,0,0,0,0,1,0,0,0
843,0,1,0,0,1,0,0,1,0,1,0,1,1,1
844,0,0,0,0,0,0,0,0,0,0,1,1,1,0
845,0,0,1,0,1,0,0,0,0,0,1,1,0,1
846,0,1,1,0,0,0,0,0,0,0,0,0,0,1
847,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,0,1,1,0,1,0,0,0,1,1,1,1,0,1
849,0,0,0,0,1,0,0,0,0,0,0,0,0,0
850,0,1,1,0,1,0,0,0,1,0,1,1,0,0
851,0,0,0,0,1,0,0,0,0,0,1,1,0,1
852,0,0,0,0,0,0,0,0,0,0,0,0,1,0
853,0,0,1,1,0,0,0,0,1,0,1,1,0,0
854,0,0,0,0,0,0,0,0,1,1,1,1,0,0
855,0,1,0,0,0,0,0,0,0,0,0,0,0,0
856,0,0,0,0,1,0,0,0,0,0,1,1,1,1
857,0,1,0,0,0,1,0,0,1,1,0,0,0,1
858,0,0,1,1,1,0,1,1,1,1,1,1,0,1
859,0,0,0,0,0,0,0,0,0,0,1,1,0,0
860,0,1,0,0,1,0,0,1,1,1,0,1,0,1
861,0,0,0,0,0,0,0,0,0,1,1,1,0,0
862,0,0,0,0,0,0,0,0,0,0,1,1,0,0
863,0,1,1,0,0,1,0,0,1,1,1,1,0,0
864,0,1,0,0,1,0,0,0,0,0,1,1,0,1
865,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,1,0,1,0,0,0,1,1,1,1,0,1,0,0
867,0,0,0,0,0,0,0,0,0,0,1,1,0,1
868,0,1,0,0,1,0,0,0,1,1,0,0,1,0
869,0,0,0,0,0,0,0,0,0,0,0,0,1,0
870,0,1,0,0,0,1,0,0,0,0,0,0,1,0
871,0,0,0,0,0,0,0,0,0,0,1,0,0,1
872,0,0,0,0,1,0,0,1,0,0,0,1,1,1
873,0,1,0,0,0,0,0,0,0,0,1,1,0,1
874,0,0,0,0,0,0,0,0,0,0,1,0,1,1
875,0,0,0,0,1,0,0,0,0,0,0,0,0,1
876,0,0,0,0,1,0,0,0,0,0,1,1,1,1
877,0,0,0,0,1,0,0,0,0,0,1,0,0,1
878,0,0,0,0,0,0,1,0,0,0,1,0,0,0
879,0,1,0,0,0,1,0,0,0,1,1,1,1,0
880,0,1,0,0,0,0,0,0,0,0,0,0,1,1
881,0,0,0,0,1,0,0,0,0,0,0,0,0,1
882,0,0,0,0,0,0,0,0,0,0,1,0,1,1
883,0,0,0,0,0,0,0,0,0,0,0,0,1,0
884,0,0,0,0,0,0,0,1,0,0,0,1,1,1
885,0,1,0,0,1,0,0,0,0,0,1,1,0,0
886,0,0,0,0,0,0,0,0,0,0,1,1,1,0
887,0,1,0,0,0,0,0,0,0,0,1,1,0,0
888,0,0,0,0,0,0,0,0,0,0,1,1,0,0
889,0,0,0,0,0,0,0,0,0,0,1,0,0,1
890,1,1,1,1,0,0,0,0,1,1,0,0,1,0
891,0,1,0,0,0,0,0,0,1,1,0,0,0,0
892,0,0,0,0,0,0,0,0,0,0,0,0,0,1
893,0,0,1,1,0,0,1,1,0,0,0,0,1,0
894,0,1,0,0,0,0,0,0,0,0,1,1,0,0
895,0,0,0,0,0,0,0,0,0,0,0,0,1,0
896,0,0,0,0,1,0,0,1,0,0,1,0,0,1
897,0,1,1,0,0,0,0,0,0,0,0,0,0,1
898,0,0,0,0,1,0,0,0,0,0,1,1,0,0
899,0,1,0,0,0,0,0,0,1,1,1,1,0,1
900,0,0,0,0,0,0,0,0,0,0,1,0,1,0
901,0,0,0,0,0,0,0,0,0,0,1,1,0,1
902,0,0,0,0,0,0,0,0,0,1,1,1,0,0
903,0,0,1,0,0,0,0,1,0,0,0,1,1,0
904,0,0,1,0,0,0,0,0,0,0,0,0,0,1
905,0,1,0,0,0,0,0,0,0,1,1,1,0,1
906,0,1,0,0,0,0,0,0,0,0,1,1,0,1
907,0,1,1,1,0,0,0,0,1,0,1,1,0,1
908,0,0,0,0,0,0,0,0,1,1,1,1,0,0
909,0,1,0,0,0,0,0,0,0,0,1,1,0,0
910,0,0,0,0,1,0,0,0,1,1,1,1,0,0
911,0,0,1,1,0,0,0,1,0,0,1,0,1,0
912,0,0,0,0,0,0,0,0,0,1,1,1,0,1
913,0,0,1,1,1,0,0,0,1,1,0,0,0,0
914,0,1,0,0,0,0,0,0,0,0,1,0,0,0
915,0,0,0,0,1,0,1,1,0,0,1,1,0,0
916,0,0,0,0,0,0,0,0,0,0,1,1,0,0
917,0,0,0,0,0,0,0,0,0,1,1,1,0,0
918,0,1,0,0,1,0,0,1,1,1,0,1,0,0
919,0,1,0,0,0,0,0,0,0,0,0,0,0,0
920,0,0,0,0,0,0,0,0,0,0,0,0,0,1
921,0,0,1,0,1,0,0,0,0,0,1,0,0,1
922,0,0,1,0,0,0,0,0,1,1,0,0,0,0
923,0,0,0,0,0,0,0,0,0,0,0,0,1,0
