customer_number,clothing_division,housewares_division,health_products_division,automotive_division,personal_electronics_division,computers_division,garden_division,novelty_gift_division,jewelry_division
30956742,0,1,1,1,1,0,1,1,1
31063340,0,0,1,0,0,0,0,0,0
31318959,0,1,1,0,1,0,1,1,0
31489297,0,0,1,0,1,0,1,0,0
31551930,0,0,1,0,0,0,0,0,0
31738578,0,0,1,0,0,0,1,0,1
31916018,0,1,1,0,0,0,0,0,1
32014904,0,1,1,0,0,0,0,0,0
32030124,0,1,1,0,0,0,1,0,0
32315913,0,0,1,0,1,0,0,0,0
32737306,0,0,1,0,1,0,0,0,0
32790974,0,1,1,1,1,0,0,0,1
32848483,0,1,1,1,1,0,1,0,1
33097700,1,1,1,1,1,1,1,1,1
33201443,0,0,1,0,1,0,1,1,1
33452418,0,0,1,0,1,0,1,0,0
33537465,0,1,1,0,1,0,0,1,1
33599143,0,1,1,0,1,0,1,0,1
33716267,0,1,1,0,1,0,0,1,0
33776063,0,0,1,0,1,0,0,0,0
34029249,0,1,1,1,1,0,1,1,0
34133710,0,1,1,0,1,0,0,1,0
34159897,0,0,1,0,0,0,1,0,0
34183012,0,1,1,0,0,0,0,0,1
34323311,0,0,1,0,0,0,1,0,0
34410639,0,1,1,0,1,0,1,1,1
34603829,0,1,1,0,1,1,1,0,0
34619429,0,0,1,0,0,0,0,0,0
34762484,0,0,1,0,1,0,1,0,0
34799841,0,0,1,1,1,1,0,0,1
34821314,0,1,1,0,1,0,0,1,1
34871129,0,1,1,0,1,0,0,1,0
34937672,0,0,1,0,1,0,1,0,0
35002096,0,0,1,0,1,0,1,1,0
35088541,0,0,1,1,1,0,1,0,0
35124593,0,1,1,0,1,0,0,1,0
35144906,1,1,1,0,0,0,0,0,0
35352350,0,0,1,1,0,0,1,0,0
35385160,0,0,1,0,1,0,1,0,0
35454107,0,1,1,1,1,1,1,1,1
35556174,0,1,1,0,0,0,1,1,0
35679901,0,0,1,0,0,1,0,0,0
35747658,0,1,1,0,0,0,0,0,1
35818228,1,1,1,1,0,0,1,1,1
35863653,0,0,1,0,0,0,1,0,1
35960590,0,0,1,1,1,0,1,1,1
36087930,0,1,1,1,0,0,0,0,1
36191393,0,0,1,0,1,0,0,1,0
36278836,0,0,1,0,0,0,0,0,0
36327575,0,1,1,0,1,0,1,1,1
36428456,0,1,1,0,1,0,0,1,1
36959625,0,1,1,0,0,0,0,0,1
37142254,0,1,1,0,1,0,0,0,1
37277852,0,1,1,0,1,0,0,1,1
37328218,0,1,1,0,1,0,0,1,1
37359759,0,0,1,0,0,0,0,0,1
37389194,0,0,1,0,1,0,0,1,0
37534534,0,1,1,0,1,0,1,1,1
37684081,0,1,1,0,1,0,0,1,0
37859881,0,1,1,0,1,0,1,1,1
37928694,0,0,1,0,1,0,0,1,1
37987765,0,0,1,0,1,0,0,0,0
38015814,0,0,1,0,1,0,0,0,0
38036018,0,1,1,0,1,0,0,1,0
38170809,1,1,1,0,1,0,1,1,1
38477261,0,0,1,0,0,0,0,0,0
38810453,0,1,1,1,0,0,1,0,1
39130810,0,1,1,0,1,0,1,1,1
39221627,0,1,1,0,1,0,0,0,1
39440250,0,0,1,0,1,0,0,0,0
39591219,0,1,1,1,1,0,1,0,1
39620000,0,0,1,0,1,0,0,0,0
39706122,0,1,1,0,1,0,0,0,1
39842596,0,0,1,1,0,0,1,0,1
39895123,0,0,1,0,1,0,0,1,0
39958707,0,1,1,1,0,0,1,0,1
40177222,0,0,1,0,0,0,0,0,1
40215568,0,0,1,0,1,0,0,1,0
40484057,1,1,1,0,1,0,1,1,1
40533606,0,0,1,0,0,0,1,1,0
40586091,0,0,1,0,0,0,0,0,0
40692956,0,1,1,0,1,0,1,1,0
40706707,0,0,1,0,0,0,0,1,1
40771073,0,1,1,0,1,0,0,0,0
40800450,0,1,1,0,1,0,0,0,0
40848277,0,1,1,0,1,0,1,1,1
40937765,0,1,1,0,0,0,1,0,0
41048166,0,1,1,0,1,0,1,1,1
41097452,0,1,1,0,1,0,0,1,1
41166141,0,0,1,0,1,0,1,0,1
41349028,0,0,1,1,1,0,1,0,0
41379637,0,0,1,0,0,0,1,1,0
41504325,0,1,1,0,1,0,1,1,1
41531047,0,1,1,0,1,0,0,0,1
41629767,0,1,1,0,1,0,1,1,1
41716465,0,1,1,0,1,0,1,0,1
41766742,0,1,1,0,1,0,1,1,0
41833112,0,0,1,0,0,0,0,0,0
42029033,0,0,1,0,1,0,0,0,0
42056200,0,0,1,1,0,0,0,0,0
42211334,0,0,1,1,0,0,1,0,0
42261479,0,0,1,0,0,0,0,1,0
42436113,0,0,1,0,0,0,0,0,0
42451757,0,0,1,0,1,0,1,0,0
42563908,0,0,1,0,1,0,1,0,0
42974659,0,0,1,0,0,0,0,0,1
42990986,1,1,1,0,1,1,1,1,1
43013986,0,0,1,0,1,0,0,1,0
43027762,0,0,1,0,0,0,1,1,1
43040146,0,1,1,1,1,0,1,0,1
43194109,0,1,1,0,1,0,0,0,0
43445477,0,1,1,0,1,0,1,1,0
43479880,0,0,1,0,0,0,0,0,1
43525070,0,1,1,1,1,0,0,1,1
43557974,0,0,1,0,0,0,0,0,0
43586718,0,0,1,0,1,0,0,0,1
43885961,0,0,1,0,0,0,1,1,1
43935691,0,1,1,0,1,0,0,1,0
44091965,0,0,1,0,1,0,0,0,0
44144285,0,0,1,0,1,0,0,1,0
44252583,0,0,1,0,0,0,0,0,1
44474518,0,1,1,0,1,0,0,1,0
44509016,0,0,1,0,1,0,0,0,0
44570034,0,1,1,1,1,0,0,1,0
44657054,0,1,1,1,0,1,0,0,1
44701191,1,1,1,0,1,0,0,1,0
44899458,0,1,1,0,1,0,1,0,1
45041290,0,1,1,1,1,0,1,1,1
45055191,0,0,1,0,1,0,0,0,0
45382587,0,0,1,0,0,0,1,0,1
45509478,0,1,1,0,0,1,0,1,1
45577970,0,0,1,1,1,0,1,1,1
45871233,0,0,1,0,1,0,0,1,0
46026175,0,0,1,0,1,0,0,0,0
46087342,0,1,1,0,1,0,1,1,1
46291142,0,0,1,1,0,0,1,0,0
46346672,0,0,1,0,1,0,0,0,0
46385316,0,1,1,0,1,0,0,1,1
46474649,0,1,1,1,1,0,0,0,1
46860011,0,0,1,0,0,0,1,0,0
47073440,0,1,1,0,1,1,0,0,1
47136304,0,0,1,1,0,0,0,0,1
47149968,0,1,1,0,1,0,1,1,1
47667761,0,1,1,0,1,0,0,1,1
47895818,0,0,1,0,0,0,0,0,0
48212740,0,1,1,0,1,0,1,1,1
48241400,0,0,1,1,0,0,1,0,0
48318448,0,1,1,1,1,0,1,0,0
48322887,0,1,1,1,0,0,0,1,0
48339865,0,1,1,0,1,0,1,1,1
48445316,0,0,1,0,1,0,0,0,1
48459119,0,0,1,0,1,0,1,0,1
48552145,0,0,1,0,0,0,0,0,1
48553499,0,0,1,0,0,0,0,0,1
48581094,0,1,1,0,1,0,1,0,1
48812754,0,0,1,0,1,0,0,0,0
48992044,0,1,1,0,1,0,1,0,1
49019672,0,1,1,0,0,1,0,0,0
49045644,0,1,1,0,1,0,0,0,0
49139769,0,0,1,0,1,0,0,1,0
49165897,0,0,1,0,0,0,1,0,0
49195191,0,1,1,1,0,1,1,1,1
49219918,0,1,1,0,0,0,1,0,0
49395676,0,0,1,1,1,0,1,1,1
49478365,0,1,1,0,1,1,0,0,1
49501760,0,1,1,0,1,0,0,0,1
49606619,0,0,1,1,1,0,1,1,0
49918337,0,0,1,0,1,0,0,0,0
49935919,0,1,1,0,0,1,0,0,0
50164961,0,0,1,0,1,0,1,1,0
50266378,0,0,1,0,0,0,0,1,0
50295724,0,1,1,0,1,0,0,0,0
50326644,0,0,1,0,1,0,0,1,0
50504430,0,1,1,0,1,0,0,1,0
50549914,1,0,1,1,1,0,1,1,1
50660414,0,0,1,1,1,0,1,1,0
50713882,0,1,1,1,1,0,1,1,1
50765783,0,0,1,0,0,0,1,1,0
51007763,0,0,1,0,1,0,1,0,0
51060697,0,0,1,0,1,0,0,0,0
51188464,0,0,1,0,0,0,0,0,0
51322576,0,0,1,0,1,0,0,0,0
51390177,0,1,1,0,1,0,0,0,0
51451821,0,0,1,0,1,0,0,0,0
51505444,0,1,1,0,1,0,1,1,1
51663060,0,0,1,0,0,0,1,0,0
51725877,0,1,1,0,1,0,0,1,1
52027604,0,1,1,0,1,0,1,0,1
52055381,0,0,1,0,0,0,0,0,0
52075934,0,0,1,0,0,0,1,0,0
52166030,0,0,1,0,1,0,1,1,0
52195591,0,0,1,0,1,0,1,1,1
52226818,0,0,1,0,1,0,0,0,0
52267895,0,1,1,0,0,0,0,0,1
52412178,0,0,1,0,0,0,0,0,0
52593647,0,0,1,0,0,0,0,0,0
52625506,1,0,1,0,1,0,0,0,1
53019642,0,1,1,0,1,0,1,0,0
53048708,1,1,1,0,1,0,0,1,0
53157814,0,0,1,0,1,0,0,0,0
53205878,0,0,1,0,0,0,0,0,0
53449005,0,0,1,0,0,0,0,0,0
53676946,0,1,1,0,1,0,0,0,1
53899134,0,1,1,0,1,0,0,1,1
54056213,0,1,1,0,0,0,0,0,1
54123021,0,0,1,0,1,0,0,0,0
54232293,0,0,1,0,0,0,1,0,1
54258017,0,0,1,0,1,0,0,0,1
54548763,0,1,1,0,1,0,0,1,1
54642541,0,1,1,0,1,0,0,0,0
54728712,0,0,1,0,1,0,1,0,1
55037998,0,1,1,0,1,0,1,1,0
55397301,0,1,1,0,1,0,0,1,1
55501340,0,1,1,0,1,0,1,0,1
55559264,0,0,1,0,1,0,1,0,1
55615645,0,1,1,0,0,0,0,1,0
55696082,0,0,1,1,0,0,1,0,0
56037096,0,1,1,0,0,0,0,0,0
56232127,0,0,1,0,0,0,0,1,0
56341951,0,1,1,0,1,0,1,1,0
56467483,0,0,1,0,1,0,0,1,0
56499221,0,0,1,0,0,0,0,0,0
56558844,0,0,1,0,0,0,1,0,1
56659857,0,0,1,0,0,0,0,0,0
56802028,0,0,1,1,0,0,0,1,0
56866312,0,1,1,0,1,0,0,0,0
57113649,0,1,1,0,1,0,0,1,0
57204190,0,0,1,0,0,0,1,0,1
57523201,0,1,1,0,1,0,0,1,0
57636128,0,0,1,0,1,0,0,0,0
57790164,0,0,1,0,1,0,1,1,1
57827925,0,1,1,1,1,1,1,1,1
57938201,0,1,1,0,1,0,1,1,1
58037029,0,0,1,0,0,0,1,0,0
58063058,0,0,1,1,0,0,1,0,1
58187899,0,1,1,0,1,0,0,1,0
58306416,0,0,1,1,0,1,1,0,1
58373689,1,1,1,0,1,0,1,0,1
58463423,0,0,1,0,0,0,0,0,0
58602269,0,1,1,1,1,0,1,0,1
58875568,0,0,1,0,0,0,1,0,0
58992421,0,1,1,0,1,0,1,0,0
59118919,0,0,1,0,0,0,0,1,0
59151613,0,1,1,0,0,0,1,1,0
59289009,0,1,1,0,0,0,0,0,1
59402172,0,0,1,0,0,0,0,0,1
59572743,0,0,1,1,0,0,0,0,1
60236569,0,1,1,0,0,0,0,1,1
60447109,0,1,1,1,0,0,0,1,0
60481546,0,0,1,1,1,0,0,0,0
60485356,0,0,1,0,1,0,0,0,1
60562287,0,1,1,0,0,0,0,0,1
60585171,0,1,1,0,1,0,1,1,1
60691516,0,1,1,0,0,0,0,1,0
60835980,0,0,1,0,1,0,0,1,0
60987252,0,0,1,0,1,0,1,1,1
61056842,0,0,1,0,0,0,1,0,1
61238416,0,1,1,1,0,0,1,1,0
61711859,0,1,1,0,1,1,1,0,0
61777421,0,0,1,0,0,0,1,0,1
61893459,0,1,1,0,1,0,1,1,1
62042619,0,1,1,0,1,0,1,1,0
62168000,0,1,1,0,0,0,0,1,0
62198361,0,0,1,0,0,0,1,0,0
62306444,0,1,1,0,1,0,1,0,0
62361019,0,0,1,0,0,0,0,0,0
62410675,0,1,1,1,1,0,1,1,0
62457585,0,0,1,0,1,0,1,0,0
62568605,0,1,1,1,1,0,1,1,1
62637772,0,0,1,0,1,0,0,0,0
62793104,0,1,1,1,1,0,1,1,1
62933346,0,1,1,1,1,0,1,1,0
63114284,1,1,1,0,1,1,0,0,0
63252142,0,0,1,1,1,0,1,0,0
63404305,0,0,1,1,0,0,1,0,1
63457873,0,0,1,0,1,0,0,0,1
63488373,0,0,1,0,0,0,0,0,0
63504070,0,0,1,0,0,0,0,0,0
63545313,0,1,1,1,1,0,1,1,1
63777221,0,1,1,0,1,0,1,0,0
63823710,0,0,1,1,0,0,0,0,1
63907455,0,0,1,0,1,0,0,1,0
64052798,0,0,1,0,1,0,0,0,0
64170525,0,1,1,0,1,1,0,0,1
64287923,0,0,1,0,0,0,0,0,0
64357791,0,0,1,0,0,0,1,1,0
64390685,0,1,1,1,0,0,0,0,0
64678477,0,0,1,0,0,0,0,0,0
64738222,0,0,1,0,0,0,0,0,0
64822299,0,1,1,0,1,0,0,0,0
65110157,0,1,1,1,1,0,1,0,0
65158891,0,1,1,0,1,0,1,1,1
65218901,0,1,1,0,1,0,1,0,0
65284218,0,0,1,0,1,0,0,0,0
65308173,0,0,1,0,0,0,1,0,0
65334351,0,0,1,0,1,0,1,0,0
65397465,0,0,1,0,0,0,0,0,0
65428286,0,0,1,0,1,0,1,0,1
65503476,0,1,1,0,1,0,1,1,0
65645194,0,0,1,0,1,0,0,1,0
65664963,0,1,1,0,1,0,0,1,1
65738882,0,1,1,1,0,0,1,0,0
65815441,0,1,1,0,0,0,0,1,0
65891525,0,1,1,0,1,0,1,1,1
66041187,1,0,1,0,0,0,1,0,1
66308081,0,0,1,0,1,0,0,0,0
66344987,0,0,1,0,1,0,0,0,0
66667056,0,1,1,1,1,1,1,0,1
66751082,0,0,1,0,0,0,0,0,1
67033191,0,1,1,0,1,0,1,1,0
67086777,0,1,1,0,1,0,1,0,1
67098046,0,0,1,0,1,0,1,1,1
67140780,0,1,1,0,1,0,1,0,0
67361527,0,1,1,0,1,0,1,0,1
67926311,0,1,1,0,1,0,1,1,1
68144435,0,1,1,0,1,0,0,0,0
68523018,0,1,1,0,0,0,1,0,0
68711225,0,1,1,0,1,0,1,1,1
68938760,0,0,1,0,0,0,1,1,0
69025484,0,1,1,0,1,0,0,1,1
69086494,1,1,1,0,1,1,1,1,1
69292449,0,0,1,0,1,0,1,0,0
69342657,0,1,1,0,1,0,0,0,0
69522597,0,1,1,0,1,0,0,0,0
69544708,0,1,1,0,1,0,1,1,0
69568301,0,0,1,0,0,0,0,0,1
69602886,0,0,1,0,0,0,1,1,0
69899284,0,0,1,0,1,0,0,0,1
69970432,0,1,1,0,1,0,0,0,1
70109152,1,1,1,0,1,0,0,0,1
70771845,0,0,1,0,1,0,0,1,0
70870241,0,0,1,0,1,0,0,1,1
70987029,0,1,1,0,1,0,1,1,1
71140990,0,0,1,0,1,0,1,1,0
71206007,0,0,1,0,1,0,1,1,0
71550727,0,1,1,0,1,0,0,0,1
71574644,0,1,1,0,1,0,0,1,1
71810824,0,0,1,0,0,0,0,0,0
72152051,0,0,1,1,0,0,1,0,0
72241193,0,0,1,0,1,0,1,1,1
72429731,0,1,1,0,0,0,0,0,0
72568520,0,0,1,0,1,0,0,0,0
72818891,0,0,1,1,0,0,1,0,1
72853724,0,0,1,0,0,0,0,0,0
72977192,0,1,1,0,1,0,0,1,0
73080442,0,0,1,0,0,0,1,0,0
73128381,0,0,1,0,1,0,0,0,0
73172165,0,0,1,0,0,0,0,0,1
73423212,0,1,1,1,1,0,1,0,1
73513871,0,0,1,0,1,0,0,0,0
73664104,0,0,1,0,0,0,0,0,0
73781882,0,1,1,1,1,0,0,0,1
74025289,0,1,1,0,0,1,0,0,1
74241282,0,1,1,1,0,0,1,1,1
74366238,0,0,1,0,0,0,0,1,0
74540493,0,1,1,0,1,0,0,1,1
74742420,0,0,1,0,0,0,0,0,0
74889635,0,0,1,0,0,0,1,0,1
75247486,0,0,1,0,0,0,1,1,0
75310995,0,1,1,0,0,0,0,0,0
75410696,0,1,1,0,1,0,0,1,0
75519488,0,0,1,0,1,0,0,0,0
75634501,0,1,1,0,1,1,0,1,1
75756106,0,0,1,0,0,0,0,0,0
75803676,0,1,1,1,1,0,0,0,1
75893784,0,0,1,1,0,0,1,1,1
75915447,0,0,1,0,1,0,0,1,1
76160126,0,1,1,1,0,0,1,1,1
76511500,0,1,1,0,0,1,0,0,0
76652221,0,0,1,0,1,0,1,1,0
76673151,0,1,1,0,0,0,0,1,0
76958511,0,0,1,0,1,1,1,0,0
77071405,0,0,1,0,1,0,0,1,0
77174688,0,0,1,0,0,0,0,0,0
77332476,1,1,1,0,1,0,0,0,1
77424844,0,0,1,0,0,0,1,0,1
77498038,0,0,1,0,1,0,0,0,0
77664027,0,0,1,0,1,0,1,0,0
78020245,0,1,1,0,1,0,1,0,0
78147527,0,0,1,0,1,0,1,0,0
78356102,1,1,1,0,1,1,0,1,1
78507084,0,0,1,0,0,0,1,0,0
78561461,0,1,1,0,1,0,1,1,0
78582244,0,1,1,0,1,0,1,0,1
78950433,0,1,1,1,0,0,0,0,1
79069266,0,0,1,0,0,0,0,0,1
79435939,0,1,1,0,1,0,1,0,0
79587879,0,1,1,0,1,0,1,1,0
80105166,0,0,1,0,1,0,0,0,0
80592652,0,1,1,0,0,0,0,0,0
81100596,0,1,1,0,1,0,0,0,1
81136459,0,1,1,0,0,0,1,1,1
81250433,0,0,1,0,0,0,0,0,1
81365777,0,0,1,0,0,0,0,0,0
81921124,0,1,1,1,1,0,0,0,1
82378902,0,0,1,0,0,0,0,0,0
82474818,0,0,1,0,0,0,0,0,1
82617820,0,0,1,0,1,0,1,0,0
82839606,0,0,1,0,0,0,0,0,1
83038992,0,0,1,0,1,0,1,1,1
83195826,0,0,1,0,1,1,0,0,1
83296285,0,1,1,0,0,0,0,0,1
83388470,0,1,1,0,0,0,1,0,1
83562660,0,1,1,0,1,0,1,1,0
83681908,0,1,1,0,1,0,1,1,1
83841502,0,0,1,1,1,0,1,1,0
84018621,0,1,1,0,1,0,1,1,1
84349950,0,0,1,0,0,0,1,0,0
84634344,0,1,1,0,1,0,1,1,1
84985316,0,0,1,0,0,0,1,0,0
85175644,0,0,1,0,0,0,0,0,0
85277747,0,0,1,0,1,0,0,0,1
85560886,0,1,1,0,0,0,0,0,1
85942050,0,0,1,0,0,0,1,0,0
85945657,0,0,1,0,0,0,0,0,1
86003969,0,0,1,1,0,0,1,0,1
86382058,0,1,1,0,1,0,0,0,0
86505526,0,1,1,0,1,0,1,1,1
86583911,0,1,1,1,1,0,0,0,1
86591096,0,0,1,0,0,0,1,0,0
86649209,0,1,1,0,0,0,1,0,0
86715703,1,1,1,0,0,0,0,0,0
87106092,0,1,1,0,1,0,0,1,0
87482410,0,0,1,0,1,0,1,1,1
87550968,0,0,1,0,1,0,0,0,1
87696001,0,0,1,0,1,0,0,0,0
87931572,0,1,1,0,1,0,0,0,1
88090931,0,1,1,0,1,0,1,1,0
88115688,0,0,1,0,0,0,1,1,0
88175617,0,0,1,0,0,0,1,1,0
88231121,0,0,1,0,0,0,0,1,0
88253695,0,1,1,0,0,0,0,0,1
88500996,0,0,1,0,1,0,0,0,0
88561691,0,0,1,0,0,0,0,0,0
88693445,0,1,1,0,0,0,0,1,0
88898713,1,0,1,0,0,0,0,1,1
88999750,0,1,1,0,0,0,1,0,0
89050504,0,0,1,0,1,0,0,1,1
89070114,0,0,1,0,0,0,0,0,0
89147607,0,0,1,0,1,0,0,0,1
89336051,0,1,1,0,1,0,1,0,1
89568133,0,0,1,1,1,0,1,1,1
89733513,0,0,1,0,1,0,0,1,0
89831275,0,0,1,0,1,0,0,1,0
89941439,1,0,1,0,1,0,0,1,0
90127317,0,0,1,1,0,0,0,0,1
90234469,0,0,1,0,0,0,0,0,0
90293689,1,1,1,1,1,1,1,1,1
90363219,0,1,1,1,1,0,0,1,1
90731795,0,0,1,0,1,0,1,1,0
90797481,0,1,1,0,1,0,1,0,0
90923467,0,1,1,0,1,0,0,0,0
91271288,0,1,1,0,0,0,0,0,0
91447771,0,1,1,0,1,0,0,0,0
91528893,0,0,1,1,0,0,1,1,0
91885996,0,0,1,1,1,0,1,1,0
91958496,0,1,1,0,1,0,0,0,1
92059310,0,0,1,1,1,0,0,1,0
92304484,0,0,1,0,1,0,1,1,0
92356120,0,0,1,0,1,0,0,1,0
92558105,0,1,1,0,0,0,1,0,1
94085982,0,0,1,0,1,0,0,0,0
94177458,0,0,1,0,0,0,1,0,1
94265428,0,0,1,1,0,0,0,0,0
94297900,0,1,1,1,1,0,1,1,1
94438298,1,0,1,0,1,0,1,1,0
94871555,0,1,1,0,0,0,0,0,1
95264693,0,1,1,0,1,0,0,1,0
95316212,0,1,1,1,0,0,1,1,1
95371613,0,0,1,0,1,0,1,1,1
95461430,1,1,1,0,1,0,1,1,1
95524179,0,1,1,0,0,0,0,0,0
95612362,0,0,1,0,1,0,1,1,0
95931689,0,0,1,0,1,0,0,0,0
96154356,0,0,1,1,0,0,0,0,1
96227632,0,0,1,0,0,0,1,0,1
96467808,0,1,1,0,1,0,1,0,1
96627856,0,1,1,0,1,0,0,0,1
96703699,0,1,1,0,1,0,1,0,1
96868849,1,0,1,1,1,0,1,1,1
96872437,0,1,1,1,1,0,1,1,1
96881552,0,1,1,0,0,0,0,0,1
97071005,0,0,1,0,1,0,0,0,0
97289730,0,0,1,0,0,0,0,0,0
97518591,0,1,1,0,1,0,1,0,0
97729669,0,1,1,1,1,0,1,1,1
97879464,0,1,1,0,1,0,0,0,1
98034473,0,0,1,0,1,0,1,1,0
98717713,0,0,1,0,1,0,0,0,0
98807324,0,1,1,0,1,0,0,1,0
99118291,0,0,1,0,1,0,1,0,1
99460883,0,1,1,0,1,0,1,1,0
99530776,0,0,1,0,1,0,0,1,0
99683500,0,0,1,0,1,0,0,0,0
99742637,0,1,1,0,0,0,0,1,1
99866089,0,1,1,0,0,0,1,0,1
100008960,0,1,1,0,0,0,0,1,0
100205921,0,1,1,0,0,0,0,0,0
100431972,0,1,1,0,1,0,0,0,0
100569482,0,0,1,0,0,0,1,0,1
100972082,0,1,1,0,1,0,0,0,0
101501559,0,1,1,1,1,0,1,0,1
101662021,0,1,1,0,0,0,1,0,0
102065505,0,0,1,0,1,0,0,1,1
102282506,0,1,1,0,0,0,0,0,0
102358884,0,0,1,0,1,0,0,0,0
102596038,0,1,1,0,1,0,1,1,1
102693694,0,0,1,0,1,0,0,0,1
102839768,0,1,1,0,1,0,0,0,0
102855046,0,0,1,0,1,0,0,0,0
102913688,0,1,1,1,1,0,1,1,1
103078580,0,1,1,1,1,0,1,0,1
103110987,0,1,1,0,1,0,0,1,0
104062708,1,0,1,1,1,1,0,1,0
104196068,0,1,1,0,1,0,0,0,1
104217484,0,0,1,0,0,0,0,0,0
104284930,0,0,1,0,0,0,0,0,1
104348800,0,1,1,1,1,0,1,0,1
104420617,1,0,1,1,0,0,1,1,1
104470976,0,0,1,0,0,0,0,0,0
104559752,0,0,1,0,0,0,0,1,0
104673686,0,1,1,0,1,0,0,1,1
104700349,0,0,1,1,0,0,1,1,0
104755269,0,0,1,0,0,0,0,0,0
105145304,0,0,1,0,0,0,0,0,0
105224901,1,1,1,0,1,0,1,0,1
105268346,0,0,1,0,0,0,0,0,0
105455729,0,0,1,0,0,0,1,0,0
105631634,0,1,1,1,1,0,0,1,1
105661961,0,0,1,0,1,1,0,0,1
105965107,0,0,1,0,1,0,0,0,0
106446461,0,1,1,0,1,0,1,0,0
106587439,0,0,1,0,1,0,0,0,1
106956816,0,0,1,0,1,0,0,0,0
107686941,0,0,1,0,0,0,1,0,0
108023235,0,1,1,1,1,0,0,1,1
108106097,0,0,1,0,0,0,0,0,0
109276550,0,0,1,0,1,0,0,0,1
109859025,1,1,1,0,1,0,1,1,0
109956581,0,1,1,1,1,0,1,1,1
110045093,0,0,1,0,0,0,0,1,0
110349966,0,1,1,0,1,1,0,0,0
110392248,0,1,1,1,1,0,1,1,1
110614237,0,0,1,0,0,0,0,0,1
111151387,0,1,1,0,1,0,0,0,0
111161311,0,0,1,1,1,0,1,1,1
111221974,0,0,1,0,0,0,0,0,1
111361655,0,0,1,0,1,0,0,1,0
111378543,0,1,1,0,1,0,0,1,0
111563284,0,0,1,0,1,0,0,0,0
111668067,0,0,1,1,1,0,0,0,0
111880308,0,1,1,0,1,1,1,0,0
112131586,0,0,1,0,1,0,0,0,0
112276019,0,1,1,1,1,0,1,1,0
112401625,0,1,1,0,0,1,0,0,1
112650767,0,1,1,0,1,0,0,0,0
112665195,0,0,1,0,1,0,1,0,0
112791645,1,1,1,0,1,0,0,0,1
112971866,1,1,1,1,1,0,1,1,1
113077333,0,0,1,0,0,0,0,0,0
113345631,0,1,1,1,1,0,1,1,1
113418701,0,1,1,0,1,0,1,0,1
113864730,0,1,1,0,1,0,0,0,1
114039464,0,0,1,1,0,0,1,1,1
114238231,0,1,1,1,0,0,0,0,0
114447865,1,1,1,0,1,0,0,0,0
114596851,0,1,1,0,0,1,0,0,0
114662588,0,1,1,0,0,0,0,0,0
114726250,0,1,1,0,1,0,0,0,1
115244469,0,0,1,0,0,0,0,0,0
115304461,0,0,1,0,1,0,1,1,0
115429862,0,0,1,0,1,0,1,0,0
115898645,0,1,1,1,0,0,1,0,0
116067836,0,0,1,0,0,0,1,0,0
116199548,0,0,1,0,0,0,0,0,0
116249152,0,0,1,0,0,0,0,0,1
116335134,0,1,1,1,0,0,0,0,1
116440173,0,0,1,0,0,0,0,0,1
116448457,0,0,1,0,1,0,1,0,0
116505991,0,0,1,0,0,0,0,0,0
116774456,0,1,1,0,1,0,0,0,0
117031229,0,1,1,0,0,0,0,0,0
117102244,0,1,1,0,1,0,0,1,1
117135335,0,0,1,0,0,0,0,0,0
117417790,0,1,1,0,1,0,0,1,0
117858787,0,0,1,0,1,0,1,0,0
118158997,0,0,1,0,1,0,0,1,0
118191832,0,0,1,0,1,1,0,0,0
118423466,0,1,1,0,1,0,0,1,0
118666023,0,0,1,0,0,0,0,0,1
118870104,0,1,1,0,1,0,0,1,0
118947068,0,0,1,0,1,0,0,0,0
118974344,0,0,1,0,1,0,0,0,0
119111813,0,0,1,0,0,0,0,0,0
119230001,0,0,1,0,1,0,1,1,0
119315372,0,0,1,0,0,0,1,0,0
119445492,0,1,1,0,1,0,1,1,1
119576106,1,1,1,0,1,0,0,1,1
119591634,0,1,1,0,1,0,0,0,1
119835627,0,1,1,0,1,0,1,0,0
119907624,0,0,1,0,1,0,1,1,0
120151014,1,1,1,0,1,1,0,0,1
120510698,0,1,1,0,1,0,0,0,0
120711577,0,1,1,0,1,0,0,0,1
120723135,0,0,1,0,1,0,1,1,1
120789417,0,1,1,0,1,0,1,1,1
120865290,0,0,1,0,1,0,1,0,0
120944277,0,0,1,0,1,0,0,0,1
121051213,0,0,1,0,0,0,0,0,0
121164826,0,0,1,1,0,0,1,0,0
121479158,0,0,1,0,1,0,1,1,1
121536791,0,1,1,1,1,0,0,0,0
121738363,0,0,1,0,1,0,1,0,0
121851786,0,0,1,0,0,0,1,0,1
121991186,0,0,1,1,1,0,0,0,1
122172125,0,1,1,0,1,0,1,1,0
122403538,0,0,1,0,0,0,0,0,0
122602329,0,1,1,0,1,0,1,0,0
122632847,0,1,1,0,1,0,1,0,0
122767551,0,0,1,0,1,0,0,0,1
123227779,0,0,1,0,1,0,0,0,0
123294324,0,1,1,0,1,0,0,1,0
123328189,0,0,1,0,0,0,0,0,0
123553422,0,0,1,0,1,0,0,0,0
123703902,0,1,1,0,0,0,0,1,0
123758906,0,0,1,0,0,0,0,0,0
123963951,0,0,1,0,1,0,0,0,0
124374273,0,1,1,0,1,0,0,1,0
124693961,0,1,1,0,0,0,0,0,0
124733007,0,1,1,0,0,0,0,0,1
125006023,0,0,1,0,1,0,0,1,1
125017772,0,0,1,0,1,0,0,0,0
125040360,0,0,1,0,0,0,0,0,0
