ID#,Topflight,balance,qual_miles,cc1_miles?,cc2_miles?,cc3_miles?,bonus_miles,bonus_trans,flight_miles_12mo,flight_trans_12,online_12,email,club_member,Any_cc_miles_12mo,Phone_sale
1288,0,39601,0,1,0,0,4066,12,0,0,0,1,0,1,1
1289,0,1227,0,0,0,0,0,0,0,0,0,0,0,0,1
1290,1,138254,0,0,0,0,24100,9,0,0,0,1,0,0,0
1291,0,18046,0,1,0,0,162,4,0,0,0,0,0,1,0
1292,0,108395,0,1,0,0,8598,8,0,0,0,0,0,1,1
1293,0,21839,0,0,0,0,1375,4,0,0,0,0,0,0,0
1294,0,11542,0,1,0,0,49100,16,1500,3,0,1,0,1,0
1295,0,41648,0,1,0,0,32117,35,2200,5,0,0,0,1,0
1296,0,39908,0,1,0,0,45824,29,0,0,0,1,0,1,0
1297,0,14889,0,0,0,0,1500,2,0,0,0,1,0,0,0
1298,0,103796,0,1,0,0,63335,26,250,1,0,1,0,1,0
1299,0,69323,0,1,0,0,5140,2,0,0,0,0,0,1,1
1300,0,21599,0,1,0,0,5561,13,0,0,0,0,0,1,0
1301,0,60936,0,1,0,0,56381,17,0,0,1,1,0,1,0
1302,1,148053,0,0,0,0,10250,2,250,1,0,1,1,0,0
1303,0,10702,0,0,0,0,200,2,200,2,0,1,0,0,0
1304,0,249,0,0,0,0,1000,1,0,0,0,0,0,0,0
1305,1,36290,0,0,0,0,8600,13,2600,9,0,1,0,0,0
1306,0,157416,0,1,0,0,67795,16,0,0,0,1,0,1,0
1307,0,1511,0,0,0,0,2250,11,0,0,0,1,0,0,0
1308,0,184701,0,1,0,0,45629,13,500,1,0,1,0,1,0
1309,0,139298,0,0,0,0,0,0,0,0,0,1,0,0,0
1310,0,82380,0,1,1,0,2601,13,0,0,0,0,0,1,0
1311,1,115591,867,0,0,0,9500,20,2500,16,0,1,1,0,0
1312,1,107333,0,0,0,0,4374,5,1874,4,0,1,0,0,0
1313,1,737514,0,1,0,1,43993,40,2150,7,0,1,1,1,0
1314,0,23023,0,0,0,0,0,0,0,0,0,0,1,0,0
1315,1,43403,1846,0,0,0,3350,12,3350,12,0,1,0,0,0
1316,0,15719,0,1,0,0,5740,13,0,0,0,1,0,1,0
1317,1,128676,0,0,0,0,8500,3,0,0,0,1,0,0,0
1318,1,8836,0,0,0,0,4788,6,808,3,0,1,0,0,0
1319,1,94875,0,1,0,0,58314,25,800,7,0,1,0,1,0
1320,0,27243,0,1,0,0,6785,12,0,0,0,0,0,1,0
1321,0,64969,0,1,0,0,1135,13,0,0,0,1,0,1,0
1322,0,6112,0,0,0,0,0,0,0,0,0,1,0,0,0
1323,0,71784,0,1,0,0,39276,20,0,0,0,1,0,1,0
1324,0,31484,0,0,0,0,3125,11,0,0,0,0,0,0,1
1325,0,17995,0,0,0,0,0,0,0,0,0,0,1,0,0
1326,0,40994,0,1,0,0,26916,15,500,1,0,1,0,1,0
1327,1,286101,1000,1,0,0,72965,31,3000,11,0,1,1,1,0
1328,0,205219,0,1,0,0,30347,19,0,0,0,1,0,1,0
1329,0,74777,0,1,0,0,20630,8,0,0,0,1,0,1,0
1330,0,218191,0,1,0,0,24630,17,0,0,0,1,0,1,0
1331,0,22132,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,1,83508,1514,1,0,0,11268,13,2176,2,0,1,1,1,0
1333,0,88122,0,1,0,0,19408,13,0,0,0,0,0,1,0
1334,0,152284,0,1,0,0,77045,38,1648,10,0,1,0,1,0
1335,0,4146,0,0,0,0,3750,9,0,0,0,1,0,0,0
1336,0,25272,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,0,21855,0,0,0,0,200,3,0,0,0,0,0,0,0
1338,0,63454,0,1,0,0,49068,13,0,0,0,1,0,1,1
1339,0,24292,0,1,0,0,6558,10,0,0,0,1,0,1,0
1340,1,60168,0,1,0,0,44133,16,0,0,0,1,0,1,0
1341,1,9554,0,0,0,0,2710,3,0,0,0,1,0,0,0
1342,0,30130,0,1,0,0,9192,15,0,0,0,1,0,1,1
1343,0,12665,0,0,0,0,4125,24,0,0,0,0,0,0,0
1344,0,9860,0,0,0,0,99,1,99,1,0,0,0,0,0
1345,0,10069,0,0,0,0,200,1,0,0,0,1,0,0,0
1346,0,2224,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,0,40576,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,0,5667,0,1,0,0,5667,4,0,0,0,1,0,1,1
1349,0,59791,0,1,0,0,3254,7,0,0,0,1,0,1,0
1350,1,128664,8019,1,0,0,44298,16,50,1,0,1,0,1,0
1351,0,126947,0,0,0,0,2350,2,350,1,0,0,1,0,0
1352,0,189235,0,1,0,0,20487,20,0,0,0,1,0,1,0
1353,0,38604,0,0,0,0,625,5,0,0,0,1,0,0,0
1354,0,73008,0,1,0,0,12930,18,0,0,0,1,0,1,0
1355,1,62942,500,0,1,0,4752,8,2121,6,0,1,0,1,0
1356,0,33057,763,0,1,0,5190,5,0,0,0,1,0,1,0
1357,0,42572,0,1,0,0,21809,14,100,1,0,1,0,1,0
1358,1,38671,0,0,0,0,2200,9,1000,5,0,1,0,0,0
1359,0,5320,0,0,0,0,2275,9,0,0,0,0,0,0,0
1360,0,228529,0,1,0,0,24687,14,500,1,0,1,0,1,0
1361,1,46272,0,0,0,0,5720,10,800,3,3,1,0,0,0
1362,0,113758,0,1,0,0,12616,14,0,0,0,1,0,1,0
1363,0,105458,0,0,0,0,750,4,700,2,0,0,0,0,0
1364,0,39946,0,1,0,0,16951,14,0,0,0,0,1,1,0
1365,0,92859,0,1,0,0,33378,15,0,0,0,0,0,1,0
1366,0,25158,0,1,0,0,52278,17,0,0,0,1,0,1,0
1367,0,82270,0,1,0,0,24612,6,0,0,0,1,0,1,0
1368,0,97155,0,1,0,0,10004,3,0,0,0,1,0,1,0
1369,1,153197,0,1,0,0,14712,17,100,1,0,0,0,1,0
1370,0,55864,0,0,0,0,3691,6,500,1,0,1,0,0,0
1371,0,23890,0,1,0,0,35574,19,0,0,0,1,0,1,0
1372,0,46545,1000,0,0,0,0,0,0,0,0,1,0,0,0
1373,0,7354,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,0,45031,0,0,0,0,1000,1,0,0,0,1,1,0,0
1375,0,16125,0,1,0,0,23288,17,0,0,0,1,0,1,0
1376,0,200,0,0,0,0,200,1,200,1,0,0,0,0,0
1377,1,195754,0,1,0,0,98535,40,2550,9,0,1,0,1,0
1378,0,54189,0,1,0,0,8940,17,0,0,0,1,0,1,0
1379,0,15439,0,0,0,0,490,3,0,0,0,0,0,0,0
1380,0,56308,0,0,0,0,2500,3,1000,2,0,1,0,0,0
1381,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,0,45412,0,0,0,0,1100,3,1100,3,0,0,0,0,0
1383,0,21582,0,1,0,0,10811,15,0,0,0,0,0,1,0
1384,0,16866,0,0,0,0,0,0,0,0,0,1,0,0,0
1385,0,86011,0,1,0,0,31769,18,0,0,0,1,0,1,0
1386,0,31786,0,1,0,0,2661,10,0,0,0,1,0,1,1
1387,0,16994,0,0,0,0,1550,3,1050,2,0,1,0,0,0
1388,0,5824,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,0,17587,0,1,0,0,17587,7,0,0,0,0,0,1,0
1390,0,1000,0,0,0,0,0,0,0,0,0,1,1,0,0
1392,0,91670,0,1,0,0,48193,17,1000,2,0,0,0,1,0
1393,0,92800,0,1,0,0,62042,23,350,1,0,1,0,1,0
1394,0,31134,0,1,0,0,20108,17,0,0,0,1,0,1,0
1395,0,57002,0,1,0,0,2570,13,0,0,0,0,0,1,0
1396,0,66516,0,1,0,0,45406,16,200,1,0,1,0,1,1
1397,0,18154,0,1,1,0,7748,16,0,0,0,1,0,1,0
1398,1,320997,2556,1,0,0,82255,24,0,0,0,0,0,1,0
1399,0,14345,0,1,0,0,50752,16,0,0,0,1,0,1,0
1400,1,43603,0,0,0,0,17100,4,100,1,0,1,0,0,0
1401,0,1836,0,0,0,0,850,4,350,3,0,1,0,0,0
1402,0,156041,0,1,0,0,5644,13,0,0,0,1,0,1,0
1403,1,49145,0,1,1,0,12755,22,2450,7,0,1,0,1,1
1404,0,11648,0,0,0,0,475,4,0,0,0,0,0,0,0
1405,0,14525,0,0,0,0,4625,28,0,0,0,0,0,0,1
1406,0,10689,0,0,0,0,2750,15,0,0,0,1,0,0,0
1407,0,37552,0,0,0,0,100,1,0,0,0,1,0,0,0
1408,0,210350,0,1,0,0,56754,14,0,0,0,1,0,1,0
1409,0,26156,0,1,0,0,23831,16,0,0,0,0,0,1,0
1410,0,32061,0,0,0,0,1100,6,0,0,0,1,0,0,0
1411,1,355145,0,1,0,0,61926,29,806,8,0,1,1,1,0
1412,0,6000,0,0,0,0,0,0,0,0,0,1,0,0,0
1413,0,30892,0,1,0,0,11474,11,0,0,0,1,0,1,0
1414,0,29263,0,1,0,0,15184,13,0,0,0,1,0,1,1
1415,0,221432,0,1,0,0,31975,21,0,0,0,0,0,1,0
1416,0,43761,0,1,0,0,5398,16,0,0,0,0,0,1,0
1417,0,21393,0,1,0,0,5040,2,0,0,0,1,0,1,0
1418,1,108950,0,0,0,0,3300,9,3300,9,0,1,0,0,0
1419,0,25089,0,1,0,0,40763,19,550,2,0,1,0,1,1
1420,0,77709,0,1,0,0,36028,19,100,2,0,1,0,1,0
1421,0,22533,1000,1,0,0,22206,17,100,1,0,1,0,1,0
1422,0,25302,0,1,0,0,11312,13,0,0,0,1,0,1,0
1423,0,11908,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,0,176982,0,1,0,0,2299,9,0,0,0,0,0,1,0
1425,0,8723,0,1,0,0,77923,15,0,0,0,1,0,1,0
1426,0,9071,0,1,1,0,1647,9,0,0,0,1,0,1,0
1427,0,144848,0,1,0,0,37056,15,0,0,0,1,0,1,0
1428,0,130364,0,1,0,0,62083,15,250,1,0,0,0,1,0
1429,0,15592,4924,1,0,0,37173,13,0,0,0,1,0,1,0
1430,0,25404,0,0,0,0,2125,7,500,1,0,0,0,0,0
1431,0,34584,0,1,0,0,6962,21,1500,7,0,1,0,1,0
1432,0,32313,0,1,0,0,29188,27,0,0,0,1,0,1,0
1433,1,168897,0,1,0,0,37451,24,400,2,0,1,0,1,0
1434,1,68891,1697,1,0,0,37257,14,500,1,0,1,0,1,0
1435,0,18068,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,0,137134,0,1,0,0,92740,20,0,0,0,1,0,1,1
1437,0,26561,0,0,0,0,100,1,0,0,0,1,0,0,0
1438,0,22093,0,1,0,0,14857,11,200,1,0,1,0,1,0
1439,0,58538,1739,1,0,0,48670,19,500,2,0,1,0,1,0
1440,0,29667,0,1,1,0,5304,19,0,0,0,0,0,1,0
1441,0,88093,0,1,0,0,15518,13,343,1,0,1,0,1,1
1442,1,472241,500,0,0,0,3600,12,3500,11,0,0,1,0,0
1443,0,62569,0,1,0,0,33765,19,50,1,0,0,0,1,0
1444,0,20982,0,1,0,0,44238,18,0,0,0,1,0,1,0
1445,0,44665,0,0,0,0,333,2,333,2,0,1,0,0,0
1446,0,22639,0,0,0,0,1840,4,0,0,4,1,0,0,0
1447,1,120152,0,0,0,0,6250,27,3750,26,0,0,0,0,0
1448,0,51402,0,0,0,0,4375,14,0,0,0,1,0,0,0
1449,0,32749,0,0,0,0,450,3,450,3,0,1,0,0,1
1450,0,170309,0,1,0,0,66546,20,4130,4,0,1,0,1,0
1451,0,18924,0,0,0,0,4000,18,0,0,0,1,0,0,0
1452,0,61919,0,1,0,0,39163,14,350,1,0,0,0,1,0
1453,0,193547,0,1,0,0,3544,12,0,0,0,1,0,1,0
1454,0,57927,0,0,0,0,1500,3,1500,3,0,1,0,0,1
1455,0,161321,0,1,0,0,59645,21,0,0,0,0,0,1,1
1456,1,66936,2370,0,0,0,3450,5,950,4,0,1,0,0,0
1457,0,72178,0,0,0,0,2100,10,0,0,0,1,0,0,0
1458,0,33964,0,0,0,0,300,3,0,0,0,0,0,0,0
1459,1,94272,0,1,0,0,11098,16,0,0,0,1,0,1,1
1460,0,53360,0,0,0,0,7251,5,6251,4,0,1,0,0,0
1461,0,3578,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,0,29342,0,1,0,0,5835,4,0,0,0,0,0,1,1
1463,0,28228,0,1,0,0,12948,13,300,1,0,1,0,1,0
1464,0,118601,0,1,0,0,51240,19,0,0,0,1,0,1,0
1465,0,24660,0,1,0,0,7206,14,0,0,0,1,1,1,0
1466,0,147822,0,1,0,0,42469,18,0,0,0,1,0,1,0
1467,0,190208,0,1,0,0,37122,38,1800,6,0,1,0,1,0
1468,0,2625,0,0,0,0,125,1,0,0,0,0,0,0,0
1469,0,49438,0,1,0,0,33912,14,0,0,0,1,0,1,1
1470,0,24930,0,1,0,0,13060,9,0,0,0,0,0,1,0
1471,0,89835,0,1,0,0,9058,11,0,0,0,1,0,1,1
1472,0,46734,0,1,0,0,10007,18,0,0,0,0,1,1,1
1473,1,315273,0,0,0,0,12584,9,4084,4,0,1,0,0,0
1474,0,50,0,0,0,0,50,1,50,1,0,0,0,0,0
1475,0,97416,0,1,0,0,63679,29,0,0,0,1,1,1,0
1476,0,127768,0,1,0,0,65264,21,250,1,0,1,0,1,0
1477,0,139882,0,1,0,0,47089,15,0,0,0,1,0,1,0
1478,0,10740,0,0,0,0,0,0,0,0,0,1,0,0,0
1479,0,57330,0,0,0,0,380,3,0,0,0,1,0,0,0
1480,0,33560,0,0,0,0,2600,14,0,0,0,0,0,0,0
1481,0,53210,0,1,0,0,11422,10,0,0,0,0,0,1,1
1482,0,9795,0,0,0,0,0,0,0,0,0,1,0,0,0
1483,0,16984,0,1,0,0,10334,15,0,0,0,1,0,1,0
1484,0,46349,0,1,0,0,33923,20,1100,2,0,0,0,1,0
1485,0,118079,0,1,0,0,43298,16,500,1,1,0,0,1,0
1486,0,29632,0,0,0,0,0,0,0,0,0,1,1,0,0
1488,0,164307,0,1,0,0,21704,14,0,0,0,1,0,1,0
1489,0,13490,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,0,36296,0,1,0,0,5780,6,0,0,0,0,0,1,0
1491,1,190429,6168,0,0,0,27500,11,1500,3,0,1,0,0,0
1492,0,120447,0,1,0,0,53804,15,350,1,0,1,0,1,0
1493,0,35094,0,0,0,0,4000,11,0,0,0,1,0,0,0
1494,1,208804,0,1,0,0,56204,31,500,1,0,1,1,1,0
1495,0,30662,0,0,0,0,0,0,0,0,0,0,0,0,0
1496,0,157452,0,1,0,0,45312,18,0,0,0,1,0,1,1
1497,0,24266,0,0,0,0,2375,12,0,0,0,0,0,0,0
1498,1,49991,0,1,0,0,44146,27,2510,4,0,0,0,1,0
1499,1,42275,925,0,0,0,4100,6,1600,5,0,1,0,0,0
1500,0,59162,0,1,0,0,2520,7,0,0,0,1,0,1,0
1501,1,109625,0,1,0,0,63372,19,500,1,0,1,0,1,0
1502,1,30486,0,0,0,0,0,0,0,0,0,1,0,0,0
1503,1,240904,2288,1,0,0,63385,22,350,1,0,0,0,1,0
1504,1,266776,0,0,0,0,8370,30,6520,28,0,1,1,0,0
1505,0,20818,0,1,0,0,15214,4,0,0,0,1,0,1,1
1506,0,106509,0,1,0,0,1113,7,0,0,0,0,1,1,0
1507,1,65982,0,0,0,0,1750,4,750,3,0,1,0,0,0
1508,0,9002,0,1,0,0,1586,9,0,0,0,0,0,1,0
1509,0,16088,0,1,0,0,17872,15,0,0,0,1,1,1,0
1510,0,10079,0,1,0,0,569,8,0,0,0,1,0,1,0
1511,1,48863,0,1,0,0,71013,18,1050,3,0,1,0,1,0
1512,1,137402,0,0,0,0,950,6,200,3,0,1,0,0,0
1513,1,71076,1000,0,0,0,10000,1,0,0,0,1,0,0,0
1514,0,20630,0,0,0,0,2045,4,0,0,0,1,0,0,0
1515,1,119180,1467,0,0,0,9275,20,1300,6,0,1,0,0,1
1516,1,54116,1846,1,0,0,34997,14,0,0,0,1,0,1,0
1517,0,36665,0,0,0,0,1625,6,0,0,0,1,0,0,0
1518,1,507371,0,1,0,0,51765,18,450,1,0,1,0,1,0
1519,0,48721,0,1,0,0,18781,12,300,3,0,1,0,1,1
1520,1,391222,0,1,0,0,27471,20,1600,7,0,1,0,1,0
1521,1,88668,0,1,0,0,9889,15,100,1,0,1,0,1,0
1522,0,46074,0,1,0,0,2193,11,0,0,0,0,0,1,0
1523,0,1923,0,0,0,0,1170,2,0,0,0,0,0,0,0
1524,0,46030,0,0,0,0,4375,27,0,0,0,1,0,0,0
1525,0,31236,0,0,0,0,2250,13,0,0,0,1,0,0,0
1526,0,18351,0,0,0,0,0,0,0,0,0,1,0,0,0
1527,0,4779,0,0,0,0,600,2,0,0,0,1,1,0,0
1528,1,124775,1704,0,0,0,11564,8,700,2,0,1,0,0,0
1529,0,66923,0,1,0,0,17139,12,0,0,0,0,0,1,0
1530,0,24008,0,0,0,0,540,3,0,0,0,0,0,0,0
1531,1,118415,2329,0,0,0,4475,10,100,1,0,0,0,0,0
1532,0,2793,0,0,0,0,8000,3,0,0,0,1,0,0,0
1533,1,70464,0,0,0,0,4000,4,1000,2,0,1,0,0,0
1534,0,71930,0,1,0,0,32774,13,500,1,0,0,1,1,1
1535,1,126484,0,0,0,0,5942,13,3192,11,0,1,0,0,0
1536,0,39503,0,1,0,0,16671,18,2339,2,0,1,0,1,0
1537,0,7291,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,0,4838,0,1,0,0,23592,16,500,1,0,0,0,1,0
1539,1,73811,0,1,0,0,25394,14,1000,2,0,1,0,1,0
1540,0,156219,0,1,0,0,55874,24,0,0,0,1,0,1,0
1541,0,114376,0,1,0,0,33949,15,0,0,0,0,1,1,0
1542,0,23965,0,1,1,0,7308,16,550,3,0,0,0,1,0
1543,0,45766,0,0,0,0,4550,11,1300,7,0,1,0,0,0
1544,1,57857,1099,0,0,0,62650,37,12400,29,0,1,0,0,1
1545,0,19998,0,1,0,0,4309,13,0,0,0,0,0,1,0
1546,0,29506,0,1,0,0,4826,16,500,2,0,1,0,1,0
1547,0,6020,1505,0,0,0,0,0,0,0,0,1,0,0,0
1548,0,27989,0,1,0,0,25369,16,2729,2,0,1,0,1,0
1549,0,21933,0,1,0,0,27166,15,550,1,0,0,0,1,0
1550,0,58758,0,0,0,0,6500,38,0,0,0,0,0,0,1
1551,0,86069,0,1,0,0,35282,21,0,0,0,0,0,1,0
1552,0,8350,0,0,0,0,2125,10,0,0,0,0,0,0,0
1553,0,26862,0,1,0,0,15510,15,0,0,0,0,0,1,0
1554,0,133853,0,1,0,0,68136,14,0,0,0,1,0,1,0
1555,0,72623,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,0,36887,0,0,1,0,9048,11,0,0,0,0,0,1,0
1557,0,49737,0,1,0,0,60922,22,550,2,0,1,1,1,0
1558,0,53869,0,0,0,0,6750,26,0,0,0,1,0,0,0
1559,0,5264,0,0,0,0,0,0,0,0,0,1,0,0,0
1560,0,132132,6920,1,0,0,20443,18,1310,4,0,1,0,1,0
1561,1,319241,0,1,0,0,71867,36,0,0,0,0,0,1,0
1562,1,333346,2139,1,0,0,52013,31,4309,12,0,1,0,1,0
1563,0,22459,0,1,0,0,104,2,0,0,0,1,0,1,0
1564,0,65021,0,1,0,0,10369,12,0,0,0,0,0,1,0
1565,0,44205,0,1,0,0,28340,13,0,0,0,1,0,1,0
1566,0,18433,0,1,0,0,3174,9,0,0,0,0,0,1,0
1567,0,6341,0,1,0,0,3658,12,0,0,0,0,0,1,0
1568,0,3641,0,0,1,0,1164,3,0,0,0,0,0,1,0
1569,0,39207,0,0,0,0,965,3,0,0,0,0,0,0,1
1570,0,63362,0,1,0,0,16331,15,350,1,0,0,0,1,0
1571,1,220267,0,0,0,0,8500,4,0,0,0,1,0,0,0
1572,0,329,0,1,0,0,23492,14,0,0,0,0,1,1,0
1573,0,22424,0,1,0,0,648,2,0,0,0,0,0,1,0
1574,0,36805,0,1,0,0,13018,16,0,0,0,0,1,1,0
1575,0,63437,0,1,0,0,7160,15,0,0,0,0,1,1,0
1576,0,8962,4481,0,0,0,0,0,0,0,0,0,0,0,0
1577,0,7922,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,0,113731,0,0,0,0,1700,5,700,4,0,1,0,0,0
1579,0,12612,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,0,45916,0,0,0,0,675,6,500,2,0,1,0,0,0
1581,0,51324,0,1,0,0,20533,14,0,0,0,0,0,1,0
1582,0,412,0,0,0,0,13000,1,0,0,0,1,0,0,1
1583,0,8103,0,0,0,0,2750,15,0,0,0,0,0,0,0
1584,1,91237,0,1,0,0,78864,26,0,0,0,0,1,1,1
1585,0,17388,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,0,52046,0,0,0,0,1058,8,683,7,0,0,0,0,0
1587,0,50015,0,1,0,0,20839,16,50,1,0,0,0,1,0
1588,1,45340,0,1,0,0,14063,16,500,1,0,1,0,1,0
1589,1,200963,0,0,0,0,6164,4,150,1,0,1,0,0,0
1590,0,85884,0,1,0,0,7742,9,0,0,0,0,0,1,0
1591,0,4236,0,0,0,0,3000,7,0,0,0,1,0,0,0
1592,1,55843,0,0,0,0,6000,3,0,0,0,1,0,0,0
1593,0,43000,0,0,0,0,1273,4,173,1,0,1,0,0,0
1594,0,5573,0,1,1,0,1958,17,0,0,0,0,0,1,0
1595,0,2080,0,0,0,0,0,0,0,0,0,1,0,0,0
1596,0,43686,0,1,0,0,4039,12,0,0,0,0,1,1,0
1597,0,11001,0,0,0,0,255,5,0,0,0,1,0,0,0
1598,0,10146,0,1,0,0,26633,12,0,0,0,1,0,1,1
1599,0,35062,0,1,0,0,16237,26,0,0,0,1,0,1,0
1600,0,11866,0,1,0,0,6139,9,0,0,0,1,0,1,0
1601,0,41048,0,0,0,0,1195,3,0,0,0,0,0,0,1
1602,0,25004,0,1,0,0,1113,3,0,0,0,1,0,1,0
1603,1,194074,1448,0,0,0,12500,6,0,0,0,1,0,0,0
1604,0,65952,0,1,0,0,34770,14,0,0,0,1,0,1,0
1605,0,265532,0,1,1,0,4652,13,0,0,0,0,0,1,0
1606,0,61286,0,0,0,0,1500,5,0,0,0,0,0,0,0
1607,0,118177,0,1,1,0,20910,18,402,1,0,0,0,1,0
1608,1,183370,0,0,0,0,30988,14,12988,9,0,0,1,0,0
1609,0,98608,0,1,0,0,969,12,0,0,0,0,0,1,0
1610,0,22529,0,0,0,0,5115,20,3400,16,0,1,0,0,0
1611,1,2502,0,0,0,0,15500,4,500,1,0,1,0,0,0
1612,0,123430,0,1,0,0,49987,17,0,0,0,1,0,1,0
1613,0,36219,0,1,0,0,4044,10,0,0,0,1,0,1,1
1614,1,61405,250,1,0,0,32316,20,1350,8,0,1,0,1,0
1615,0,3789,0,1,0,0,181,3,0,0,0,0,0,1,0
1616,0,16065,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,0,404142,0,1,0,0,75509,13,0,0,0,0,0,1,0
1618,0,28733,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,0,26965,0,1,0,0,7346,13,0,0,0,1,0,1,1
1620,0,278437,0,1,0,0,50888,26,0,0,0,0,0,1,0
1621,0,5074,0,0,0,0,500,1,0,0,0,1,0,0,0
1622,0,43338,0,0,0,0,1000,4,1000,4,0,1,0,0,0
1623,0,23551,0,0,0,0,2375,12,0,0,0,1,0,0,0
1624,0,32015,0,0,0,0,6000,6,0,0,0,0,0,0,0
1625,0,65435,0,0,0,0,1000,2,500,1,0,0,0,0,0
1626,0,39079,0,0,0,0,3070,5,0,0,0,0,0,0,0
1627,0,108616,0,1,0,0,36476,13,0,0,0,0,0,1,0
1628,0,80154,0,1,0,0,47270,14,0,0,0,0,1,1,1
1629,0,25563,0,0,1,0,303,8,0,0,0,1,0,1,0
1630,1,18007,0,1,0,0,33237,15,0,0,0,0,1,1,0
1631,0,51752,0,1,0,0,25962,20,0,0,0,0,0,1,0
1632,0,21540,0,1,0,0,1188,9,0,0,0,0,0,1,0
1633,0,233057,0,1,0,0,102840,11,0,0,0,1,0,1,0
1634,0,196079,0,1,0,0,56890,21,0,0,0,1,0,1,0
1635,1,276607,0,0,0,0,11430,14,6430,11,0,1,1,0,0
1636,0,20681,0,0,0,0,0,0,0,0,0,1,0,0,0
1637,0,155278,0,1,0,0,27200,16,0,0,0,1,0,1,0
1638,1,194949,0,0,0,0,10121,13,4621,10,0,1,0,0,0
1640,1,307260,783,1,0,0,40533,24,250,1,0,1,0,1,0
1641,0,105588,0,1,0,0,22973,3,0,0,0,0,0,1,1
1642,0,41366,0,1,0,0,27148,15,0,0,0,1,0,1,0
1643,0,59445,0,0,0,0,5500,21,500,2,0,1,0,0,0
1644,1,130920,2643,1,0,0,30299,20,1100,6,0,1,0,1,0
1645,0,49777,2360,1,0,0,12241,12,0,0,0,1,0,1,0
1646,0,58778,0,1,0,0,28325,13,0,0,0,0,0,1,0
1647,0,38224,0,1,1,0,2587,10,0,0,0,1,0,1,0
1648,0,93700,0,1,0,0,58745,14,0,0,0,1,1,1,1
1649,1,533120,0,1,0,0,120983,18,0,0,0,1,0,1,1
1650,0,34941,0,1,0,0,23718,16,0,0,0,0,0,1,1
1651,0,115197,0,1,0,0,17638,24,0,0,0,1,0,1,0
1652,0,31230,0,0,0,0,815,5,815,5,0,1,0,0,0
1653,0,98604,0,1,0,0,17490,15,0,0,0,0,0,1,0
1654,0,385195,0,0,0,0,0,0,0,0,0,1,0,0,0
1655,1,136104,0,1,0,0,68988,51,2069,8,0,1,0,1,0
1656,0,23984,0,1,0,0,2737,14,0,0,0,1,0,1,0
1657,0,169947,0,1,0,0,48140,21,0,0,0,0,1,1,0
1658,0,71264,0,1,0,0,94161,17,1000,2,0,0,0,1,1
1659,0,71610,0,1,0,0,20918,14,0,0,0,0,0,1,0
1660,0,151152,0,1,0,0,13635,21,1100,1,0,1,0,1,0
1661,1,164178,2364,1,0,0,35314,23,1100,3,0,1,1,1,0
1662,0,18601,0,0,0,0,100,1,0,0,0,1,0,0,0
1663,0,49331,0,1,0,0,23572,12,100,1,0,1,0,1,0
1664,0,43326,0,1,0,0,4164,12,0,0,0,0,0,1,0
1665,0,12112,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,1,98343,0,1,0,0,31961,16,0,0,0,1,0,1,0
1667,0,83006,0,1,0,0,45167,13,0,0,0,0,0,1,0
1668,1,110980,0,0,0,0,12900,8,950,4,1,1,0,0,0
1669,0,78032,0,1,0,0,24046,23,0,0,0,1,0,1,0
1670,0,176262,0,1,0,0,12678,8,150,1,0,1,1,1,0
1671,0,239576,0,1,0,0,13301,12,0,0,0,1,0,1,0
1672,0,642756,0,1,0,0,37889,15,1000,2,0,1,0,1,0
1673,0,41370,0,1,0,0,51335,9,0,0,0,1,0,1,0
1674,0,92905,0,1,0,0,1766,10,0,0,0,1,0,1,0
1675,1,7430,0,0,0,0,10500,5,0,0,0,0,0,0,0
1676,1,68390,0,0,0,0,3450,3,950,2,0,1,0,0,0
1677,0,18366,0,0,0,0,1100,3,1100,3,0,0,0,0,0
1678,1,197673,0,1,0,0,48932,15,0,0,0,1,0,1,0
1679,0,11789,0,1,0,0,28756,20,900,2,0,0,0,1,0
1680,0,213539,0,0,0,0,2750,15,0,0,0,1,0,0,0
1681,0,13310,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,0,207395,0,1,0,0,55903,17,500,1,0,1,0,1,0
1683,0,25688,2396,1,0,0,3103,10,0,0,0,1,0,1,0
1684,0,259582,0,1,0,0,3833,21,1762,9,1,1,0,1,0
1685,1,288379,0,0,0,0,15942,8,1442,5,0,1,0,0,0
1686,0,3580,0,0,0,0,130,3,0,0,0,1,0,0,0
