row#,user_id,vehicle_model_id,package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,from_date,to_date,online_booking,mobile_site_booking,booking_created,from_lat,from_long,to_lat,to_long,car_cancellation
2929,30690,12,,2,292,393,,,5/12/13 14:38,,0,0,5/12/13 10:44,12.93944,77.62923,13.19956,77.70688,0
2930,13762,28,,2,1041,393,,,5/13/13 6:28,,1,0,5/12/13 11:21,12.974408,77.6648,13.19956,77.70688,0
2931,30699,12,,2,1017,89,,,5/12/13 16:19,,0,0,5/12/13 11:31,13.11084,77.60074,12.96519,77.71932,0
2932,30704,12,,2,1136,393,,,5/16/13 12:57,,0,1,5/12/13 12:04,12.99049,77.69798,13.19956,77.70688,0
2933,29009,28,,2,452,455,,,5/12/13 18:28,,0,0,5/12/13 12:20,12.95278,77.59088,12.999874,77.67812,0
2934,27702,85,,2,1169,393,,,5/12/13 17:31,,0,0,5/12/13 12:48,13.018523,77.644366,13.19956,77.70688,0
2935,30707,12,,2,413,1095,,,5/12/13 16:04,,1,0,5/12/13 12:55,12.92171,77.59017,12.92415,77.67229,1
2936,29889,12,1,3,1157,,,,5/12/13 18:00,,0,0,5/12/13 13:20,13.05121,77.54113,,,0
2937,30714,85,,2,344,393,,,5/13/13 6:43,5/14/13 0:00,1,0,5/12/13 14:17,12.94788,77.67092,13.19956,77.70688,0
2938,19009,12,,2,293,585,,,5/13/13 3:36,,0,0,5/12/13 15:59,12.849482,77.663187,12.97677,77.5727,0
2939,789,12,,2,142,271,,,5/13/13 6:28,5/14/13 0:00,1,0,5/12/13 16:29,12.91281,77.60923,12.95641,77.64076,0
2940,30732,28,,2,1058,452,,,5/12/13 21:36,,1,0,5/12/13 16:41,12.914535,77.631658,12.95278,77.59088,1
2941,30733,12,,2,1166,572,,,5/13/13 7:26,,0,0,5/12/13 16:46,12.997198,77.669514,12.91873,77.61494,0
2942,17664,12,,2,221,767,,,5/13/13 19:55,,0,0,5/12/13 17:47,12.98541,77.57891,12.9122,77.51043,0
2943,19235,12,,2,1261,393,,,5/24/13 3:36,,1,0,5/12/13 18:18,13.08324,77.480214,13.19956,77.70688,0
2944,30741,12,,2,25,392,,,5/14/13 0:28,,1,0,5/12/13 18:20,12.98059,77.57475,12.986284,77.735245,0
2945,868,12,,2,141,572,,,5/12/13 19:40,,0,0,5/12/13 18:37,12.97119,77.61477,12.91873,77.61494,0
2946,30743,12,,2,393,1165,,,5/13/13 7:26,,1,0,5/12/13 18:41,13.19956,77.70688,12.990947,77.687112,0
2947,30746,12,,2,1217,115,,,5/13/13 13:55,,1,0,5/12/13 19:41,13.04937,77.51179,12.99319,77.54472,0
2948,24964,12,,2,1166,571,,,5/13/13 0:57,,0,0,5/12/13 19:56,12.997198,77.669514,12.95185,77.69642,0
2949,19619,12,,2,1068,1166,,,5/13/13 3:07,,0,0,5/12/13 20:17,13.044009,77.606805,12.997198,77.669514,0
2950,30751,24,,2,450,1021,,,5/13/13 9:21,,0,0,5/12/13 20:30,12.9334,77.62652,13.02853,77.54625,0
2951,30754,12,,2,171,393,,,5/12/13 22:48,,0,0,5/12/13 20:53,12.98479,77.66128,13.19956,77.70688,0
2952,30759,12,,2,293,393,,,5/13/13 3:07,,1,0,5/12/13 21:12,12.849482,77.663187,13.19956,77.70688,0
2953,20432,65,,2,149,393,,,5/13/13 1:12,,1,0,5/12/13 22:46,12.93022,77.56039,13.19956,77.70688,0
2954,30767,12,1,3,572,,,,5/13/13 7:12,5/13/13 0:00,1,0,5/12/13 22:52,12.91873,77.61494,,,0
2955,30768,85,,2,1033,393,,,5/13/13 3:50,,1,0,5/12/13 23:11,12.906358,77.599547,13.19956,77.70688,0
2956,30772,12,,2,1294,1338,,,5/13/13 9:21,,1,0,5/12/13 23:45,12.964653,77.599573,13.03017,77.56684,0
2957,30773,12,,2,171,393,,,5/13/13 7:12,,1,0,5/12/13 23:46,12.98479,77.66128,13.19956,77.70688,0
2958,23840,12,,2,846,730,,,5/13/13 9:07,,0,0,5/13/13 5:54,12.98635,77.58203,13.03386,77.51269,0
2959,30781,87,2,3,1097,,,,5/13/13 9:36,,0,0,5/13/13 6:57,12.97943,77.66125,,,0
2960,915,24,,2,220,293,,,5/13/13 7:55,,0,0,5/13/13 7:09,12.99722,77.62003,12.849482,77.663187,0
2961,30707,65,2,3,1095,,,,5/13/13 12:00,5/13/13 0:00,1,0,5/13/13 8:29,12.92415,77.67229,,,0
2962,30787,12,,2,1152,1384,,,5/13/13 18:14,,0,0,5/13/13 8:58,12.87153,77.60206,13.02853,77.54625,1
2963,30790,12,1,3,571,,,,5/13/13 11:02,,0,0,5/13/13 9:07,12.95185,77.69642,,,0
2964,30794,65,1,3,278,,,,5/13/13 11:02,,0,0,5/13/13 10:03,13.00472,77.55381,,,1
2965,30772,12,,2,1294,1338,,,5/15/13 8:24,,0,0,5/13/13 10:18,12.964653,77.599573,13.03017,77.56684,0
2966,30796,28,,2,767,585,,,5/14/13 12:28,,0,0,5/13/13 10:27,12.9122,77.51043,12.97677,77.5727,0
2967,30798,65,,2,142,1384,,,5/14/13 12:43,,0,0,5/13/13 10:33,12.91281,77.60923,13.02853,77.54625,0
2968,2065,12,1,3,625,,,,5/13/13 12:28,,0,0,5/13/13 10:39,12.95431,77.6553,,,0
2969,30802,12,,2,293,1264,,,5/13/13 12:00,,0,0,5/13/13 10:48,12.849482,77.663187,12.835737,77.679599,0
2970,23775,12,1,3,731,,,,5/13/13 13:55,,0,0,5/13/13 10:50,13.04937,77.51179,,,0
2971,30329,12,,2,1096,393,,,5/13/13 13:55,,0,0,5/13/13 11:20,12.96519,77.71932,13.19956,77.70688,0
2972,30418,12,,2,1375,393,,,5/13/13 23:02,,0,0,5/13/13 12:15,12.94371,77.600549,13.19956,77.70688,0
2973,30716,12,1,3,784,,,,5/13/13 15:07,,0,0,5/13/13 13:38,12.96634,77.60709,,,0
2974,30823,12,,2,1026,344,,,5/13/13 15:36,,0,0,5/13/13 14:08,13.10482,77.57631,12.94788,77.67092,0
2975,32237,12,,2,393,977,,,5/14/13 0:43,,1,0,5/13/13 18:01,13.19956,77.70688,12.969933,77.533286,0
2976,15578,12,,2,1095,1390,,,5/13/13 19:40,,1,0,5/13/13 18:09,12.92415,77.67229,12.969368,77.641302,1
2977,30840,12,,2,1086,393,,,5/14/13 3:21,,0,0,5/13/13 19:08,12.907487,77.64729,13.19956,77.70688,0
2978,8993,28,,2,136,142,,,5/14/13 19:40,,0,0,5/13/13 19:38,12.90796,77.62418,12.91281,77.60923,0
2979,30843,12,,2,1054,1384,,,5/14/13 11:02,,1,0,5/13/13 20:47,12.90184,77.581587,13.02853,77.54625,0
2980,21670,12,1,3,458,,,,5/14/13 9:07,5/14/13 0:00,1,0,5/13/13 20:52,13.00037,77.72746,,,0
2981,30846,28,,2,1056,393,,,5/15/13 3:36,,1,0,5/13/13 21:00,12.919199,77.60931,13.19956,77.70688,0
2982,30850,24,,2,540,393,,,5/14/13 3:50,,0,1,5/13/13 21:42,12.92768,77.62664,13.19956,77.70688,0
2983,30854,12,2,3,1328,,,,5/14/13 7:40,5/14/13 0:00,1,0,5/13/13 23:13,12.958808,77.649047,,,0
2984,30857,28,,2,1274,393,,,5/14/13 7:40,,1,0,5/13/13 23:37,12.943041,77.696158,13.19956,77.70688,0
2985,30858,12,2,3,450,,,,5/14/13 10:19,,0,0,5/13/13 23:47,12.9334,77.62652,,,0
2986,3017,28,,2,393,83,,,5/14/13 4:48,5/15/13 0:00,1,0,5/14/13 0:42,13.19956,77.70688,12.92415,77.67229,0
2987,30860,28,,2,832,393,,,5/18/13 21:07,,0,0,5/14/13 1:07,12.88019,77.64558,13.19956,77.70688,0
2988,30861,24,,2,396,585,,,5/14/13 14:38,,1,0,5/14/13 1:20,12.92073,77.66482,12.97677,77.5727,0
2989,29349,12,,2,1054,1331,,,5/14/13 9:21,,0,0,5/14/13 7:37,12.90184,77.581587,12.896203,77.598108,1
2990,34880,23,2,3,52,,,,5/14/13 10:33,,0,0,5/14/13 7:44,12.94329,77.54281,,,0
2991,29799,12,,2,1017,1086,,,5/14/13 10:19,,0,0,5/14/13 8:04,13.11084,77.60074,12.907487,77.64729,0
2992,30869,12,1,3,1017,,,,5/16/13 10:04,,0,0,5/14/13 8:26,13.11084,77.60074,,,0
2993,30880,65,,1,1328,,15,132,5/14/13 12:57,5/14/13 13:00,0,0,5/14/13 10:56,12.958808,77.649047,,,0
2994,27383,85,,2,1340,393,,,5/15/13 6:28,,0,0,5/14/13 11:01,13.049165,77.593189,13.19956,77.70688,0
2995,22273,12,,2,1096,393,,,5/15/13 12:57,,0,0,5/14/13 12:10,12.96519,77.71932,13.19956,77.70688,0
2996,20861,12,1,3,767,,,,5/14/13 16:33,5/14/13 0:00,1,0,5/14/13 12:24,12.9122,77.51043,,,0
2997,30900,12,,2,1338,393,,,5/15/13 4:04,,1,0,5/14/13 13:55,13.03017,77.56684,13.19956,77.70688,0
2998,30901,23,,2,89,1181,,,5/14/13 14:38,,0,0,5/14/13 14:09,12.96519,77.71932,12.97896,77.67345,0
2999,30866,12,,2,1036,1021,,,5/14/13 18:57,,0,0,5/14/13 15:19,12.925568,77.580568,13.02853,77.54625,0
3000,24898,28,,2,396,393,,,5/14/13 21:21,,1,0,5/14/13 16:14,12.92073,77.66482,13.19956,77.70688,0
3001,868,12,,2,1017,585,,,5/14/13 18:00,,0,0,5/14/13 17:34,13.11084,77.60074,12.97677,77.5727,0
3002,26790,10,,2,571,269,,,5/15/13 2:38,,1,0,5/14/13 17:35,12.95185,77.69642,12.9744,77.69183,0
3003,23904,65,2,3,1341,,,,5/15/13 9:36,5/15/13 0:00,1,0,5/14/13 19:44,12.979703,77.69382,,,0
3004,14651,12,,2,580,344,,,5/15/13 0:14,,0,0,5/14/13 20:55,12.97038,77.61045,12.94788,77.67092,0
3005,30937,12,,1,393,,15,55,5/20/13 13:26,5/23/13 0:00,0,0,5/14/13 21:34,13.19956,77.70688,,,0
3006,30939,12,1,3,571,,,,5/15/13 11:31,,0,0,5/14/13 22:30,12.95185,77.69642,,,0
3007,26868,12,,2,585,542,,,5/15/13 7:12,,1,0,5/14/13 23:30,12.97677,77.5727,12.93823,77.62289,0
3008,30946,87,2,3,1087,,,,5/15/13 9:07,,0,0,5/15/13 0:09,12.909579,77.638063,,,0
3009,30778,12,,2,392,1257,,,5/15/13 8:24,5/16/13 0:00,1,0,5/15/13 0:18,12.986284,77.735245,12.934477,77.611284,1
3010,30949,12,,2,499,585,,,5/15/13 19:12,5/15/13 0:00,1,0,5/15/13 6:07,12.88973,77.64865,12.97677,77.5727,0
3011,9673,24,,2,393,142,,,5/15/13 15:21,,1,0,5/15/13 6:40,13.19956,77.70688,12.91281,77.60923,0
3012,30951,12,,2,1384,293,,,5/15/13 10:48,,1,0,5/15/13 7:28,13.02853,77.54625,12.849482,77.663187,0
3013,27969,12,2,3,339,,,,5/15/13 13:55,,0,0,5/15/13 8:36,12.91028,77.64512,,,0
3014,30971,12,,2,479,393,,,5/15/13 14:38,,1,0,5/15/13 12:34,13.02298,77.60922,13.19956,77.70688,0
3015,30973,85,,2,849,393,,,5/16/13 13:12,,0,0,5/15/13 13:03,12.95434,77.60072,13.19956,77.70688,0
3016,27250,12,,2,393,1388,,,5/15/13 20:09,,1,0,5/15/13 14:19,13.19956,77.70688,12.919722,77.592806,0
3017,30817,12,,2,264,572,,,5/19/13 5:31,,0,0,5/15/13 14:47,12.90721,77.69544,12.91873,77.61494,1
3018,24082,65,1,3,1237,,,,5/15/13 17:02,,0,0,5/15/13 15:37,12.92645,77.61206,,,0
3019,30982,28,,2,515,168,,,5/15/13 18:00,,1,0,5/15/13 15:42,12.97896,77.67345,12.99313,77.59828,1
3020,30986,12,,2,142,393,,,5/16/13 12:28,,0,0,5/15/13 16:07,12.91281,77.60923,13.19956,77.70688,0
3021,33542,12,,2,171,393,,,5/16/13 6:00,,0,0,5/15/13 16:23,12.98479,77.66128,13.19956,77.70688,0
3022,13103,28,,2,458,271,,,5/16/13 5:02,,0,0,5/15/13 17:20,13.00037,77.72746,12.95641,77.64076,0
3023,30994,12,,2,793,393,,,5/15/13 23:31,,0,0,5/15/13 17:38,13.02239,77.59492,13.19956,77.70688,0
3024,30974,12,,2,1153,393,,,5/16/13 9:07,,0,0,5/15/13 20:00,12.87153,77.60206,13.19956,77.70688,0
3025,31009,12,2,3,549,,,,5/16/13 9:07,,0,0,5/15/13 21:07,12.965563,77.668576,,,0
3026,18229,12,,2,393,85,,,5/16/13 19:26,,0,0,5/15/13 23:01,13.19956,77.70688,12.95755,77.71803,0
3027,30091,12,2,3,1157,,,,5/16/13 8:24,,0,0,5/15/13 23:59,13.05121,77.54113,,,0
3028,31023,28,,2,142,1283,,,5/16/13 8:38,,1,0,5/16/13 1:11,12.91281,77.60923,12.973535,77.750528,0
3029,835,12,1,3,1120,,,,5/16/13 9:36,5/16/13 0:00,1,0,5/16/13 1:23,12.89724,77.61065,,,0
3030,31025,85,,2,1042,1133,,,5/16/13 2:09,,0,0,5/16/13 1:46,13.031318,77.576276,12.9744,77.69183,0
3031,31027,12,,2,393,150,,,5/16/13 9:36,5/17/13 0:00,1,0,5/16/13 3:01,13.19956,77.70688,12.89724,77.61065,0
3032,28856,12,,2,463,1229,,,5/16/13 10:33,,1,0,5/16/13 8:22,12.96037,77.58132,13.02239,77.59492,0
3033,31003,12,,2,1341,424,,,5/16/13 10:48,,1,0,5/16/13 9:10,12.979703,77.69382,12.93084,77.61883,0
3034,31034,12,,2,171,393,,,5/16/13 12:57,,0,1,5/16/13 10:04,12.98479,77.66128,13.19956,77.70688,0
3035,31035,12,,2,1371,1257,,,5/16/13 14:24,,1,0,5/16/13 10:06,13.000418,77.674835,12.934477,77.611284,0
3036,31037,12,,2,393,1084,,,6/9/13 23:31,6/10/13 0:00,1,0,5/16/13 10:24,13.19956,77.70688,12.892657,77.581866,0
3037,31040,65,1,3,278,,,,5/16/13 18:00,,0,0,5/16/13 11:10,13.00472,77.55381,,,0
3038,31041,65,,1,92,,15,66,5/20/13 6:00,5/20/13 6:00,0,0,5/16/13 11:16,12.99569,77.6835,,,0
3039,40880,12,,2,571,168,,,5/16/13 16:19,,1,0,5/16/13 11:34,12.95185,77.69642,12.99313,77.59828,0
3040,31045,10,,2,934,393,,,5/20/13 14:38,,1,0,5/16/13 11:47,12.92323,77.59203,13.19956,77.70688,0
3041,7504,65,1,3,171,,,,5/16/13 15:07,,0,0,5/16/13 12:07,12.98479,77.66128,,,0
3042,868,12,,2,25,197,,,5/17/13 8:09,,0,0,5/16/13 16:03,12.98059,77.57475,12.9119,77.54682,0
3043,8075,12,,2,1096,393,,,5/17/13 5:02,,0,0,5/16/13 16:04,12.96519,77.71932,13.19956,77.70688,0
3044,31062,12,,2,393,1010,,,5/17/13 15:21,,0,0,5/16/13 16:16,13.19956,77.70688,12.96691,77.74935,0
3045,31066,12,,2,1136,393,,,5/17/13 6:43,,1,0,5/16/13 17:05,12.99049,77.69798,13.19956,77.70688,0
3046,18234,12,,1,571,,,32,5/17/13 6:00,5/17/13 0:00,1,0,5/16/13 17:57,12.95185,77.69642,,,0
3047,2268,12,,1,571,,,64,5/18/13 0:00,5/18/13 0:00,1,0,5/16/13 18:25,12.95185,77.69642,,,0
3048,24458,12,,2,571,393,,,5/17/13 13:26,,1,0,5/16/13 20:00,12.95185,77.69642,13.19956,77.70688,0
3049,31083,12,,2,1017,1384,,,5/17/13 5:31,,0,0,5/16/13 20:49,13.11084,77.60074,13.02853,77.54625,0
3050,31089,12,,2,1351,1384,,,5/17/13 17:31,,0,0,5/16/13 21:52,12.894352,77.675265,13.02853,77.54625,0
3051,25500,12,,2,478,393,,,5/17/13 3:36,,0,0,5/16/13 22:17,12.9221,77.55263,13.19956,77.70688,0
3052,31093,28,,2,142,1384,,,5/17/13 19:55,,1,0,5/16/13 22:33,12.91281,77.60923,13.02853,77.54625,0
3053,28123,65,,2,590,393,,,5/17/13 5:45,,0,0,5/16/13 22:39,13.00826,77.56433,13.19956,77.70688,0
3054,22758,28,1,3,1147,,,,5/17/13 8:09,5/17/13 0:00,1,0,5/16/13 22:51,13.03064,77.6491,,,0
3055,31101,12,,2,1189,1384,,,5/17/13 6:28,,0,1,5/17/13 2:49,12.91873,77.61494,13.02853,77.54625,0
3056,31103,12,1,3,1021,,,,5/17/13 7:55,,0,0,5/17/13 7:19,13.02853,77.54625,,,0
3057,31104,65,,2,571,393,,,5/17/13 12:00,,0,0,5/17/13 8:07,12.95185,77.69642,13.19956,77.70688,0
3058,31110,12,,2,105,585,,,5/17/13 12:57,,0,0,5/17/13 9:16,13.01766,77.64503,12.97677,77.5727,0
3059,26798,12,,2,1365,393,,,5/17/13 16:04,,0,0,5/17/13 10:29,12.845653,77.677925,13.19956,77.70688,0
3060,36040,12,1,3,1155,,,,5/17/13 12:57,5/17/13 0:00,1,0,5/17/13 10:47,12.90245,77.66081,,,0
3061,21319,12,,2,1086,393,,,5/18/13 3:21,,1,0,5/17/13 11:28,12.907487,77.64729,13.19956,77.70688,0
3062,29282,12,,2,1281,150,,,5/17/13 18:00,,0,0,5/17/13 11:38,12.934634,77.611283,12.89724,77.61065,1
3063,31132,10,,2,83,168,,,5/17/13 16:04,,1,0,5/17/13 12:01,12.92415,77.67229,12.99313,77.59828,0
3064,4485,12,1,3,767,,,,5/17/13 19:55,,0,0,5/17/13 12:33,12.9122,77.51043,,,1
3065,25632,28,,2,601,393,,,5/18/13 3:07,,0,0,5/17/13 12:41,13.02434,77.56593,13.19956,77.70688,0
3066,25742,85,,2,145,393,,,5/18/13 3:50,,1,0,5/17/13 12:41,12.99067,77.65587,13.19956,77.70688,0
3067,31124,85,,2,1357,393,,,5/17/13 17:02,,0,0,5/17/13 12:45,12.932229,77.690567,13.19956,77.70688,0
3068,31417,12,,2,1010,393,,,5/18/13 3:36,,1,0,5/17/13 12:54,12.96691,77.74935,13.19956,77.70688,0
3069,31140,12,,2,1017,168,,,5/17/13 20:24,,0,0,5/17/13 12:59,13.11084,77.60074,12.99313,77.59828,0
3070,30885,28,,2,1089,447,,,5/20/13 6:28,,0,0,5/17/13 13:02,12.99517,77.731147,12.93884,77.69755,0
3071,31146,28,,2,142,1077,,,5/17/13 18:28,,1,0,5/17/13 13:38,12.91281,77.60923,12.990236,77.586393,1
3072,31151,12,,2,571,452,,,5/17/13 17:02,,1,0,5/17/13 14:23,12.95185,77.69642,12.95278,77.59088,1
3073,31156,12,,1,585,,,32,5/17/13 22:19,,1,0,5/17/13 15:06,12.97677,77.5727,,,0
3074,31160,12,,2,142,1384,,,5/17/13 21:36,5/18/13 0:00,1,0,5/17/13 15:46,12.91281,77.60923,13.02853,77.54625,0
3075,17046,28,,2,542,1070,,,5/17/13 18:14,,1,0,5/17/13 16:32,12.93823,77.62289,12.926098,77.681121,1
3076,17664,12,,2,221,767,,,5/17/13 19:55,,1,0,5/17/13 16:53,12.98541,77.57891,12.9122,77.51043,1
3077,15485,12,,2,1224,1217,,,5/17/13 22:33,,0,0,5/17/13 17:36,13.012419,77.555151,13.04937,77.51179,0
3078,31169,12,,2,1290,393,,,5/18/13 4:04,,1,0,5/17/13 18:09,12.966211,77.500323,13.19956,77.70688,0
3079,31170,12,,2,571,393,,,5/17/13 22:04,,0,0,5/17/13 18:13,12.95185,77.69642,13.19956,77.70688,0
3080,40444,12,,2,363,585,,,5/18/13 5:31,,0,1,5/17/13 20:25,12.99287,77.71662,12.97677,77.5727,0
3081,27611,12,,2,1159,1335,,,5/18/13 7:40,,1,0,5/17/13 21:07,12.90163,77.582,12.894848,77.598843,1
3082,31138,12,,2,590,393,,,5/18/13 9:36,,0,0,5/17/13 21:52,13.00826,77.56433,13.19956,77.70688,0
3083,25052,12,,2,97,293,,,5/18/13 11:16,,1,0,5/17/13 22:20,12.97943,77.66125,12.849482,77.663187,0
3084,31185,12,2,3,1150,,,,5/18/13 7:55,5/18/13 0:00,1,0,5/17/13 22:57,12.99287,77.71662,,,0
3085,31186,12,,2,1286,393,,,5/18/13 4:04,,1,0,5/17/13 23:28,12.973448,77.62032,13.19956,77.70688,0
3086,20699,28,2,3,1391,,,,5/18/13 7:26,5/18/13 0:00,1,0,5/17/13 23:36,12.970926,77.647321,,,0
3087,31194,10,,2,776,393,,,5/18/13 6:28,,0,0,5/18/13 4:31,13.01508,77.67796,13.19956,77.70688,0
3088,30420,12,,2,1282,433,,,5/18/13 16:33,,1,0,5/18/13 8:54,12.959687,77.747099,12.91226,77.59773,1
3089,30296,12,,2,393,1237,,,5/18/13 20:24,,0,0,5/18/13 8:55,13.19956,77.70688,12.92645,77.61206,0
3090,30420,28,,2,433,1282,,,5/18/13 22:19,,1,0,5/18/13 9:02,12.91226,77.59773,12.959687,77.747099,0
3091,16346,12,,2,422,585,,,5/18/13 12:00,,0,0,5/18/13 9:09,12.9717,77.62779,12.97677,77.5727,0
3092,28359,28,,2,238,1374,,,5/20/13 9:07,,0,0,5/18/13 9:12,12.93711,77.60171,13.02607,77.538196,0
3093,28359,12,,2,238,1374,,,5/22/13 8:24,,0,0,5/18/13 9:17,12.93711,77.60171,13.02607,77.538196,0
3094,27009,12,,2,516,393,,,5/18/13 21:36,,0,0,5/18/13 9:34,13.0056,77.65799,13.19956,77.70688,0
3095,28359,10,,2,1374,238,,,5/20/13 17:02,,0,0,5/18/13 10:27,13.02607,77.538196,12.93711,77.60171,0
3096,30290,12,,2,1054,1254,,,5/22/13 9:50,,0,0,5/18/13 11:12,12.90184,77.581587,12.934048,77.580568,0
3097,30290,10,,2,1254,1054,,,5/23/13 18:00,,0,0,5/18/13 11:34,12.934048,77.580568,12.90184,77.581587,0
3098,868,12,,2,1089,447,,,5/22/13 6:28,,0,0,5/18/13 11:50,12.99517,77.731147,12.93884,77.69755,0
3099,868,12,,2,1089,447,,,5/23/13 6:28,,0,0,5/18/13 11:52,12.99517,77.731147,12.93884,77.69755,0
3100,29139,12,,2,1086,776,,,5/18/13 18:00,,1,0,5/18/13 12:32,12.907487,77.64729,13.01508,77.67796,0
3101,29459,12,,2,136,542,,,5/20/13 18:14,,0,0,5/18/13 12:57,12.90796,77.62418,12.93823,77.62289,1
3102,31220,65,,2,1325,1384,,,5/18/13 18:43,,0,0,5/18/13 13:44,12.854095,77.665871,13.02853,77.54625,1
3103,31221,12,,2,603,393,,,5/18/13 18:00,,1,0,5/18/13 13:47,12.97357,77.61043,13.19956,77.70688,0
3104,31221,12,,2,1102,393,,,5/18/13 18:00,,0,0,5/18/13 13:58,12.93652,77.54481,13.19956,77.70688,0
3105,21903,12,,2,1192,1053,,,5/18/13 15:36,,0,1,5/18/13 14:12,12.97677,77.5727,12.912799,77.589784,0
3106,31224,65,1,3,1189,,,,5/19/13 5:02,,0,0,5/18/13 14:29,12.91873,77.61494,,,0
3107,28723,12,,2,1269,1155,,,5/19/13 10:04,,0,0,5/18/13 14:44,12.958651,77.656762,12.90245,77.66081,0
3108,31224,65,1,3,1189,,,,5/19/13 5:02,,0,0,5/18/13 14:48,12.91873,77.61494,,,0
3109,31224,65,1,3,1189,,,,5/19/13 5:02,,0,0,5/18/13 14:52,12.91873,77.61494,,,0
3110,31224,65,1,3,105,,,,5/19/13 5:16,,0,0,5/18/13 14:56,13.01766,77.64503,,,0
3111,31229,12,,1,1257,,1,45,5/18/13 20:09,5/20/13 20:15,1,0,5/18/13 15:06,12.934477,77.611284,,,0
3112,31234,12,,2,1095,585,,,5/18/13 18:14,,1,0,5/18/13 16:21,12.92415,77.67229,12.97677,77.5727,1
3113,3987,12,,2,1383,1384,,,5/18/13 20:38,,0,0,5/18/13 16:41,12.930451,77.685822,13.02853,77.54625,0
3114,30825,28,,2,393,647,,,5/19/13 4:33,,1,0,5/18/13 17:40,13.19956,77.70688,13.01899,77.54744,0
3115,31249,12,2,3,988,,,,5/19/13 8:24,5/19/13 0:00,1,0,5/18/13 18:51,12.95365,77.62137,,,0
3116,23901,12,,2,150,585,,,5/18/13 22:33,,1,0,5/18/13 19:05,12.89724,77.61065,12.97677,77.5727,0
3117,31254,65,2,3,271,,,,5/19/13 10:04,5/19/13 0:00,1,0,5/18/13 19:22,12.95641,77.64076,,,1
3118,27233,12,,2,1248,793,,,5/19/13 12:28,,0,0,5/18/13 19:37,12.978945,77.574849,13.02239,77.59492,0
3119,6484,12,,2,211,1090,,,5/19/13 5:45,,1,0,5/18/13 20:54,13.04967,77.60479,12.969724,77.593389,1
3120,31261,65,2,3,625,,,,5/19/13 7:55,,0,0,5/18/13 21:13,12.95431,77.6553,,,1
3121,29881,12,2,3,1299,,,,5/19/13 10:04,,0,0,5/18/13 21:22,12.979206,77.709612,,,1
3122,31262,24,,1,1243,,15,29,5/19/13 7:55,5/20/13 8:00,0,0,5/18/13 21:26,12.98275,77.61582,,,0
3123,30825,28,,2,647,393,,,5/19/13 3:21,,1,0,5/18/13 21:56,13.01899,77.54744,13.19956,77.70688,0
3124,23411,12,1,3,832,,,,5/19/13 10:33,,0,1,5/18/13 21:59,12.88019,77.64558,,,1
3125,30919,24,,2,393,115,,,5/21/13 8:24,,0,0,5/18/13 22:12,13.19956,77.70688,12.99319,77.54472,0
3126,28370,12,,2,393,61,,,5/19/13 20:38,,1,0,5/18/13 22:44,13.19956,77.70688,12.96298,77.71229,0
3127,30786,12,,2,1010,393,,,5/19/13 10:48,,0,1,5/18/13 23:30,12.96691,77.74935,13.19956,77.70688,1
3128,4010,12,,2,58,393,,,5/19/13 10:48,,0,1,5/19/13 8:38,12.88963,77.60119,13.19956,77.70688,1
3129,31282,12,,2,413,793,,,5/19/13 10:19,,1,0,5/19/13 8:43,12.92171,77.59017,13.02239,77.59492,1
3130,12750,12,2,3,1173,,,,5/19/13 11:16,5/19/13 0:00,1,0,5/19/13 9:26,12.959979,77.647998,,,1
3131,31287,28,,2,142,1032,,,5/19/13 12:28,,1,0,5/19/13 10:58,12.91281,77.60923,12.913301,77.685592,0
3132,2017,12,,2,1189,1159,,,5/19/13 15:36,,1,0,5/19/13 11:51,12.91873,77.61494,12.90163,77.582,0
3133,31294,85,1,3,417,,,,5/19/13 12:28,,0,0,5/19/13 12:07,12.96539,77.65863,,,0
3134,28204,12,,2,1017,452,,,5/19/13 18:57,,0,0,5/19/13 13:09,13.11084,77.60074,12.95278,77.59088,0
3135,31304,12,,2,142,585,,,5/19/13 21:36,,0,0,5/19/13 13:45,12.91281,77.60923,12.97677,77.5727,0
3136,31312,12,,2,448,585,,,5/19/13 18:28,,1,0,5/19/13 15:27,12.92732,77.63575,12.97677,77.5727,1
3137,25640,85,,2,168,34,,,5/20/13 7:12,,1,0,5/19/13 16:03,12.99313,77.59828,12.96467,77.67424,0
3138,31318,28,,2,393,353,,,5/20/13 4:33,,0,0,5/19/13 16:38,13.19956,77.70688,13.03241,77.59914,0
3139,18719,12,,2,393,1056,,,5/19/13 20:09,,0,0,5/19/13 16:41,13.19956,77.70688,12.919199,77.60931,0
3140,38844,12,,2,936,452,,,5/19/13 20:24,,0,0,5/19/13 16:53,12.97251,77.61954,12.95278,77.59088,0
3141,31329,28,2,3,1056,,,,5/19/13 21:36,,0,0,5/19/13 18:09,12.919199,77.60931,,,0
3142,31338,12,,2,1224,1264,,,5/19/13 22:04,,0,0,5/19/13 19:28,13.012419,77.555151,12.835737,77.679599,0
3143,31341,65,2,3,1034,,,,5/20/13 10:04,5/20/13 0:00,1,0,5/19/13 19:39,13.047926,77.597766,,,0
3144,14089,28,,2,222,1045,,,5/19/13 23:02,,1,0,5/19/13 19:51,12.97216,77.59383,12.940238,77.589161,1
3145,31348,23,,2,824,393,,,5/20/13 10:33,,1,0,5/19/13 20:39,13.06557,77.58646,13.19956,77.70688,0
